"","g_yr","g_id","g_st","g_cy","t_p","t_p_wh","t_p_bl","t_p_na","t_p_as","t_p_nh","t_p_or","t_p_mr","I","t_h","t_h_wh","t_h_bl","t_h_na","t_h_as","t_h_nh","t_h_or","t_h_mr","t_h_hi","t_h_n_hi","t_h_wa","t_h_nw","t_h_nf","t_u","t_u_oc","t_u_vc","t_u_oc_ro","t_u_oc_oo"
"53","1960","340070CJ007200",34,4,3800,3793,0,NA,NA,NA,7,NA,NA,NA,1005,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,122,1062,1034,10,132,902
"54","1960","340070CJ007300",34,4,4199,3702,494,NA,NA,NA,3,NA,NA,NA,1106,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,159,1109,1083,13,87,996
"55","1960","340070CJ007400",34,4,4839,4818,18,NA,NA,NA,3,NA,NA,NA,1269,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,139,1324,1257,31,137,1120
"56","1960","340070CJ007500",34,4,3784,3733,44,NA,NA,NA,7,NA,NA,NA,1001,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,103,1064,990,22,51,939
"57","1960","340070CJ007600",34,4,2141,2135,0,NA,NA,NA,6,NA,NA,NA,542,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,39,592,545,26,57,488
"58","1960","340070CJ007700",34,4,3632,3516,112,NA,NA,NA,4,NA,NA,NA,963,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,117,1050,973,31,119,854
"59","1960","340070CJ007800",34,4,3703,3703,0,NA,NA,NA,0,NA,NA,NA,981,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,98,1045,993,22,52,941
"60","1960","340070CJ007900",34,4,2028,2028,0,NA,NA,NA,0,NA,NA,NA,570,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64,603,583,9,97,486
"61","1960","340070CJ008000",34,4,4308,4306,1,NA,NA,NA,1,NA,NA,NA,1149,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,78,1208,1147,44,80,1067
"62","1960","340070CJ008100",34,4,474,474,0,NA,NA,NA,0,NA,NA,NA,110,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,119,119,2,8,111
"63","1960","340070CJ008200",34,4,10519,10236,266,NA,NA,NA,17,NA,NA,NA,2831,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,609,2666,2459,46,189,2270
"64","1960","340070CJ008300",34,4,5585,5569,3,NA,NA,NA,5,NA,NA,NA,1499,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,141,1613,1512,15,205,1307
"65","1960","340070CJ008400",34,4,1487,1392,89,NA,NA,NA,14,NA,NA,NA,399,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,39,443,403,0,62,341
"66","1960","340070CJ008500",34,4,3969,3938,9,NA,NA,NA,12,NA,NA,NA,1097,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,154,1320,1132,57,103,1029
"67","1960","340070CJ008600",34,4,3766,3766,0,NA,NA,NA,0,NA,NA,NA,1109,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,204,1299,1160,17,177,983
"68","1960","340070CJ008700",34,4,3578,3574,2,NA,NA,NA,2,NA,NA,NA,1011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,114,1085,1023,24,180,843
"69","1960","340070CJ008800",34,4,3353,2775,588,NA,NA,NA,0,NA,NA,NA,887,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,76,912,871,10,103,768
"70","1960","340070CJ008900",34,4,3809,3769,40,NA,NA,NA,0,NA,NA,NA,1174,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,248,1147,1056,21,159,897
"71","1960","340070CJ009000",34,4,384,183,201,NA,NA,NA,0,NA,NA,NA,127,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,35,130,115,3,18,97
"72","1960","340070CJ009100",34,4,6023,4934,1046,NA,NA,NA,43,NA,NA,NA,1083,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,286,1205,1061,54,273,788
"73","1960","340070CJ009200",34,4,3119,2672,426,NA,NA,NA,21,NA,NA,NA,815,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,149,936,838,18,128,710
"74","1960","420170B0001000",42,9,8394,8314,73,NA,NA,NA,7,NA,NA,NA,2300,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,316,2433,2262,40,356,1906
"75","1960","420170B0002A00",42,9,4660,3940,707,NA,NA,NA,13,NA,NA,NA,1441,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,373,1547,1430,21,145,1285
"76","1960","420170B0002B00",42,9,2253,2248,4,NA,NA,NA,1,NA,NA,NA,632,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,115,629,598,8,21,577
"77","1960","420170B0002C00",42,9,4865,4852,12,NA,NA,NA,1,NA,NA,NA,1174,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,52,1266,1197,39,53,1144
"78","1960","420170B0002D00",42,9,3306,3068,229,NA,NA,NA,9,NA,NA,NA,928,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,240,838,785,12,92,693
"79","1960","420170B0003A00",42,9,8776,8744,11,NA,NA,NA,21,NA,NA,NA,2196,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,160,2341,2217,65,205,2012
"80","1960","420170B0003B00",42,9,5334,5318,12,NA,NA,NA,4,NA,NA,NA,1506,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,223,1608,1524,25,260,1264
"81","1960","420170B0003C00",42,9,6821,5575,1233,NA,NA,NA,13,NA,NA,NA,1646,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,153,1809,1711,73,567,1144
"82","1960","420170B0004A00",42,9,7609,7594,4,NA,NA,NA,11,NA,NA,NA,1784,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,86,1796,1751,26,166,1585
"83","1960","420170B0004B00",42,9,8365,8324,1,NA,NA,NA,40,NA,NA,NA,1901,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,54,1996,1933,46,231,1702
"84","1960","420170B0004C00",42,9,2528,1538,980,NA,NA,NA,10,NA,NA,NA,694,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,83,746,679,58,95,584
"85","1960","420170B0004D00",42,9,8158,8134,12,NA,NA,NA,12,NA,NA,NA,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,44,2037,1984,30,191,1793
"86","1960","420170B0004E00",42,9,11685,11645,1,NA,NA,NA,14,NA,NA,NA,2697,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,114,2829,2725,65,243,2482
"87","1960","420170B0004F00",42,9,22,47,0,NA,NA,NA,0,NA,NA,NA,14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9,13,13,2,5,8
"88","1960","420170B0005000",42,9,3132,3132,0,NA,NA,NA,0,NA,NA,NA,929,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,141,996,979,13,262,717
"89","1960","420170B0006000",42,9,5252,4969,283,NA,NA,NA,0,NA,NA,NA,1582,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,472,1632,1569,40,680,889
"90","1960","420170B0007000",42,9,3980,3643,336,NA,NA,NA,1,NA,NA,NA,1025,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,184,1126,1095,19,266,829
"91","1960","420170B0008A00",42,9,1766,1728,24,NA,NA,NA,14,NA,NA,NA,525,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,92,577,500,36,140,360
"92","1960","420170B0008B00",42,9,1874,1874,0,NA,NA,NA,0,NA,NA,NA,505,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7,526,499,3,40,459
"93","1960","420170B0008C00",42,9,6176,6174,2,NA,NA,NA,0,NA,NA,NA,1476,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,33,1511,1491,12,48,1443
"94","1960","420170B0008D00",42,9,4900,4873,9,NA,NA,NA,18,NA,NA,NA,1113,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,53,1134,1108,11,61,1047
"95","1960","420170B0008E00",42,9,8399,8361,9,NA,NA,NA,29,NA,NA,NA,1940,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,66,1969,1954,1,109,1845
"96","1960","420170B0009000",42,9,3779,3774,1,NA,NA,NA,4,NA,NA,NA,1016,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,84,1166,1026,22,88,938
"97","1960","420170B0010000",42,9,968,968,0,NA,NA,NA,0,NA,NA,NA,286,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,31,305,287,2,98,189
"98","1960","420170B0011000",42,9,2158,2157,1,NA,NA,NA,0,NA,NA,NA,578,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,71,614,589,18,119,470
"99","1960","420170B0012000",42,9,1506,1462,44,NA,NA,NA,0,NA,NA,NA,446,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,229,251,251,0,32,219
"100","1960","420170B0013000",42,9,1461,1278,173,NA,NA,NA,10,NA,NA,NA,469,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,126,521,483,28,169,314
"101","1960","420170B0014A00",42,9,4202,4202,0,NA,NA,NA,0,NA,NA,NA,1194,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,45,1258,1201,32,71,1130
"102","1960","420170B0014B00",42,9,6112,6112,0,NA,NA,NA,0,NA,NA,NA,1636,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,94,1727,1635,33,81,1554
"103","1960","420170B0014C00",42,9,2305,2304,1,NA,NA,NA,0,NA,NA,NA,626,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,65,703,628,18,55,573
"104","1960","420170B0015A00",42,9,2886,2881,5,NA,NA,NA,0,NA,NA,NA,860,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,168,842,796,35,53,743
"105","1960","420170B0015B00",42,9,5055,5024,26,NA,NA,NA,5,NA,NA,NA,1397,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,85,1476,1385,63,80,1305
"106","1960","420170B0016A00",42,9,8274,8262,2,NA,NA,NA,10,NA,NA,NA,2053,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,160,2157,2026,68,201,1825
"107","1960","420170B0016B00",42,9,7720,7690,5,NA,NA,NA,25,NA,NA,NA,1844,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,152,2004,1841,143,1099,742
"108","1960","420170B0017000",42,9,425,424,0,NA,NA,NA,1,NA,NA,NA,113,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,22,127,121,2,23,98
"109","1960","420170B0018000",42,9,4148,4114,22,NA,NA,NA,12,NA,NA,NA,1198,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,187,1225,1126,22,174,952
"110","1960","420170B0019000",42,9,1410,1408,0,NA,NA,NA,2,NA,NA,NA,395,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,51,411,397,9,73,324
"111","1960","420170B0020000",42,9,3090,3041,40,NA,NA,NA,9,NA,NA,NA,818,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,63,944,859,28,82,777
"112","1960","420170B0021A00",42,9,3833,3815,18,NA,NA,NA,0,NA,NA,NA,1020,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,118,1116,1054,29,142,912
"113","1960","420170B0021B00",42,9,1716,1703,1,NA,NA,NA,12,NA,NA,NA,440,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,26,478,456,4,78,378
"114","1960","420170B0022000",42,9,489,483,5,NA,NA,NA,1,NA,NA,NA,131,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6,140,132,3,40,92
"115","1960","420170B0023000",42,9,1990,1906,81,NA,NA,NA,3,NA,NA,NA,629,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,173,660,582,13,105,477
"116","1960","420170B0024000",42,9,4650,4648,2,NA,NA,NA,0,NA,NA,NA,1475,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,250,1550,1521,15,358,1163
"117","1960","420170B0025000",42,9,2497,2496,1,NA,NA,NA,0,NA,NA,NA,742,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,152,792,764,16,181,583
"118","1960","420170B0026000",42,9,580,576,1,NA,NA,NA,3,NA,NA,NA,170,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,22,201,186,9,50,136
"119","1960","420170B0027000",42,9,2484,2456,23,NA,NA,NA,5,NA,NA,NA,748,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,129,936,706,25,115,591
"120","1960","420170B0028000",42,9,3524,3520,4,NA,NA,NA,0,NA,NA,NA,998,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,113,1127,977,19,135,842
"121","1960","420170B0029000",42,9,785,785,0,NA,NA,NA,0,NA,NA,NA,224,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,41,232,232,0,76,156
"122","1960","420170B0030A00",42,9,1564,1563,1,NA,NA,NA,0,NA,NA,NA,451,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,82,474,449,10,67,382
"123","1960","420170B0030B00",42,9,2219,2211,8,NA,NA,NA,0,NA,NA,NA,644,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,76,676,644,10,106,538
"124","1960","420170B0031000",42,9,6305,6296,5,NA,NA,NA,4,NA,NA,NA,2085,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,454,2137,2064,64,652,1412
"125","1960","420170B0032000",42,9,741,741,0,NA,NA,NA,0,NA,NA,NA,222,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,27,232,220,5,62,158
"126","1960","420170B0033000",42,9,1273,1261,11,NA,NA,NA,1,NA,NA,NA,355,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,63,566,363,10,64,299
"127","1960","420170B0034000",42,9,3085,3060,24,NA,NA,NA,1,NA,NA,NA,924,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,168,993,909,26,186,723
"128","1960","420170B0035000",42,9,735,735,0,NA,NA,NA,0,NA,NA,NA,202,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,20,257,210,7,32,178
"129","1960","420170B0036000",42,9,953,953,0,NA,NA,NA,0,NA,NA,NA,288,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,24,315,303,7,100,203
"130","1960","420170B0037000",42,9,1785,1785,0,NA,NA,NA,0,NA,NA,NA,508,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,80,646,507,11,73,434
"131","1960","420170B0038000",42,9,948,946,2,NA,NA,NA,0,NA,NA,NA,274,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,31,354,296,16,58,238
"132","1960","420170B0039000",42,9,1746,1745,1,NA,NA,NA,0,NA,NA,NA,525,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,84,779,544,18,77,467
"133","1960","420170B0040000",42,9,2740,2733,7,NA,NA,NA,0,NA,NA,NA,784,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,97,862,781,13,156,625
"134","1960","420170B0041000",42,9,517,514,3,NA,NA,NA,0,NA,NA,NA,146,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,13,159,159,1,28,131
"135","1960","420170B0042000",42,9,3354,3347,4,NA,NA,NA,3,NA,NA,NA,1011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,184,1159,1014,26,193,821
"136","1960","420170B0043000",42,9,2972,2918,49,NA,NA,NA,5,NA,NA,NA,955,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,216,1191,974,56,254,720
"137","1960","420170B0044000",42,9,958,925,31,NA,NA,NA,2,NA,NA,NA,339,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,102,443,392,30,153,239
"138","1960","420170B0045A00",42,9,2110,2061,33,NA,NA,NA,16,NA,NA,NA,647,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,132,683,648,7,129,519
"139","1960","420170B0045B00",42,9,1908,1867,41,NA,NA,NA,0,NA,NA,NA,560,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,64,616,563,14,162,401
"140","1960","420170B0046000",42,9,3795,3743,50,NA,NA,NA,2,NA,NA,NA,1329,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,508,1029,951,37,201,750
"141","1960","420170B0047000",42,9,5917,5819,90,NA,NA,NA,8,NA,NA,NA,1999,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,597,2052,1981,37,743,1238
"142","1960","420170B0048000",42,9,1109,1109,0,NA,NA,NA,0,NA,NA,NA,288,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,20,329,317,5,29,288
"143","1960","420170B0049000",42,9,1810,1801,5,NA,NA,NA,4,NA,NA,NA,495,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,41,565,488,12,78,410
"144","1960","420170B0050A00",42,9,3022,3017,5,NA,NA,NA,0,NA,NA,NA,835,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57,892,833,18,95,738
"145","1960","420170B0050B00",42,9,2984,2974,10,NA,NA,NA,0,NA,NA,NA,847,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,82,884,829,18,134,695
"146","1960","420170B0051000",42,9,1734,1713,21,NA,NA,NA,0,NA,NA,NA,506,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,53,551,505,16,104,401
"147","1960","420170B0052000",42,9,1468,1383,77,NA,NA,NA,8,NA,NA,NA,396,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,57,447,419,9,91,328
"148","1960","420170B0053000",42,9,2323,2248,75,NA,NA,NA,0,NA,NA,NA,770,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,235,784,756,11,311,445
"149","1960","420170B0054000",42,9,1991,1973,13,NA,NA,NA,5,NA,NA,NA,570,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,69,654,590,15,127,463
"150","1960","420170B0055A00",42,9,1894,1869,22,NA,NA,NA,3,NA,NA,NA,551,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,48,582,541,12,95,446
