"","g_yr","g_id","g_st","g_cy","t_p","t_p_wh","t_p_bl","t_p_na","t_p_as","t_p_nh","t_p_or","t_p_mr","I","t_h","t_h_wh","t_h_bl","t_h_na","t_h_as","t_h_nh","t_h_or","t_h_mr","t_h_hi","t_h_n_hi","t_h_wa","t_h_nw","t_h_nf","t_u","t_u_oc","t_u_vc","t_u_oc_ro","t_u_oc_oo"
"39","1950","42017B0390000",42,17,1552,1550,1,NA,NA,NA,1,NA,25750,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,483,235,113,370
"40","1950","42017B0400000",42,17,2268,2262,6,NA,NA,NA,0,NA,32500,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,637,71,167,470
"41","1950","42017B0410000",42,17,400,396,1,NA,NA,NA,3,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,120,1,39,81
"42","1950","42017B0420000",42,17,2353,2347,6,NA,NA,NA,0,NA,32340,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,695,125,181,514
"43","1950","42017B0430000",42,17,2208,2163,42,NA,NA,NA,3,NA,33330,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,683,137,218,465
"44","1950","42017B0440000",42,17,1066,1044,22,NA,NA,NA,0,NA,0,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,362,26,153,209
"45","1950","42017B0450000",42,17,3007,2939,67,NA,NA,NA,1,NA,29900,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963,889,74,249,640
"46","1950","42017B0460000",42,17,2364,2325,37,NA,NA,NA,2,NA,22810,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,593,47,176,417
"47","1950","42017B0470000",42,17,5262,5183,78,NA,NA,NA,1,NA,33270,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682,1636,46,677,959
"48","1950","42017B0480000",42,17,581,581,0,NA,NA,NA,0,NA,0,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,172,2,29,143
"49","1950","42017B0490000",42,17,906,895,11,NA,NA,NA,0,NA,0,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,259,46,62,197
"50","1950","42017B0500000",42,17,2248,2240,8,NA,NA,NA,0,NA,30710,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,627,55,198,429
"51","1950","42017B0510000",42,17,909,901,8,NA,NA,NA,0,NA,0,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,282,34,92,190
"52","1950","42017B0520000",42,17,1013,918,94,NA,NA,NA,1,NA,0,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,299,9,97,202
"53","1950","42017B0530000",42,17,2095,2005,90,NA,NA,NA,0,NA,31360,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,654,15,276,378
"54","1950","42017B0540000",42,17,1410,1390,20,NA,NA,NA,0,NA,0,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,409,47,138,271
"55","1950","42017B0550000",42,17,3211,3151,58,NA,NA,NA,2,NA,49320,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,900,71,169,731
"56","1950","42017B0560000",42,17,1916,1743,173,NA,NA,NA,0,NA,37050,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,553,22,171,382
"57","1950","42017B0570000",42,17,6787,6739,47,NA,NA,NA,1,NA,39420,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2071,2001,70,488,1513
"58","1950","42017B0580000",42,17,3540,3170,368,NA,NA,NA,2,NA,30630,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,972,109,450,522
"59","1950","42017B0590000",42,17,648,634,13,NA,NA,NA,1,NA,0,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,170,0,61,109
"60","1950","42045D0010000",42,45,901,901,0,NA,NA,NA,0,NA,0,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,335,8,249,86
"61","1950","42045D0020000",42,45,3682,3681,1,NA,NA,NA,0,NA,36330,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,1101,10,230,871
"62","1950","42045D0030000",42,45,13043,12929,111,NA,NA,NA,3,NA,37620,3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3923,3864,59,709,3155
"63","1950","42045D0040000",42,45,9566,9545,11,NA,NA,NA,10,NA,41920,3133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3159,3119,40,940,2179
"64","1950","42045D0050000",42,45,5038,5032,2,NA,NA,NA,4,NA,38830,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429,1413,16,227,1186
"65","1950","42045D0060000",42,45,5890,5885,5,NA,NA,NA,0,NA,43850,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1689,1668,21,313,1355
"66","1950","42045D0070000",42,45,5939,5918,20,NA,NA,NA,1,NA,48270,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704,1679,25,380,1299
"67","1950","42045D0080000",42,45,4745,4736,8,NA,NA,NA,1,NA,44710,1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484,1451,33,305,1146
"68","1950","42045D0090000",42,45,1693,1679,14,NA,NA,NA,0,NA,76430,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,482,8,24,458
"69","1950","42045D0100000",42,45,2855,2848,6,NA,NA,NA,1,NA,47500,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,843,10,189,654
"70","1950","42045D0110000",42,45,10062,10048,14,NA,NA,NA,0,NA,46550,2929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3155,2935,220,307,2628
"71","1950","42045D0120000",42,45,3748,3745,2,NA,NA,NA,1,NA,52930,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,1109,49,249,860
"72","1950","42045D0130000",42,45,6291,6290,0,NA,NA,NA,1,NA,51800,2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233,2051,182,1278,773
"73","1950","42045D0140000",42,45,6425,6418,4,NA,NA,NA,3,NA,42770,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801,1767,34,254,1513
"74","1950","42045D0150000",42,45,4918,4909,9,NA,NA,NA,0,NA,41470,1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428,1364,64,69,1295
"75","1950","42045D0160000",42,45,1056,1054,1,NA,NA,NA,1,NA,0,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,262,10,12,250
"76","1950","42045D0170000",42,45,3527,3516,4,NA,NA,NA,7,NA,33500,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,979,11,297,682
"77","1950","42045D0180000",42,45,4470,4458,8,NA,NA,NA,4,NA,46090,1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1387,1377,10,401,976
"78","1950","42045D0190000",42,45,5005,4995,9,NA,NA,NA,1,NA,49110,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,1557,15,398,1159
"79","1950","42045D0200000",42,45,2694,2443,251,NA,NA,NA,0,NA,40250,838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,840,11,373,467
"80","1950","42045D0210000",42,45,7296,7291,4,NA,NA,NA,1,NA,44610,2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2066,2036,30,314,1722
"81","1950","42045D0220000",42,45,2240,1598,642,NA,NA,NA,0,NA,33570,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,592,4,79,513
"82","1950","42045D0230000",42,45,1532,1531,1,NA,NA,NA,0,NA,0,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,429,7,25,404
"83","1950","42045D0240000",42,45,4344,4337,5,NA,NA,NA,2,NA,33950,1227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242,1222,20,389,833
"84","1950","42045D0250000",42,45,4869,3028,1836,NA,NA,NA,5,NA,27210,1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328,1318,10,431,887
"85","1950","42045D0260000",42,45,3941,3934,7,NA,NA,NA,0,NA,36740,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,1023,14,74,949
"86","1950","42045D0270000",42,45,2143,2126,17,NA,NA,NA,0,NA,33270,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,572,26,152,420
"87","1950","42045D0280000",42,45,5464,5440,24,NA,NA,NA,0,NA,41710,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,1510,23,358,1152
"88","1950","42045D0290000",42,45,2539,271,2268,NA,NA,NA,0,NA,7290,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,580,10,252,328
"89","1950","42045D0300000",42,45,915,480,433,NA,NA,NA,2,NA,0,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,220,10,71,149
"90","1950","42045D0310000",42,45,8443,8435,6,NA,NA,NA,2,NA,35520,2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414,2361,53,614,1747
"91","1950","42045D0320000",42,45,3430,3430,0,NA,NA,NA,0,NA,43440,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,998,17,165,833
"92","1950","42045D0330000",42,45,7549,7546,2,NA,NA,NA,1,NA,39130,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1939,31,338,1601
"93","1950","42045D0340000",42,45,1909,1892,16,NA,NA,NA,1,NA,0,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,536,7,157,379
"94","1950","42045D0350000",42,45,6450,6446,3,NA,NA,NA,1,NA,39130,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817,1790,27,560,1230
"95","1950","42045D0360000",42,45,5246,5211,33,NA,NA,NA,2,NA,37620,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,1555,24,621,934
"96","1950","42045D0370000",42,45,5314,5308,2,NA,NA,NA,4,NA,33370,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365,1345,20,542,803
"97","1950","42045D0380000",42,45,5834,5728,104,NA,NA,NA,2,NA,40170,1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,1772,18,460,1312
"98","1950","42045D0390000",42,45,4921,4909,10,NA,NA,NA,2,NA,43150,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545,1505,40,497,1008
"99","1950","42045D0400000",42,45,7212,7141,67,NA,NA,NA,4,NA,40060,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,1958,38,264,1694
"100","1950","42045D0410000",42,45,10000,9554,441,NA,NA,NA,5,NA,37660,2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2723,2689,34,1171,1518
"101","1950","42045D0420000",42,45,919,919,0,NA,NA,NA,0,NA,0,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,262,4,53,209
"102","1950","42045D0430000",42,45,3014,3009,2,NA,NA,NA,3,NA,34680,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,817,17,326,491
"103","1950","42045D0440000",42,45,1285,1283,1,NA,NA,NA,1,NA,0,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,398,9,140,258
"104","1950","42045D0450000",42,45,3838,3836,2,NA,NA,NA,0,NA,38360,1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148,1138,10,205,933
"105","1950","42045D0460000",42,45,2010,2009,0,NA,NA,NA,1,NA,4320,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,583,9,66,517
"106","1950","42045D0470000",42,45,4588,4206,378,NA,NA,NA,4,NA,30420,1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304,1267,37,592,675
"107","1950","42045D0480000",42,45,4681,4677,4,NA,NA,NA,0,NA,32120,1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287,1266,21,442,824
"108","1950","42045D0490000",42,45,6642,6404,233,NA,NA,NA,5,NA,28570,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2046,1969,77,1226,743
"109","1950","42045D0500000",42,45,3743,3726,15,NA,NA,NA,2,NA,32160,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171,1141,30,600,541
"110","1950","42045D0510000",42,45,3352,3183,169,NA,NA,NA,0,NA,32760,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,896,20,265,631
"111","1950","42045D0520000",42,45,4888,697,4188,NA,NA,NA,3,NA,24240,1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1208,1194,14,807,387
"112","1950","42045D0530000",42,45,4428,4412,16,NA,NA,NA,0,NA,40090,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,1104,24,172,932
"113","1950","42045D0540000",42,45,4220,4217,1,NA,NA,NA,2,NA,37430,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159,1142,17,650,492
"114","1950","42045D0550000",42,45,2891,2833,49,NA,NA,NA,9,NA,31040,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,711,10,318,393
"115","1950","42045D0560000",42,45,462,62,400,NA,NA,NA,0,NA,0,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,105,0,84,21
"116","1950","42045D0570000",42,45,5317,1888,3427,NA,NA,NA,2,NA,24130,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,1449,25,876,573
"117","1950","42045D0580000",42,45,10190,6323,3863,NA,NA,NA,4,NA,23600,2478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2516,2455,61,1617,838
"118","1950","42045D0590000",42,45,213,0,213,NA,NA,NA,0,NA,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,0,35,18
"119","1950","42045D0600000",42,45,3291,2418,871,NA,NA,NA,2,NA,21470,948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973,932,41,754,178
"120","1950","42045D0610000",42,45,1637,1637,0,NA,NA,NA,0,NA,42810,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,501,1,89,412
"121","1950","42045D0620000",42,45,1042,1040,2,NA,NA,NA,0,NA,0,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,288,1,66,222
"122","1950","42045D0630000",42,45,4081,3967,111,NA,NA,NA,3,NA,31840,1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,1065,33,566,499
"123","1950","42045D0640000",42,45,3547,1080,2465,NA,NA,NA,2,NA,25240,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839,824,15,526,298
"124","1950","42045D0650000",42,45,2001,2000,1,NA,NA,NA,0,NA,32500,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,549,17,159,390
"125","1950","42045D0660000",42,45,3843,3823,17,NA,NA,NA,3,NA,33900,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,1013,12,418,595
"126","1950","42045D0670000",42,45,2938,2777,161,NA,NA,NA,0,NA,33950,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,809,17,238,571
"127","1950","42045D0680000",42,45,6997,6149,847,NA,NA,NA,1,NA,36040,1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878,1825,53,404,1421
"128","1950","42045D0690000",42,45,5576,5557,19,NA,NA,NA,0,NA,36530,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1466,1418,48,275,1143
"129","1950","42045D0700000",42,45,474,436,38,NA,NA,NA,0,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,97,98,44,53
"130","1950","42045D0710000",42,45,2009,1971,38,NA,NA,NA,0,NA,40000,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,579,29,117,462
"131","1950","42045D0720000",42,45,4029,3805,223,NA,NA,NA,1,NA,25830,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,620,20,226,394
"132","1950","42045D0730000",42,45,498,485,13,NA,NA,NA,0,NA,0,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,139,0,39,100
"133","1950","42045D0740000",42,45,6173,5646,527,NA,NA,NA,0,NA,43200,1622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679,1630,49,507,1123
"134","1950","42045D0750000",42,45,5726,4986,737,NA,NA,NA,3,NA,34940,1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765,1719,46,698,1021
"135","1950","42045D0760000",42,45,4825,4625,188,NA,NA,NA,12,NA,28850,1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264,1236,28,397,839
"136","1950","42045D0770000",42,45,1352,591,761,NA,NA,NA,0,NA,0,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,314,7,89,225
"137","1950","42045D0780000",42,45,10917,10830,85,NA,NA,NA,2,NA,50680,2961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3040,2953,87,265,2688
"138","1950","42045D0790000",42,45,3598,3331,263,NA,NA,NA,4,NA,39220,1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,1002,69,221,781
"139","1950","42045D0800000",42,45,1605,1562,42,NA,NA,NA,1,NA,0,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,473,33,89,384
"140","1950","42045D0810000",42,45,3174,3149,14,NA,NA,NA,11,NA,45450,901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,900,23,121,779
"141","1950","42045D0820000",42,45,1763,1347,415,NA,NA,NA,1,NA,0,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,392,12,116,276
"142","1950","42045D0830000",42,45,1909,1805,102,NA,NA,NA,2,NA,18270,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,414,39,96,318
"143","1950","42045D0840000",42,45,194,184,10,NA,NA,NA,0,NA,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,50,5,25,25
"144","1950","42045D0850000",42,45,2299,2298,0,NA,NA,NA,1,NA,47030,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,627,6,43,584
"145","1950","42045D0860000",42,45,2215,2210,5,NA,NA,NA,0,NA,50000,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,626,12,105,521
"146","1950","42045D0870000",42,45,4237,4221,15,NA,NA,NA,1,NA,54860,1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240,1207,33,137,1070
"147","1950","42045D0880000",42,45,5740,5519,218,NA,NA,NA,3,NA,42230,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,1539,28,195,1344
"148","1950","42045D0890000",42,45,2940,2936,4,NA,NA,NA,0,NA,58680,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862,838,24,43,795
"149","1950","42045D0900000",42,45,2191,2188,3,NA,NA,NA,0,NA,46070,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,633,9,133,500
