Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_state,Geo_county,SE_T001_001,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T023_001,SE_T038_001,SE_T045_001,SE_T046_001,SE_T046_002,SE_T046_003,SE_T046_004,SE_T046_005,SE_T051_001,SE_T051_002,SE_T051_003
"D0042","42","140","42045D0420000","42","045",919,919,919,0,0,0,259,266,266,262,4,0,4,262,209,53
"D0043","43","140","42045D0430000","42","045",3014,3014,3009,2,3,34680,819,834,834,817,17,12,5,817,491,326
"D0044","44","140","42045D0440000","42","045",1285,1285,1283,1,1,0,401,407,407,398,9,8,1,398,258,140
"D0045","45","140","42045D0450000","42","045",3838,3838,3836,2,0,38360,1138,1148,1148,1138,10,4,6,1138,933,205
"D0046","46","140","42045D0460000","42","045",2010,2010,2009,0,1,4320,568,592,592,583,9,1,8,583,517,66
"D0047","47","140","42045D0470000","42","045",4588,4588,4206,378,4,30420,1266,1304,1304,1267,37,18,19,1267,675,592
"D0048","48","140","42045D0480000","42","045",4681,4681,4677,4,0,32120,1267,1287,1287,1266,21,12,9,1266,824,442
"D0049","49","140","42045D0490000","42","045",6642,6642,6404,233,5,28570,1952,2046,2046,1969,77,40,37,1969,743,1226
"D0050","50","140","42045D0500000","42","045",3743,3743,3726,15,2,32160,1140,1171,1171,1141,30,11,19,1141,541,600
"D0051","51","140","42045D0510000","42","045",3352,3352,3183,169,0,32760,903,916,916,896,20,4,16,896,631,265
"D0052","52","140","42045D0520000","42","045",4888,4888,697,4188,3,24240,1187,1208,1208,1194,14,2,12,1194,387,807
"D0053","53","140","42045D0530000","42","045",4428,4428,4412,16,0,40090,1106,1128,1128,1104,24,18,6,1104,932,172
"D0054","54","140","42045D0540000","42","045",4220,4220,4217,1,2,37430,1143,1159,1159,1142,17,6,11,1142,492,650
"D0055","55","140","42045D0550000","42","045",2891,2891,2833,49,9,31040,706,721,721,711,10,4,6,711,393,318
"D0056","56","140","42045D0560000","42","045",462,462,62,400,0,0,106,105,105,105,0,0,0,105,21,84
"D0057","57","140","42045D0570000","42","045",5317,5317,1888,3427,2,24130,1449,1474,1474,1449,25,6,19,1449,573,876
"D0058","58","140","42045D0580000","42","045",10190,10190,6323,3863,4,23600,2478,2516,2516,2455,61,20,41,2455,838,1617
"D0059","59","140","42045D0590000","42","045",213,213,0,213,0,0,55,53,53,53,0,0,0,53,18,35
"D0060","60","140","42045D0600000","42","045",3291,3291,2418,871,2,21470,948,973,973,932,41,13,28,932,178,754
"D0061","61","140","42045D0610000","42","045",1637,1637,1637,0,0,42810,503,502,502,501,1,0,1,501,412,89
"D0062","62","140","42045D0620000","42","045",1042,1042,1040,2,0,0,288,289,289,288,1,0,1,288,222,66
"D0063","63","140","42045D0630000","42","045",4081,4081,3967,111,3,31840,1069,1098,1098,1065,33,23,10,1065,499,566
"D0064","64","140","42045D0640000","42","045",3547,3547,1080,2465,2,25240,820,839,839,824,15,11,4,824,298,526
"D0065","65","140","42045D0650000","42","045",2001,2001,2000,1,0,32500,550,566,566,549,17,14,3,549,390,159
"D0066","66","140","42045D0660000","42","045",3843,3843,3823,17,3,33900,1013,1025,1025,1013,12,7,5,1013,595,418
"D0067","67","140","42045D0670000","42","045",2938,2938,2777,161,0,33950,812,826,826,809,17,6,11,809,571,238
"D0068","68","140","42045D0680000","42","045",6997,6997,6149,847,1,36040,1820,1878,1878,1825,53,22,31,1825,1421,404
"D0069","69","140","42045D0690000","42","045",5576,5576,5557,19,0,36530,1427,1466,1466,1418,48,8,40,1418,1143,275
"D0070","70","140","42045D0700000","42","045",474,474,436,38,0,0,100,195,195,97,98,1,97,97,53,44
"D0071","71","140","42045D0710000","42","045",2009,2009,1971,38,0,40000,579,608,608,579,29,7,22,579,462,117
"D0072","72","140","42045D0720000","42","045",4029,4029,3805,223,1,25830,617,640,640,620,20,5,15,620,394,226
"D0073","73","140","42045D0730000","42","045",498,498,485,13,0,0,137,139,139,139,0,0,0,139,100,39
"D0074","74","140","42045D0740000","42","045",6173,6173,5646,527,0,43200,1622,1679,1679,1630,49,22,27,1630,1123,507
"D0075","75","140","42045D0750000","42","045",5726,5726,4986,737,3,34940,1715,1765,1765,1719,46,15,31,1719,1021,698
"D0076","76","140","42045D0760000","42","045",4825,4825,4625,188,12,28850,1244,1264,1264,1236,28,9,19,1236,839,397
"D0077","77","140","42045D0770000","42","045",1352,1352,591,761,0,0,314,321,321,314,7,3,4,314,225,89
"D0078","78","140","42045D0780000","42","045",10917,10917,10830,85,2,50680,2961,3040,3040,2953,87,42,45,2953,2688,265
"D0079","79","140","42045D0790000","42","045",3598,3598,3331,263,4,39220,1009,1071,1071,1002,69,32,37,1002,781,221
"D0080","80","140","42045D0800000","42","045",1605,1605,1562,42,1,0,473,506,506,473,33,13,20,473,384,89
"D0081","81","140","42045D0810000","42","045",3174,3174,3149,14,11,45450,901,923,923,900,23,8,15,900,779,121
"D0082","82","140","42045D0820000","42","045",1763,1763,1347,415,1,0,395,404,404,392,12,1,11,392,276,116
"D0083","83","140","42045D0830000","42","045",1909,1909,1805,102,2,18270,416,453,453,414,39,4,35,414,318,96
"D0084","84","140","42045D0840000","42","045",194,194,184,10,0,0,51,55,55,50,5,1,4,50,25,25
"D0085","85","140","42045D0850000","42","045",2299,2299,2298,0,1,47030,627,633,633,627,6,1,5,627,584,43
"D0086","86","140","42045D0860000","42","045",2215,2215,2210,5,0,50000,623,638,638,626,12,1,11,626,521,105
"D0087","87","140","42045D0870000","42","045",4237,4237,4221,15,1,54860,1206,1240,1240,1207,33,7,26,1207,1070,137
"D0088","88","140","42045D0880000","42","045",5740,5740,5519,218,3,42230,1525,1567,1567,1539,28,13,15,1539,1344,195
"D0089","89","140","42045D0890000","42","045",2940,2940,2936,4,0,58680,836,862,862,838,24,11,13,838,795,43
"D0090","90","140","42045D0900000","42","045",2191,2191,2188,3,0,46070,630,642,642,633,9,2,7,633,500,133
"D0091","91","140","42045D0910000","42","045",4773,4773,4770,3,0,53250,1360,1374,1374,1357,17,4,13,1357,1216,141
"D0092","92","140","42045D0920000","42","045",4474,4474,4471,3,0,44830,1204,1230,1230,1204,26,5,21,1204,1096,108
"D0093","93","140","42045D0930000","42","045",2184,2184,2176,3,5,54720,641,655,655,640,15,9,6,640,582,58
"D0094","94","140","42045D0940000","42","045",1833,1833,1832,0,1,56790,524,524,524,523,1,1,0,523,503,20
"D0095","95","140","42045D0950000","42","045",2889,2889,2880,7,2,56900,786,847,847,784,63,23,40,784,745,39
"D0096","96","140","42045D0960000","42","045",3740,3740,3447,291,2,35180,954,967,967,950,17,8,9,950,706,244
"D0097","97","140","42045D0970000","42","045",2934,2934,2870,59,5,7310,450,481,481,457,24,3,21,457,322,135
"D0098","98","140","42045D0980000","42","045",8035,8035,7699,332,4,36350,2289,2342,2342,2287,55,11,44,2287,1420,867
"D0099","99","140","42045D0990000","42","045",3518,3518,3465,53,0,38170,899,934,934,891,43,6,37,891,683,208
"D1000","1000","140","42045D1000000","42","045",1048,1048,945,102,1,0,203,240,240,204,36,3,33,204,123,81
"D1001","1001","140","42045D1010000","42","045",2101,2101,1387,714,0,12500,311,338,338,310,28,6,22,310,198,112
"D1002","1002","140","42045D1020000","42","045",836,836,746,89,1,0,230,242,242,231,11,2,9,231,117,114
"D1003","1003","140","42045D1030000","42","045",1945,1945,1766,179,0,31530,524,528,528,521,7,2,5,521,332,189
"D1004","1004","140","42045D1040000","42","045",1283,1283,1259,23,1,0,338,346,346,335,11,4,7,335,242,93
"M0001","1","140","42091M0010000","42","091",2245,2245,2140,105,0,35830,620,627,627,622,5,4,1,622,476,146
"M0002","2","140","42091M0020000","42","091",913,913,884,29,0,0,220,221,221,219,2,0,2,219,135,84
"M0003","3","140","42091M0030000","42","091",8936,8936,8781,144,11,36840,2561,2587,2587,2553,34,16,18,2553,2057,496
"M0004","4","140","42091M0040000","42","091",4788,4788,4778,10,0,37810,1392,1419,1419,1386,33,13,20,1386,1111,275
"M0005","5","140","42091M0050000","42","091",3663,3663,3591,72,0,32120,1073,1143,1143,1065,78,13,65,1065,809,256
"M0006","6","140","42091M0060000","42","091",1566,1566,1557,1,8,0,435,464,464,439,25,21,4,439,336,103
"M0007","7","140","42091M0070000","42","091",3101,3101,3094,7,0,34900,883,934,934,893,41,17,24,893,720,173
"M0008","8","140","42091M0080000","42","091",1624,1624,1623,0,1,0,451,461,461,448,13,7,6,448,301,147
"M0009","9","140","42091M0090000","42","091",9762,9762,9729,15,18,36310,2859,2909,2909,2858,51,31,20,2858,1939,919
"M0010","10","140","42091M0100000","42","091",2164,2164,2104,60,0,30830,598,626,626,600,26,14,12,600,440,160
"M0011","11","140","42091M0110000","42","091",2998,2998,2959,36,3,37340,871,879,879,869,10,3,7,869,593,276
"M0012","12","140","42091M0120000","42","091",2475,2475,1983,492,0,37270,658,691,691,662,29,5,24,662,472,190
"M0013","13","140","42091M0130000","42","091",4565,4565,3995,570,0,28230,1208,1214,1214,1207,7,4,3,1207,705,502
"M0014","14","140","42091M0140000","42","091",6637,6637,5754,880,3,39750,1650,1695,1695,1648,47,12,35,1648,1229,419
"M0015","15","140","42091M0150000","42","091",797,797,769,26,2,0,168,183,183,170,13,3,10,170,133,37
"M0016","16","140","42091M0160000","42","091",10764,10764,9277,1480,7,35050,2797,2852,2852,2795,57,14,43,2795,2373,422
"M0017","17","140","42091M0170000","42","091",10941,10941,10869,70,2,43350,3120,3160,3160,3114,46,18,28,3114,2702,412
"M0018","18","140","42091M0180000","42","091",1734,1734,1696,36,2,50000,535,538,538,535,3,3,0,535,353,182
"M0019","19","140","42091M0190000","42","091",4752,4752,4530,218,4,40170,1272,1280,1280,1261,19,7,12,1261,1141,120
"M0020","20","140","42091M0200000","42","091",2261,2261,2258,1,2,32650,696,717,717,694,23,9,14,694,532,162
"M0021","21","140","42091M0210000","42","091",5130,5130,4858,269,3,26630,1438,1439,1439,1415,24,9,15,1415,985,430
"M0022","22","140","42091M0220000","42","091",4557,4557,4550,4,3,42080,1250,1271,1271,1250,21,9,12,1250,1061,189
"M0023","23","140","42091M0230000","42","091",5114,5114,4971,141,2,55230,1465,1491,1491,1467,24,8,16,1467,1186,281
"M0024","24","140","42091M0240000","42","091",5349,5349,4718,630,1,51320,1584,1666,1666,1579,87,56,31,1579,1029,550
"M0025","25","140","42091M0250000","42","091",975,975,947,10,18,0,234,232,232,232,0,0,0,232,200,32
"M0026","26","140","42091M0260000","42","091",6859,6859,6716,140,3,46520,1868,1880,1880,1834,46,16,30,1834,1491,343
"M0027","27","140","42091M0270000","42","091",3996,3996,3993,2,1,45310,1102,1097,1097,1090,7,6,1,1090,1048,42
"M0028","28","140","42091M0280000","42","091",3385,3385,3373,12,0,39610,950,967,967,928,39,28,11,928,738,190
"M0029","29","140","42091M0290000","42","091",4022,4022,3991,31,0,43750,982,968,968,958,10,6,4,958,831,127
"M0030","30","140","42091M0300000","42","091",1328,1328,1318,10,0,0,357,364,364,355,9,2,7,355,217,138
"M0031","31","140","42091M0310000","42","091",4649,4649,4598,51,0,38650,1223,1240,1240,1216,24,5,19,1216,903,313
"M0032","32","140","42091M0320000","42","091",3063,3063,2775,288,0,29380,805,840,840,793,47,10,37,793,483,310
"M0033","33","140","42091M0330000","42","091",2987,2987,2830,157,0,40360,848,873,873,846,27,14,13,846,697,149
"M0034","34","140","42091M0340000","42","091",4879,4879,4777,101,1,34470,1095,1139,1139,1102,37,4,33,1102,867,235
"M0035","35","140","42091M0350000","42","091",3372,3372,2642,730,0,29580,771,774,774,773,1,1,0,773,496,277
"M0036","36","140","42091M0360000","42","091",8651,8651,7582,1068,1,31370,2259,2293,2293,2277,16,7,9,2277,1764,513
"M0037","37","140","42091M0370000","42","091",3589,3589,3374,213,2,0,22,19,19,19,0,0,0,19,5,14
"M0038","38","140","42091M0380000","42","091",11695,11695,11670,25,0,33260,3274,3365,3365,3333,32,18,14,3333,2092,1241
"M0039","39","140","42091M0390000","42","091",10819,10819,9759,1053,7,27030,2706,2729,2729,2681,48,24,24,2681,1295,1386
"M0040","40","140","42091M0400000","42","091",5118,5118,4956,162,0,35680,1288,1432,1432,1284,148,140,8,1284,972,312
"M0041","41","140","42091M0410000","42","091",10922,10922,10434,485,3,34110,2714,2717,2717,2686,31,17,14,2686,1961,725
"M0042","42","140","42091M0420000","42","091",2482,2482,2431,51,0,33680,584,594,594,582,12,6,6,582,415,167
"M0043","43","140","42091M0430000","42","091",2323,2323,2296,27,0,43750,670,657,657,656,1,1,0,656,418,238
"M0044","44","140","42091M0440000","42","091",3176,3176,3139,37,0,53440,899,902,902,897,5,3,2,897,725,172
"M0045","45","140","42091M0450000","42","091",4757,4757,4643,108,6,66940,1360,1382,1382,1357,25,15,10,1357,1007,350
"M0046","46","140","42091M0460000","42","091",3596,3596,3524,69,3,64500,936,963,963,933,30,10,20,933,849,84
"M0047","47","140","42091M0470000","42","091",3289,3289,3227,61,1,43410,807,834,834,808,26,10,16,808,626,182
"M0048","48","140","42091M0480000","42","091",2280,2280,2218,62,0,35630,548,563,563,541,22,8,14,541,379,162
"M0049","49","140","42091M0490000","42","091",1941,1941,1844,93,4,17260,405,417,417,401,16,9,7,401,286,115
"M0050","50","140","42091M0500000","42","091",2735,2735,2228,495,12,3990,544,540,540,534,6,5,1,534,252,282
"M0051","51","140","42091M0510000","42","091",2718,2718,2627,91,0,20970,734,737,737,724,13,8,5,724,351,373
"M0052","52","140","42091M0520000","42","091",2623,2623,2479,142,2,22730,824,854,854,817,37,8,29,817,443,374
"M0053","53","140","42091M0530000","42","091",2814,2814,2132,682,0,27190,738,751,751,740,11,9,2,740,349,391
"M0054","54","140","42091M0540000","42","091",5454,5454,5341,112,1,55830,1641,1667,1667,1644,23,14,9,1644,914,730
"M0055","55","140","42091M0550000","42","091",11039,11039,10328,707,4,42570,3143,3124,3124,3090,34,11,23,3090,2288,802
"M0056","56","140","42091M0560000","42","091",5407,5407,5388,18,1,45320,1713,1725,1725,1715,10,7,3,1715,1081,634
"M0057","57","140","42091M0570000","42","091",5827,5827,5781,46,0,26170,1306,1316,1316,1306,10,5,5,1306,875,431
"M0058","58","140","42091M0580000","42","091",3421,3421,3370,51,0,39380,842,862,862,845,17,1,16,845,577,268
"M0059","59","140","42091M0590000","42","091",2983,2983,2840,141,2,34170,723,796,796,720,76,10,66,720,495,225
"M0060","60","140","42091M0600000","42","091",5887,5887,5848,38,1,33360,1454,1599,1599,1452,147,45,102,1452,1061,391
"M0061","61","140","42091M0610000","42","091",4486,4486,4411,74,1,30740,1133,1172,1172,1130,42,7,35,1130,816,314
"M0062","62","140","42091M0620000","42","091",3862,3862,3861,1,0,35870,1160,1185,1185,1159,26,19,7,1159,760,399
"M0063","63","140","42091M0630000","42","091",1900,1900,1896,3,1,8450,363,375,375,360,15,1,14,360,214,146
"M0064","64","140","42091M0640000","42","091",773,773,772,1,0,0,230,245,245,230,15,3,12,230,163,67
"M0065","65","140","42091M0650000","42","091",1211,1211,1210,1,0,0,344,380,380,341,39,5,34,341,206,135
"M0066","66","140","42091M0660000","42","091",563,563,563,0,0,0,165,171,171,166,5,1,4,166,88,78
"M0067","67","140","42091M0670000","42","091",3843,3843,3018,824,1,31500,534,613,613,530,83,6,77,530,372,158
"M0068","68","140","42091M0680000","42","091",1939,1939,1929,10,0,0,546,543,543,540,3,2,1,540,392,148
"M0069","69","140","42091M0690000","42","091",1604,1604,1604,0,0,0,429,482,482,430,52,7,45,430,291,139
"M0070","70","140","42091M0700000","42","091",2290,2290,2290,0,0,27190,603,611,611,599,12,1,11,599,425,174
"M0071","71","140","42091M0710000","42","091",2774,2774,2770,4,0,31390,697,714,714,695,19,0,19,695,487,208
"M0072","72","140","42091M0720000","42","091",4521,4521,4516,3,2,37380,1360,1371,1371,1361,10,3,7,1361,948,413
"M0073","73","140","42091M0730000","42","091",1514,1514,1513,1,0,0,425,434,434,419,15,7,8,419,302,117
"M0074","74","140","42091M0740000","42","091",794,794,794,0,0,0,223,245,245,222,23,2,21,222,159,63
"M0075","75","140","42091M0750000","42","091",1119,1119,1109,10,0,0,317,348,348,317,31,3,28,317,222,95
"M0076","76","140","42091M0760000","42","091",1432,1432,1430,0,2,19170,364,383,383,361,22,6,16,361,242,119
"M0077","77","140","42091M0770000","42","091",550,550,549,1,0,0,149,149,149,147,2,1,1,147,90,57
"M0078","78","140","42091M0780000","42","091",1762,1762,1761,1,0,0,462,489,489,461,28,5,23,461,313,148
"M0079","79","140","42091M0790000","42","091",914,914,912,1,1,0,282,287,287,284,3,0,3,284,193,91
"M0080","80","140","42091M0800000","42","091",1625,1625,1625,0,0,29770,519,529,529,513,16,7,9,513,318,195
"M0081","81","140","42091M0810000","42","091",1945,1945,1944,0,1,33960,579,596,596,581,15,11,4,581,390,191
"M0082","82","140","42091M0820000","42","091",2046,2046,2046,0,0,28390,552,564,564,547,17,4,13,547,415,132
"M0083","83","140","42091M0830000","42","091",1745,1745,1737,8,0,31910,461,527,527,462,65,5,60,462,342,120
"M0084","84","140","42091M0840000","42","091",891,891,882,9,0,0,228,230,230,227,3,0,3,227,154,73
"M0085","85","140","42091M0850000","42","091",1620,1620,1619,1,0,0,437,545,545,429,116,3,113,429,290,139
"M0086","86","140","42091M0860000","42","091",3290,3290,3264,26,0,30730,871,892,892,865,27,6,21,865,611,254
"M0087","87","140","42091M0870000","42","091",3389,3389,3250,135,4,33170,964,1025,1025,965,60,10,50,965,564,401
"M0088","88","140","42091M0880000","42","091",5325,5325,5237,88,0,29220,1511,1514,1514,1508,6,1,5,1508,980,528
"M0089","89","140","42091M0890000","42","091",16248,16248,15603,644,1,33140,4865,4891,4891,4828,63,25,38,4828,3065,1763
"M0090","90","140","42091M0900000","42","091",1016,1016,904,112,0,0,255,260,260,253,7,2,5,253,109,144
"M0091","91","140","42091M0910000","42","091",1173,1173,1158,15,0,0,334,338,338,333,5,1,4,333,262,71
"M0092","92","140","42091M0920000","42","091",3007,3007,2914,93,0,31250,788,811,811,790,21,7,14,790,600,190
"0001A","1-A","140","4210100101000","42","101",589,589,582,7,0,0,140,147,147,140,7,1,6,140,61,79
"0001B","1-B","140","4210100102000","42","101",15014,15014,14823,185,6,27100,4097,4160,4160,4052,108,50,58,4052,2198,1854
"0001C","1-C","140","4210100103000","42","101",16890,16890,16703,183,4,28940,4356,4442,4442,4355,87,46,41,4355,2801,1554
"0002A","2-A","140","4210100201000","42","101",9323,9323,6346,2973,4,20860,2563,2608,2608,2554,54,21,33,2554,872,1682
"0002B","2-B","140","4210100202000","42","101",9413,9413,8614,795,4,24690,2436,2555,2555,2438,117,36,81,2438,1133,1305
"0002C","2-C","140","4210100203000","42","101",1616,1616,614,1002,0,14670,448,469,469,449,20,12,8,449,83,366
"0003A","3-A","140","4210100301000","42","101",10012,10012,7734,2276,2,21270,2861,2948,2948,2853,95,41,54,2853,938,1915
"0003B","3-B","140","4210100302000","42","101",2256,2256,573,1682,1,11250,610,670,670,608,62,2,60,608,112,496
"0004A","4-A","140","4210100401000","42","101",8075,8075,5558,2500,17,16320,2362,2403,2403,2341,62,23,39,2341,594,1747
"0004B","4-B","140","4210100402000","42","101",1979,1979,182,1794,3,6950,724,756,756,740,16,5,11,740,50,690
"0005A","5-A","140","4210100501000","42","101",6982,6982,5619,1354,9,18060,1893,1965,1965,1885,80,43,37,1885,364,1521
"0006A","6-A","140","4210100601000","42","101",1031,1031,743,286,2,10000,205,216,216,205,11,4,7,205,40,165
"0007A","7-A","140","4210100701000","42","101",5913,5913,5484,394,35,19950,2311,2444,2444,2303,141,91,50,2303,176,2127
"0007B","7-B","140","4210100702000","42","101",5469,5469,1180,4262,27,7740,1874,1899,1899,1874,25,11,14,1874,134,1740
"0007C","7-C","140","4210100703000","42","101",4171,4171,3993,174,4,27100,1883,2085,2085,1915,170,88,82,1915,452,1463
"0007D","7-D","140","4210100704000","42","101",6188,6188,2041,4124,23,16200,1750,1780,1780,1748,32,13,19,1748,295,1453
"0008A","8-A","140","4210100801000","42","101",2707,2707,2665,40,2,29230,1038,975,975,939,36,19,17,939,81,858
"0008B","8-B","140","4210100802000","42","101",9401,9401,8987,350,64,24550,3678,4005,4005,3670,335,164,171,3670,469,3201
"0009A","9-A","140","4210100901000","42","101",335,335,323,8,4,0,53,54,54,42,12,2,10,42,4,38
"0009B","9-B","140","4210100902000","42","101",1323,1323,1311,8,4,19380,426,412,412,395,17,12,5,395,47,348
"0010A","10-A","140","4210101001000","42","101",3838,3838,3178,305,355,9290,413,426,426,403,23,13,10,403,82,321
"0010B","10-B","140","4210101002000","42","101",4434,4434,4306,99,29,14920,960,1020,1020,959,61,28,33,959,166,793
"0011A","11-A","140","4210101101000","42","101",1986,1986,1536,448,2,19060,565,569,569,561,8,4,4,561,140,421
"0011B","11-B","140","4210101102000","42","101",968,968,520,447,1,0,269,299,299,270,29,1,28,270,41,229
"0012A","12-A","140","4210101201000","42","101",3823,3823,2709,1106,8,19670,1117,1153,1153,1109,44,13,31,1109,250,859
"0012B","12-B","140","4210101202000","42","101",2142,2142,1478,652,12,17830,546,566,566,544,22,15,7,544,150,394
"0013A","13-A","140","4210101301000","42","101",8006,8006,2662,5321,23,11990,2405,2490,2490,2368,122,38,84,2368,263,2105
"0013B","13-B","140","4210101302000","42","101",5300,5300,2734,2538,28,7530,1301,1369,1369,1304,65,36,29,1304,172,1132
"0014A","14-A","140","4210101401000","42","101",11853,11853,2596,9241,16,12120,3119,3237,3237,3130,107,62,45,3130,277,2853
"0014B","14-B","140","4210101402000","42","101",2322,2322,1941,363,18,14840,575,602,602,579,23,8,15,579,117,462
"0015A","15-A","140","4210101501000","42","101",16737,16737,14142,2550,45,18710,5522,5838,5838,5522,316,188,128,5522,874,4648
"0015B","15-B","140","4210101502000","42","101",2655,2655,2310,339,6,18940,739,794,794,743,51,8,43,743,112,631
"0015C","15-C","140","4210101503000","42","101",9726,9726,6584,3127,15,23280,2492,2569,2569,2455,114,34,80,2455,850,1605
"0015D","15-D","140","4210101504000","42","101",10764,10764,10693,63,8,31790,3179,3288,3288,3177,111,66,45,3177,1539,1638
"0015E","15-E","140","4210101505000","42","101",5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0
"0016A","16-A","140","4210101601000","42","101",7681,7681,6991,664,26,24390,2206,2327,2327,2203,124,34,90,2203,746,1457
"0017A","17-A","140","4210101701000","42","101",9635,9635,9331,283,21,23940,2773,2862,2862,2752,110,46,64,2752,943,1809
"0018A","18-A","140","4210101801000","42","101",4253,4253,4249,2,2,27290,1169,1202,1202,1157,45,23,22,1157,617,540
"0018B","18-B","140","4210101802000","42","101",6729,6729,6722,2,5,30300,1839,1875,1875,1831,44,22,22,1831,1051,780
"0018C","18-C","140","4210101803000","42","101",3943,3943,3940,0,3,24170,1056,1095,1095,1059,36,8,28,1059,662,397
"0018D","18-D","140","4210101804000","42","101",3772,3772,3771,0,1,33100,978,1032,1032,984,48,14,34,984,708,276
"0019A","19-A","140","4210101901000","42","101",17287,17287,16416,843,28,25440,4807,4996,4996,4869,127,60,67,4869,2515,2354
"0019B","19-B","140","4210101902000","42","101",10554,10554,10394,157,3,28670,3168,3263,3263,3175,88,46,42,3175,1693,1482
"0019C","19-C","140","4210101903000","42","101",11874,11874,11689,172,13,27160,3303,3441,3441,3304,137,43,94,3304,1732,1572
"0020A","20-A","140","4210102001000","42","101",15427,15427,11380,3935,112,22800,4666,4890,4890,4673,217,132,85,4673,1255,3418
"0020B","20-B","140","4210102002000","42","101",12835,12835,641,12182,12,13160,3616,3785,3785,3633,152,67,85,3633,465,3168
"0020C","20-C","140","4210102003000","42","101",3461,3461,873,2581,7,15170,1158,1243,1243,1186,57,41,16,1186,157,1029
"0020D","20-D","140","4210102004000","42","101",12121,12121,5242,6861,18,19970,3564,3715,3715,3562,153,73,80,3562,646,2916
"0021A","21-A","140","4210102101000","42","101",1405,1405,1396,8,1,59640,667,667,667,662,5,3,2,662,62,600
"0021B","21-B","140","4210102102000","42","101",1372,1372,1338,33,1,0,387,423,423,388,35,17,18,388,251,137
"0021C","21-C","140","4210102103000","42","101",51,51,51,0,0,0,14,10,10,10,0,0,0,10,0,10
"0021D","21-D","140","4210102104000","42","101",663,663,658,1,4,0,182,190,190,181,9,7,2,181,167,14
"0021E","21-E","140","4210102105000","42","101",319,319,313,6,0,0,87,91,91,90,1,0,1,90,58,32
"0021F","21-F","140","4210102106000","42","101",228,228,227,1,0,0,66,71,71,65,6,5,1,65,31,34
"0021G","21-G","140","4210102107000","42","101",401,401,398,3,0,0,113,121,121,113,8,6,2,113,72,41
"0021H","21-H","140","4210102108000","42","101",146,146,135,11,0,0,33,39,39,34,5,1,4,34,11,23
"0021I","21-I","140","4210102109000","42","101",160,160,160,0,0,0,40,46,46,42,4,0,4,42,32,10
"0021J","21-J","140","4210102110000","42","101",641,641,641,0,0,0,182,186,186,182,4,2,2,182,147,35
"0021K","21-K","140","4210102111000","42","101",231,231,231,0,0,0,61,62,62,59,3,1,2,59,50,9
"0021L","21-L","140","4210102112000","42","101",140,140,139,0,1,0,40,41,41,40,1,0,1,40,26,14
"0021M","21-M","140","4210102113000","42","101",327,327,327,0,0,0,85,90,90,84,6,4,2,84,61,23
"0021N","21-N","140","4210102114000","42","101",3478,3478,3416,62,0,30420,851,856,856,843,13,7,6,843,591,252
"0021O","21-O","140","4210102115000","42","101",1590,1590,1590,0,0,0,451,453,453,449,4,4,0,449,340,109
"0021P","21-P","140","4210102116000","42","101",2288,2288,2286,1,1,38880,608,625,625,620,5,2,3,620,571,49
"0021Q","21-Q","140","4210102117000","42","101",2280,2280,2264,15,1,33610,654,654,654,646,8,5,3,646,520,126
"0021R","21-R","140","4210102118000","42","101",4711,4711,4620,90,1,36170,1296,1328,1328,1300,28,13,15,1300,929,371
"0021S","21-S","140","4210102119000","42","101",6750,6750,6162,588,0,29650,1695,1745,1745,1707,38,13,25,1707,1144,563
"0021T","21-T","140","4210102120000","42","101",7454,7454,7321,132,1,32080,1865,1902,1902,1872,30,17,13,1872,1446,426
"0021U","21-U","140","4210102121000","42","101",1888,1888,1887,1,0,39840,528,543,543,531,12,8,4,531,411,120
"0021V","21-V","140","4210102122000","42","101",4886,4886,4876,10,0,34190,1322,1345,1345,1322,23,18,5,1322,870,452
"0022A","22-A","140","4210102201000","42","101",5796,5796,5217,578,1,36290,1483,1501,1501,1485,16,7,9,1485,1200,285
"0022B","22-B","140","4210102202000","42","101",657,657,653,4,0,0,151,162,162,153,9,9,0,153,125,28
"0022C","22-C","140","4210102203000","42","101",1374,1374,1370,2,2,0,369,428,428,372,56,52,4,372,276,96
"0022D","22-D","140","4210102204000","42","101",3519,3519,3511,8,0,48210,1190,1339,1339,1199,140,133,7,1199,752,447
"0022E","22-E","140","4210102205000","42","101",3255,3255,3241,14,0,41360,1015,1026,1026,1009,17,7,10,1009,710,299
"0022F","22-F","140","4210102206000","42","101",3083,3083,3073,8,2,52290,891,901,901,887,14,4,10,887,707,180
"0022G","22-G","140","4210102207000","42","101",2259,2259,2256,3,0,36040,631,677,677,626,51,42,9,626,376,250
"0022H","22-H","140","4210102208000","42","101",1877,1877,1867,9,1,31670,556,565,565,553,12,7,5,553,376,177
"0022I","22-I","140","4210102209000","42","101",908,908,865,39,4,0,146,150,150,138,12,6,6,138,108,30
"0022J","22-J","140","4210102210000","42","101",671,671,667,2,2,3170,52,54,54,53,1,1,0,53,47,6
"0022K","22-K","140","4210102211000","42","101",3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"0022L","22-L","140","4210102212000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0022M","22-M","140","4210102213000","42","101",43,43,43,0,0,0,6,6,6,6,0,0,0,6,3,3
