Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T061_001,SE_T061_002,SE_T061_003,SE_T062_001,SE_T062_002,SE_T062_003,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T072_001,SE_T055_010
Census Tract 2026.03,"Census Tract 2026.03, Montgomery County, Pennsylvania",42091202603,140,0,42,91,20,,202603,3861,3861,3268,354,9,134,1,23,72,1312,1140,113,1,34,0,7,17,1312,23,1289,1312,1123,189,1374,1312,786,526,1374,1312,62,592,106
Census Tract 2026.04,"Census Tract 2026.04, Montgomery County, Pennsylvania",42091202604,140,0,42,91,20,,202604,2342,2342,1740,415,4,103,4,26,50,903,724,139,2,25,0,5,8,903,21,882,903,713,190,937,903,742,161,937,903,34,239,84
Census Tract 2030,"Census Tract 2030, Montgomery County, Pennsylvania",42091203000,140,0,42,91,20,,203000,3154,3154,2658,209,0,223,2,15,47,1072,926,56,0,76,1,6,7,1072,13,1059,1072,919,153,1204,1072,852,220,1204,1072,132,264,73
Census Tract 2031.03,"Census Tract 2031.03, Montgomery County, Pennsylvania",42091203103,140,0,42,91,20,,203103,2985,2985,2768,62,3,116,0,9,27,1019,962,20,1,30,0,2,4,1019,12,1007,1019,954,65,1063,1019,952,67,1063,1019,44,170,47
Census Tract 2031.04,"Census Tract 2031.04, Montgomery County, Pennsylvania",42091203104,140,0,42,91,20,,203104,4182,4182,3950,88,4,85,1,3,51,1692,1621,29,2,29,0,1,10,1692,11,1681,1692,1611,81,1751,1692,1261,431,1751,1692,59,549,40
Census Tract 2031.05,"Census Tract 2031.05, Montgomery County, Pennsylvania",42091203105,140,0,42,91,20,,203105,5385,5385,4867,181,6,253,0,15,63,2193,1994,84,1,94,0,5,15,2193,29,2164,2193,1972,221,2280,2193,1808,385,2280,2193,87,710,91
Census Tract 2031.06,"Census Tract 2031.06, Montgomery County, Pennsylvania",42091203106,140,0,42,91,20,,203106,1643,1643,1484,64,2,57,0,16,20,768,703,27,1,25,0,6,6,768,16,752,768,692,76,807,768,378,390,807,768,39,373,50
Census Tract 2032.03,"Census Tract 2032.03, Montgomery County, Pennsylvania",42091203203,140,0,42,91,20,,203203,4093,4093,3099,300,1,547,2,60,84,1539,1207,117,1,178,1,14,21,1539,40,1499,1539,1185,354,1612,1539,974,565,1612,1539,73,381,166
Census Tract 2032.04,"Census Tract 2032.04, Montgomery County, Pennsylvania",42091203204,140,0,42,91,20,,203204,6558,6558,5273,247,3,931,2,22,80,2710,2292,102,2,291,1,6,16,2710,45,2665,2710,2256,454,2905,2710,1964,746,2905,2710,195,877,150
Census Tract 2032.05,"Census Tract 2032.05, Montgomery County, Pennsylvania",42091203205,140,0,42,91,20,,203205,2211,2211,1777,263,1,119,0,21,30,790,659,91,0,32,0,3,5,790,13,777,790,650,140,823,790,703,87,823,790,33,154,76
Census Tract 2032.07,"Census Tract 2032.07, Montgomery County, Pennsylvania",42091203207,140,0,42,91,20,,203207,3255,3255,2899,93,3,214,1,15,30,1164,1061,36,2,59,0,3,3,1164,17,1147,1164,1046,118,1202,1164,1004,160,1202,1164,38,225,58
Census Tract 2032.08,"Census Tract 2032.08, Montgomery County, Pennsylvania",42091203208,140,0,42,91,20,,203208,2758,2758,2402,79,2,238,1,15,21,1259,1135,35,1,78,1,3,6,1259,14,1245,1259,1124,135,1395,1259,1123,136,1395,1259,136,481,38
Census Tract 2033.02,"Census Tract 2033.02, Montgomery County, Pennsylvania",42091203302,140,0,42,91,20,,203302,5907,5907,5157,384,3,251,1,42,69,2232,1991,140,1,77,1,8,14,2232,39,2193,2232,1964,268,2298,2232,2087,145,2298,2232,66,541,143
Census Tract 2033.03,"Census Tract 2033.03, Montgomery County, Pennsylvania",42091203303,140,0,42,91,20,,203303,4155,4155,3255,462,10,308,1,54,65,1848,1543,163,2,111,1,11,17,1848,40,1808,1848,1520,328,1939,1848,1281,567,1939,1848,91,799,166
Census Tract 2033.04,"Census Tract 2033.04, Montgomery County, Pennsylvania",42091203304,140,0,42,91,20,,203304,3528,3528,2735,371,5,296,1,44,76,1629,1306,165,1,121,0,15,21,1629,36,1593,1629,1283,346,1783,1629,903,726,1783,1629,154,700,121
Census Tract 2034.01,"Census Tract 2034.01, Montgomery County, Pennsylvania",42091203401,140,0,42,91,20,,203401,6153,6153,5083,684,3,206,1,68,108,2894,2452,318,2,77,1,20,24,2894,65,2829,2894,2412,482,3006,2894,2064,830,3006,2894,112,1306,226
Census Tract 2034.02,"Census Tract 2034.02, Montgomery County, Pennsylvania",42091203402,140,0,42,91,20,,203402,6189,6189,5035,461,8,528,2,59,96,2836,2352,214,6,212,2,17,33,2836,57,2779,2836,2316,520,3114,2836,1820,1016,3114,2836,278,1231,178
Census Tract 2034.03,"Census Tract 2034.03, Montgomery County, Pennsylvania",42091203403,140,0,42,91,20,,203403,3192,3192,2824,195,0,82,8,18,65,1652,1517,79,0,33,2,3,18,1652,29,1623,1652,1497,155,1725,1652,1269,383,1725,1652,73,854,79
Census Tract 2035,"Census Tract 2035, Montgomery County, Pennsylvania",42091203500,140,0,42,91,20,,203500,6077,6077,2990,2191,17,118,6,535,220,2475,1341,903,6,55,1,116,53,2475,222,2253,2475,1265,1210,2656,2475,1325,1150,2656,2475,181,1004,971
Census Tract 2036.01,"Census Tract 2036.01, Montgomery County, Pennsylvania",42091203601,140,0,42,91,20,,203601,3243,3243,838,1641,28,54,0,491,191,989,276,548,8,14,0,106,37,989,234,755,989,189,800,1111,989,384,605,1111,989,122,289,1080
Census Tract 2036.02,"Census Tract 2036.02, Montgomery County, Pennsylvania",42091203602,140,0,42,91,20,,203602,3763,3763,2001,1265,11,47,3,223,213,1363,817,433,3,15,1,50,44,1363,119,1244,1363,767,596,1446,1363,977,386,1446,1363,83,437,520
Census Tract 2037,"Census Tract 2037, Montgomery County, Pennsylvania",42091203700,140,0,42,91,20,,203700,1545,1545,799,535,3,47,0,123,38,425,226,138,0,18,0,33,10,425,64,361,425,204,221,474,425,199,226,474,425,49,172,259
Census Tract 2038.01,"Census Tract 2038.01, Montgomery County, Pennsylvania",42091203801,140,0,42,91,20,,203801,3709,3709,1757,1025,5,99,0,609,214,1277,753,332,2,28,0,123,39,1277,190,1087,1277,704,573,1385,1277,698,579,1385,1277,108,412,903
Census Tract 2038.03,"Census Tract 2038.03, Montgomery County, Pennsylvania",42091203803,140,0,42,91,20,,203803,5630,5630,2112,1713,12,98,6,1369,320,1879,890,595,5,36,1,288,64,1879,462,1417,1879,762,1117,2207,1879,492,1387,2207,1879,328,709,2175
Census Tract 2038.04,"Census Tract 2038.04, Montgomery County, Pennsylvania",42091203804,140,0,42,91,20,,203804,3241,3241,1232,1263,19,54,9,501,163,1047,468,414,5,20,2,106,32,1047,192,855,1047,397,650,1196,1047,468,579,1196,1047,149,331,937
Census Tract 2039.01,"Census Tract 2039.01, Montgomery County, Pennsylvania",42091203901,140,0,42,91,20,,203901,3709,3709,918,1649,44,19,8,982,89,1050,260,550,8,4,1,205,22,1050,338,712,1050,159,891,1259,1050,208,842,1259,1050,209,372,1645
Census Tract 2039.02,"Census Tract 2039.02, Montgomery County, Pennsylvania",42091203902,140,0,42,91,20,,203902,3536,3536,1460,1097,11,183,2,654,129,1458,692,465,7,108,0,153,33,1458,298,1160,1458,578,880,1686,1458,218,1240,1686,1458,228,739,1233
Census Tract 2040.02,"Census Tract 2040.02, Montgomery County, Pennsylvania",42091204002,140,0,42,91,20,,204002,3285,3285,2465,357,10,286,0,92,75,1401,1100,157,3,104,0,24,13,1401,45,1356,1401,1082,319,1460,1401,816,585,1460,1401,59,535,157
Census Tract 2040.07,"Census Tract 2040.07, Montgomery County, Pennsylvania",42091204007,140,0,42,91,20,,204007,2257,2257,1828,164,1,217,0,13,34,956,793,73,0,72,0,2,16,956,16,940,956,782,174,1007,956,500,456,1007,956,51,401,45
Census Tract 2040.08,"Census Tract 2040.08, Montgomery County, Pennsylvania",42091204008,140,0,42,91,20,,204008,2865,2865,2550,85,2,156,2,14,56,1190,1067,46,1,57,1,3,15,1190,26,1164,1190,1046,144,1214,1190,793,397,1214,1190,24,440,72
Census Tract 2040.09,"Census Tract 2040.09, Montgomery County, Pennsylvania",42091204009,140,0,42,91,20,,204009,1439,1439,1247,83,0,82,0,1,26,643,587,19,0,30,0,0,7,643,9,634,643,580,63,677,643,545,98,677,643,34,277,27
Census Tract 2040.10,"Census Tract 2040.10, Montgomery County, Pennsylvania",42091204010,140,0,42,91,20,,204010,2582,2582,2336,95,1,122,0,8,20,941,867,32,1,38,0,1,2,941,6,935,941,862,79,950,941,917,24,950,941,9,180,43
Census Tract 2041.01,"Census Tract 2041.01, Montgomery County, Pennsylvania",42091204101,140,0,42,91,20,,204101,4321,4321,4054,108,8,46,0,40,65,1979,1895,38,4,16,0,13,13,1979,37,1942,1979,1874,105,2102,1979,1333,646,2102,1979,123,971,147
Census Tract 2041.02,"Census Tract 2041.02, Montgomery County, Pennsylvania",42091204102,140,0,42,91,20,,204102,3512,3512,2890,400,2,96,0,56,68,1829,1578,159,1,53,0,21,17,1829,52,1777,1829,1551,278,2584,1829,827,1002,2584,1829,755,1167,127
Census Tract 2042,"Census Tract 2042, Montgomery County, Pennsylvania",42091204200,140,0,42,91,20,,204200,1320,1320,1189,47,6,44,0,11,23,587,544,19,3,12,0,2,7,587,14,573,587,532,55,658,587,421,166,658,587,71,277,48
Census Tract 2043,"Census Tract 2043, Montgomery County, Pennsylvania",42091204300,140,0,42,91,20,,204300,2434,2434,2064,143,2,165,2,17,41,1152,1016,61,0,62,0,4,9,1152,24,1128,1152,998,154,1322,1152,899,253,1322,1152,170,533,78
Census Tract 2044,"Census Tract 2044, Montgomery County, Pennsylvania",42091204400,140,0,42,91,20,,204400,3241,3241,2927,92,5,148,0,10,59,1194,1079,43,3,53,0,4,12,1194,19,1175,1194,1063,131,1250,1194,910,284,1250,1194,56,265,68
Census Tract 2045,"Census Tract 2045, Montgomery County, Pennsylvania",42091204500,140,0,42,91,20,,204500,4752,4752,4383,120,2,168,0,17,62,1450,1344,43,0,47,0,5,11,1450,33,1417,1450,1319,131,1519,1450,1320,130,1519,1450,69,303,155
Census Tract 2046,"Census Tract 2046, Montgomery County, Pennsylvania",42091204600,140,0,42,91,20,,204600,4612,4612,4187,96,5,223,0,30,71,1567,1456,25,1,70,0,9,6,1567,23,1544,1567,1438,129,1627,1567,1496,71,1627,1567,60,246,97
Census Tract 2047.01,"Census Tract 2047.01, Montgomery County, Pennsylvania",42091204701,140,0,42,91,20,,204701,2173,2173,1958,57,2,113,0,18,25,1068,993,22,0,42,0,5,6,1068,10,1058,1068,986,82,1137,1068,893,175,1137,1068,69,492,37
Census Tract 2047.02,"Census Tract 2047.02, Montgomery County, Pennsylvania",42091204702,140,0,42,91,20,,204702,3402,3402,2977,92,2,238,1,22,70,1296,1177,30,0,69,1,8,11,1296,28,1268,1296,1161,135,1345,1296,1110,186,1345,1296,49,360,90
Census Tract 2048,"Census Tract 2048, Montgomery County, Pennsylvania",42091204800,140,0,42,91,20,,204800,5020,5020,4674,70,0,205,0,18,53,1939,1856,16,0,57,0,2,8,1939,12,1927,1939,1845,94,2112,1939,1676,263,2112,1939,173,490,84
Census Tract 2049,"Census Tract 2049, Montgomery County, Pennsylvania",42091204900,140,0,42,91,20,,204900,5178,5178,4626,225,0,218,3,23,83,1765,1684,23,0,50,1,3,4,1765,28,1737,1765,1660,105,1904,1765,1595,170,1904,1765,139,442,143
Census Tract 2050,"Census Tract 2050, Montgomery County, Pennsylvania",42091205000,140,0,42,91,20,,205000,2517,2517,1923,227,3,236,0,28,100,757,635,72,2,32,0,3,13,757,25,732,757,615,142,837,757,389,368,837,757,80,385,123
Census Tract 2051,"Census Tract 2051, Montgomery County, Pennsylvania",42091205100,140,0,42,91,20,,205100,1853,1853,1447,183,0,166,2,13,42,687,598,28,0,48,0,3,10,687,17,670,687,584,103,759,687,254,433,759,687,72,377,63
Census Tract 2052,"Census Tract 2052, Montgomery County, Pennsylvania",42091205200,140,0,42,91,20,,205200,2848,2848,2625,39,0,122,0,16,46,1249,1166,22,0,43,0,5,13,1249,24,1225,1249,1145,104,1345,1249,919,330,1345,1249,96,520,63
Census Tract 2053,"Census Tract 2053, Montgomery County, Pennsylvania",42091205300,140,0,42,91,20,,205300,1867,1867,1058,592,6,78,1,47,85,891,577,243,1,35,0,13,22,891,32,859,891,558,333,988,891,332,559,988,891,97,536,115
Census Tract 2054,"Census Tract 2054, Montgomery County, Pennsylvania",42091205400,140,0,42,91,20,,205400,5990,5990,5068,186,2,566,2,55,111,2609,2263,94,0,209,1,17,25,2609,77,2532,2609,2212,397,2790,2609,1473,1136,2790,2609,181,1035,210
Census Tract 2055.01,"Census Tract 2055.01, Montgomery County, Pennsylvania",42091205501,140,0,42,91,20,,205501,3514,3514,2566,672,8,132,8,41,87,1618,1293,238,2,48,2,11,24,1618,45,1573,1618,1269,349,1806,1618,864,754,1806,1618,188,782,166
Census Tract 2055.02,"Census Tract 2055.02, Montgomery County, Pennsylvania",42091205502,140,0,42,91,20,,205502,3565,3565,3158,70,0,268,0,11,58,1317,1194,28,0,82,0,2,11,1317,20,1297,1317,1177,140,1356,1317,1258,59,1356,1317,39,257,84
Census Tract 2055.03,"Census Tract 2055.03, Montgomery County, Pennsylvania",42091205503,140,0,42,91,20,,205503,4827,4827,3895,382,2,441,0,23,84,1902,1640,105,0,138,0,3,16,1902,29,1873,1902,1616,286,1984,1902,1742,160,1984,1902,82,590,141
Census Tract 2056,"Census Tract 2056, Montgomery County, Pennsylvania",42091205600,140,0,42,91,20,,205600,4314,4314,3899,83,2,191,3,15,121,1884,1739,44,0,74,1,5,21,1884,33,1851,1884,1714,170,1995,1884,1148,736,1995,1884,111,786,102
Census Tract 2057,"Census Tract 2057, Montgomery County, Pennsylvania",42091205700,140,0,42,91,20,,205700,4554,4554,3636,360,14,128,0,259,157,2008,1683,171,7,44,0,72,31,2008,165,1843,2008,1601,407,2161,2008,957,1051,2161,2008,153,966,583
Census Tract 2058.01,"Census Tract 2058.01, Montgomery County, Pennsylvania",42091205801,140,0,42,91,20,,205801,2643,2643,1561,149,5,851,0,24,53,1579,1072,90,1,382,0,10,24,1579,33,1546,1579,1049,530,1739,1579,419,1160,1739,1579,160,990,77
Census Tract 2058.05,"Census Tract 2058.05, Montgomery County, Pennsylvania",42091205805,140,0,42,91,20,,205805,3070,3070,2332,131,10,469,1,65,62,1229,1007,46,1,146,1,17,11,1229,34,1195,1229,992,237,1280,1229,1015,214,1280,1229,51,373,136
Census Tract 2058.06,"Census Tract 2058.06, Montgomery County, Pennsylvania",42091205806,140,0,42,91,20,,205806,2050,2050,1652,87,2,213,0,51,45,847,725,31,1,74,0,9,7,847,18,829,847,716,131,903,847,534,313,903,847,56,303,89
Census Tract 2058.07,"Census Tract 2058.07, Montgomery County, Pennsylvania",42091205807,140,0,42,91,20,,205807,2248,2248,1258,150,10,626,0,126,78,1032,661,73,2,244,0,31,21,1032,68,964,1032,627,405,1237,1032,327,705,1237,1032,205,530,233
Census Tract 2058.08,"Census Tract 2058.08, Montgomery County, Pennsylvania",42091205808,140,0,42,91,20,,205808,5340,5340,4143,254,11,806,0,19,107,1896,1546,81,2,243,0,4,20,1896,41,1855,1896,1515,381,1942,1896,1691,205,1942,1896,46,446,157
Census Tract 2058.09,"Census Tract 2058.09, Montgomery County, Pennsylvania",42091205809,140,0,42,91,20,,205809,2811,2811,2328,117,10,291,2,23,40,989,855,35,5,82,0,4,8,989,18,971,989,842,147,1008,989,944,45,1008,989,19,185,78
Census Tract 2059.03,"Census Tract 2059.03, Montgomery County, Pennsylvania",42091205903,140,0,42,91,20,,205903,2719,2719,2375,108,3,166,0,12,55,1013,911,41,2,50,0,2,7,1013,16,997,1013,898,115,1042,1013,976,37,1042,1013,29,208,61
Census Tract 2059.04,"Census Tract 2059.04, Montgomery County, Pennsylvania",42091205904,140,0,42,91,20,,205904,2141,2141,1874,128,3,85,0,10,41,929,834,54,2,30,0,2,7,929,13,916,929,823,106,973,929,864,65,973,929,44,282,52
Census Tract 2059.05,"Census Tract 2059.05, Montgomery County, Pennsylvania",42091205905,140,0,42,91,20,,205905,3436,3436,2479,311,7,532,0,32,75,1672,1282,135,2,210,0,17,26,1672,57,1615,1672,1250,422,1798,1672,631,1041,1798,1672,126,927,158
Census Tract 2059.06,"Census Tract 2059.06, Montgomery County, Pennsylvania",42091205906,140,0,42,91,20,,205906,1937,1937,1592,116,2,145,4,35,43,841,711,53,1,53,2,10,11,841,17,824,841,702,139,878,841,678,163,878,841,37,333,68
Census Tract 2060.04,"Census Tract 2060.04, Montgomery County, Pennsylvania",42091206004,140,0,42,91,20,,206004,6147,6147,4485,1108,6,371,0,67,110,1598,1388,75,3,102,0,11,19,1598,48,1550,1598,1356,242,1676,1598,1070,528,1676,1598,78,448,222
Census Tract 2060.05,"Census Tract 2060.05, Montgomery County, Pennsylvania",42091206005,140,0,42,91,20,,206005,4397,4397,3922,95,4,281,0,61,34,1540,1421,27,2,74,0,10,6,1540,34,1506,1540,1400,140,1584,1540,1414,126,1584,1540,44,323,158
Census Tract 2060.06,"Census Tract 2060.06, Montgomery County, Pennsylvania",42091206006,140,0,42,91,20,,206006,3032,3032,2868,54,1,74,1,7,27,1449,1384,24,0,30,0,2,9,1449,11,1438,1449,1377,72,1628,1449,984,465,1628,1449,179,635,40
Census Tract 2060.07,"Census Tract 2060.07, Montgomery County, Pennsylvania",42091206007,140,0,42,91,20,,206007,6068,6068,4481,391,3,1056,1,57,79,2191,1719,94,0,342,0,15,21,2191,43,2148,2191,1691,500,2300,2191,1524,667,2300,2191,109,608,174
Census Tract 2061.02,"Census Tract 2061.02, Montgomery County, Pennsylvania",42091206102,140,0,42,91,20,,206102,8290,8290,6781,324,11,1000,0,32,142,3214,2742,132,2,307,0,9,22,3214,54,3160,3214,2698,516,3319,3214,2837,377,3319,3214,105,947,196
Census Tract 2061.04,"Census Tract 2061.04, Montgomery County, Pennsylvania",42091206104,140,0,42,91,20,,206104,2940,2940,2558,109,7,193,3,12,58,981,871,34,1,61,1,2,11,981,16,965,981,859,122,1004,981,898,83,1004,981,23,198,97
Census Tract 2061.05,"Census Tract 2061.05, Montgomery County, Pennsylvania",42091206105,140,0,42,91,20,,206105,5442,5442,4852,167,2,335,0,14,72,1470,1335,38,1,82,0,3,11,1470,23,1447,1470,1315,155,1496,1470,1392,78,1496,1470,26,156,93
Census Tract 2061.06,"Census Tract 2061.06, Montgomery County, Pennsylvania",42091206106,140,0,42,91,20,,206106,4547,4547,4189,136,8,138,1,20,55,1695,1588,50,1,43,0,3,10,1695,24,1671,1695,1570,125,1730,1695,1479,216,1730,1695,35,424,82
Census Tract 2062.01,"Census Tract 2062.01, Montgomery County, Pennsylvania",42091206201,140,0,42,91,20,,206201,2666,2666,2377,135,7,53,0,30,64,1249,1146,57,4,18,0,10,14,1249,31,1218,1249,1128,121,1343,1249,650,599,1343,1249,94,581,113
Census Tract 2062.02,"Census Tract 2062.02, Montgomery County, Pennsylvania",42091206202,140,0,42,91,20,,206202,2086,2086,1884,106,4,27,0,16,49,883,817,38,2,11,0,5,10,883,27,856,883,796,87,1008,883,418,465,1008,883,125,371,87
Census Tract 2063,"Census Tract 2063, Montgomery County, Pennsylvania",42091206300,140,0,42,91,20,,206300,5089,5089,4549,206,8,195,1,33,97,1378,1284,40,1,39,0,7,7,1378,24,1354,1378,1267,111,1427,1378,1000,378,1427,1378,49,420,123
Census Tract 2064,"Census Tract 2064, Montgomery County, Pennsylvania",42091206400,140,0,42,91,20,,206400,3509,3509,3130,113,9,157,1,29,70,1353,1232,50,2,47,1,9,12,1353,25,1328,1353,1218,135,1407,1353,1096,257,1407,1353,54,374,95
Census Tract 2065.01,"Census Tract 2065.01, Montgomery County, Pennsylvania",42091206501,140,0,42,91,20,,206501,4182,4182,3534,195,0,336,0,30,87,1323,1139,63,0,96,0,10,15,1323,28,1295,1323,1120,203,1359,1323,1226,97,1359,1323,36,215,116
Census Tract 2065.02,"Census Tract 2065.02, Montgomery County, Pennsylvania",42091206502,140,0,42,91,20,,206502,4957,4957,4513,177,3,137,0,21,106,1696,1572,52,1,44,0,6,21,1696,35,1661,1696,1548,148,1748,1696,1501,195,1748,1696,52,382,150
Census Tract 2066,"Census Tract 2066, Montgomery County, Pennsylvania",42091206600,140,0,42,91,20,,206600,1385,1385,1314,34,1,10,1,6,19,635,604,17,1,4,0,3,6,635,11,624,635,597,38,697,635,396,239,697,635,62,326,38
Census Tract 2067.02,"Census Tract 2067.02, Montgomery County, Pennsylvania",42091206702,140,0,42,91,20,,206702,3403,3403,961,2040,0,10,0,390,2,5,5,0,0,0,0,0,0,5,0,5,5,5,0,6,5,4,1,6,5,1,2,401
Census Tract 2067.03,"Census Tract 2067.03, Montgomery County, Pennsylvania",42091206703,140,0,42,91,20,,206703,3700,3700,3334,78,1,155,1,67,64,1405,1315,23,0,44,1,13,9,1405,28,1377,1405,1301,104,1495,1405,1224,181,1495,1405,90,364,126
Census Tract 2067.04,"Census Tract 2067.04, Montgomery County, Pennsylvania",42091206704,140,0,42,91,20,,206704,6612,6612,5992,153,6,332,1,28,100,2327,2155,57,2,89,0,10,14,2327,35,2292,2327,2131,196,2444,2327,2114,213,2444,2327,117,459,124
Census Tract 2068.01,"Census Tract 2068.01, Montgomery County, Pennsylvania",42091206801,140,0,42,91,20,,206801,6825,6825,5736,198,0,771,0,20,100,2424,2125,62,0,222,0,4,11,2424,29,2395,2424,2101,323,2590,2424,2006,418,2590,2424,166,587,102
Census Tract 2068.02,"Census Tract 2068.02, Montgomery County, Pennsylvania",42091206802,140,0,42,91,20,,206802,2925,2925,2576,73,1,229,2,15,29,1133,1022,28,1,71,0,5,6,1133,14,1119,1133,1013,120,1184,1133,1019,114,1184,1133,51,293,57
Census Tract 2069.01,"Census Tract 2069.01, Montgomery County, Pennsylvania",42091206901,140,0,42,91,20,,206901,4438,4438,3541,218,1,544,1,45,88,1827,1509,92,1,189,1,11,24,1827,47,1780,1827,1476,351,1901,1827,967,860,1901,1827,74,683,148
Census Tract 2069.04,"Census Tract 2069.04, Montgomery County, Pennsylvania",42091206904,140,0,42,91,20,,206904,5407,5407,4675,240,13,361,1,20,97,2448,2197,99,5,122,1,5,19,2448,37,2411,2448,2170,278,2559,2448,1611,837,2559,2448,111,956,145
Census Tract 2069.05,"Census Tract 2069.05, Montgomery County, Pennsylvania",42091206905,140,0,42,91,20,,206905,4780,4780,4058,180,4,447,0,26,65,1762,1548,68,1,127,0,5,13,1762,19,1743,1762,1531,231,1801,1762,1620,142,1801,1762,39,421,87
Census Tract 2069.06,"Census Tract 2069.06, Montgomery County, Pennsylvania",42091206906,140,0,42,91,20,,206906,2953,2953,2684,89,1,126,1,14,38,1250,1157,36,0,39,0,6,12,1250,18,1232,1250,1148,102,1285,1250,1060,190,1285,1250,35,423,53
Census Tract 2070.01,"Census Tract 2070.01, Montgomery County, Pennsylvania",42091207001,140,0,42,91,20,,207001,7792,7792,6955,271,6,400,2,58,100,2674,2448,88,2,109,1,12,14,2674,46,2628,2674,2417,257,2777,2674,2199,475,2777,2674,103,482,209
Census Tract 2070.03,"Census Tract 2070.03, Montgomery County, Pennsylvania",42091207003,140,0,42,91,20,,207003,2897,2897,2657,67,0,123,0,12,38,1131,1046,30,0,44,0,3,8,1131,17,1114,1131,1035,96,1179,1131,710,421,1179,1131,48,355,58
Census Tract 2070.04,"Census Tract 2070.04, Montgomery County, Pennsylvania",42091207004,140,0,42,91,20,,207004,4270,4270,3938,98,3,141,0,30,60,1655,1555,40,1,40,0,9,10,1655,34,1621,1655,1532,123,1708,1655,1210,445,1708,1655,53,503,117
Census Tract 2071.01,"Census Tract 2071.01, Montgomery County, Pennsylvania",42091207101,140,0,42,91,20,,207101,5783,5783,5385,67,9,193,5,29,95,2039,1936,22,3,58,2,6,12,2039,18,2021,2039,1925,114,2106,2039,1585,454,2106,2039,67,423,98
Census Tract 2071.03,"Census Tract 2071.03, Montgomery County, Pennsylvania",42091207103,140,0,42,91,20,,207103,4095,4095,3757,110,6,163,0,18,41,1410,1333,30,3,37,0,4,3,1410,15,1395,1410,1321,89,1446,1410,1299,111,1446,1410,36,225,93
Census Tract 2071.04,"Census Tract 2071.04, Montgomery County, Pennsylvania",42091207104,140,0,42,91,20,,207104,3186,3186,3039,36,7,79,1,8,16,1212,1179,9,0,17,0,2,5,1212,9,1203,1212,1174,38,1249,1212,1093,119,1249,1212,37,342,38
Census Tract 2072.01,"Census Tract 2072.01, Montgomery County, Pennsylvania",42091207201,140,0,42,91,20,,207201,2502,2502,2194,78,5,93,1,66,65,969,877,29,3,25,1,22,12,969,64,905,969,839,130,1013,969,613,356,1013,969,44,299,224
Census Tract 2072.02,"Census Tract 2072.02, Montgomery County, Pennsylvania",42091207202,140,0,42,91,20,,207202,4116,4116,3471,90,12,217,1,220,105,1672,1488,36,7,57,1,54,29,1672,146,1526,1672,1420,252,1743,1672,933,739,1743,1672,71,595,537
Census Tract 2073,"Census Tract 2073, Montgomery County, Pennsylvania",42091207300,140,0,42,91,20,,207300,2665,2665,2265,93,1,156,4,87,59,998,904,30,1,31,2,18,12,998,65,933,998,863,135,1056,998,628,370,1056,998,58,287,259
Census Tract 2074,"Census Tract 2074, Montgomery County, Pennsylvania",42091207400,140,0,42,91,20,,207400,2504,2504,2425,20,5,24,0,13,17,888,870,7,4,4,0,1,2,888,7,881,888,865,23,923,888,796,92,923,888,35,167,32
Census Tract 2075,"Census Tract 2075, Montgomery County, Pennsylvania",42091207500,140,0,42,91,20,,207500,3299,3299,3168,45,1,33,0,19,33,1154,1127,9,0,7,0,5,6,1154,14,1140,1154,1118,36,1199,1154,1013,141,1199,1154,45,216,61
Census Tract 2076,"Census Tract 2076, Montgomery County, Pennsylvania",42091207600,140,0,42,91,20,,207600,3686,3686,3589,41,7,8,0,10,31,1489,1463,12,5,2,0,2,5,1489,11,1478,1489,1453,36,1580,1489,1265,224,1580,1489,91,429,42
Census Tract 2078,"Census Tract 2078, Montgomery County, Pennsylvania",42091207800,140,0,42,91,20,,207800,6464,6464,6184,98,2,94,8,34,44,2354,2298,23,1,18,3,6,5,2354,25,2329,2354,2284,70,2424,2354,2163,191,2424,2354,70,472,119
Census Tract 2079,"Census Tract 2079, Montgomery County, Pennsylvania",42091207900,140,0,42,91,20,,207900,2383,2383,2297,33,0,16,0,5,32,1100,1070,14,0,6,0,1,9,1100,15,1085,1100,1057,43,1141,1100,747,353,1141,1100,41,470,50
Census Tract 2080,"Census Tract 2080, Montgomery County, Pennsylvania",42091208000,140,0,42,91,20,,208000,3843,3843,3458,78,3,201,3,47,53,1286,1238,18,0,12,1,11,6,1286,34,1252,1286,1217,69,1317,1286,872,414,1317,1286,31,366,159
Census Tract 2081,"Census Tract 2081, Montgomery County, Pennsylvania",42091208100,140,0,42,91,20,,208100,2951,2951,2766,67,4,29,1,28,56,1117,1070,18,3,5,0,9,12,1117,23,1094,1117,1060,57,1173,1117,740,377,1173,1117,56,340,97
Census Tract 2082.01,"Census Tract 2082.01, Montgomery County, Pennsylvania",42091208201,140,0,42,91,20,,208201,2187,2187,2149,5,0,8,1,3,21,786,781,2,0,0,0,0,3,786,3,783,786,778,8,811,786,717,69,811,786,25,149,12
