Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T057_001
"34005700102","14000US34005700102","Census Tract 7001.02, Burlington County, New Jersey","Census Tract 7001.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004103",,,,,"34","005",,,,"700102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80045
"34005700103","14000US34005700103","Census Tract 7001.03, Burlington County, New Jersey","Census Tract 7001.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004104",,,,,"34","005",,,,"700103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65429
"34005700104","14000US34005700104","Census Tract 7001.04, Burlington County, New Jersey","Census Tract 7001.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004105",,,,,"34","005",,,,"700104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47317
"34005700200","14000US34005700200","Census Tract 7002, Burlington County, New Jersey","Census Tract 7002, Burlington County, New Jersey","nj","140","00","ACSSF","0004106",,,,,"34","005",,,,"700200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96848
"34005700303","14000US34005700303","Census Tract 7003.03, Burlington County, New Jersey","Census Tract 7003.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004107",,,,,"34","005",,,,"700303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64250
"34005700304","14000US34005700304","Census Tract 7003.04, Burlington County, New Jersey","Census Tract 7003.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004108",,,,,"34","005",,,,"700304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000
"34005700305","14000US34005700305","Census Tract 7003.05, Burlington County, New Jersey","Census Tract 7003.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004109",,,,,"34","005",,,,"700305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97813
"34005700306","14000US34005700306","Census Tract 7003.06, Burlington County, New Jersey","Census Tract 7003.06, Burlington County, New Jersey","nj","140","00","ACSSF","0004110",,,,,"34","005",,,,"700306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96250
"34005700307","14000US34005700307","Census Tract 7003.07, Burlington County, New Jersey","Census Tract 7003.07, Burlington County, New Jersey","nj","140","00","ACSSF","0004111",,,,,"34","005",,,,"700307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101500
"34005700401","14000US34005700401","Census Tract 7004.01, Burlington County, New Jersey","Census Tract 7004.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004112",,,,,"34","005",,,,"700401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79569
"34005700402","14000US34005700402","Census Tract 7004.02, Burlington County, New Jersey","Census Tract 7004.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004113",,,,,"34","005",,,,"700402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78917
"34005700403","14000US34005700403","Census Tract 7004.03, Burlington County, New Jersey","Census Tract 7004.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004114",,,,,"34","005",,,,"700403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60694
"34005700405","14000US34005700405","Census Tract 7004.05, Burlington County, New Jersey","Census Tract 7004.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004115",,,,,"34","005",,,,"700405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67094
"34005700407","14000US34005700407","Census Tract 7004.07, Burlington County, New Jersey","Census Tract 7004.07, Burlington County, New Jersey","nj","140","00","ACSSF","0004116",,,,,"34","005",,,,"700407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50266
"34005700408","14000US34005700408","Census Tract 7004.08, Burlington County, New Jersey","Census Tract 7004.08, Burlington County, New Jersey","nj","140","00","ACSSF","0004117",,,,,"34","005",,,,"700408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39745
"34005700501","14000US34005700501","Census Tract 7005.01, Burlington County, New Jersey","Census Tract 7005.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004118",,,,,"34","005",,,,"700501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90855
"34005700502","14000US34005700502","Census Tract 7005.02, Burlington County, New Jersey","Census Tract 7005.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004119",,,,,"34","005",,,,"700502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88125
"34005700503","14000US34005700503","Census Tract 7005.03, Burlington County, New Jersey","Census Tract 7005.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004120",,,,,"34","005",,,,"700503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118676
"34005700504","14000US34005700504","Census Tract 7005.04, Burlington County, New Jersey","Census Tract 7005.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004121",,,,,"34","005",,,,"700504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97143
"34005700505","14000US34005700505","Census Tract 7005.05, Burlington County, New Jersey","Census Tract 7005.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004122",,,,,"34","005",,,,"700505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228000
"34005700602","14000US34005700602","Census Tract 7006.02, Burlington County, New Jersey","Census Tract 7006.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004123",,,,,"34","005",,,,"700602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94167
"34005700603","14000US34005700603","Census Tract 7006.03, Burlington County, New Jersey","Census Tract 7006.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004124",,,,,"34","005",,,,"700603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71980
"34005700605","14000US34005700605","Census Tract 7006.05, Burlington County, New Jersey","Census Tract 7006.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004125",,,,,"34","005",,,,"700605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87656
"34005700701","14000US34005700701","Census Tract 7007.01, Burlington County, New Jersey","Census Tract 7007.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004126",,,,,"34","005",,,,"700701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66307
"34005700702","14000US34005700702","Census Tract 7007.02, Burlington County, New Jersey","Census Tract 7007.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004127",,,,,"34","005",,,,"700702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53934
"34005700703","14000US34005700703","Census Tract 7007.03, Burlington County, New Jersey","Census Tract 7007.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004128",,,,,"34","005",,,,"700703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55929
"34005700800","14000US34005700800","Census Tract 7008, Burlington County, New Jersey","Census Tract 7008, Burlington County, New Jersey","nj","140","00","ACSSF","0004129",,,,,"34","005",,,,"700800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81531
"34005700900","14000US34005700900","Census Tract 7009, Burlington County, New Jersey","Census Tract 7009, Burlington County, New Jersey","nj","140","00","ACSSF","0004130",,,,,"34","005",,,,"700900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53112
"34005701001","14000US34005701001","Census Tract 7010.01, Burlington County, New Jersey","Census Tract 7010.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004131",,,,,"34","005",,,,"701001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48393
"34005701002","14000US34005701002","Census Tract 7010.02, Burlington County, New Jersey","Census Tract 7010.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004132",,,,,"34","005",,,,"701002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76750
"34005701102","14000US34005701102","Census Tract 7011.02, Burlington County, New Jersey","Census Tract 7011.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004133",,,,,"34","005",,,,"701102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90795
"34005701103","14000US34005701103","Census Tract 7011.03, Burlington County, New Jersey","Census Tract 7011.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004134",,,,,"34","005",,,,"701103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105744
"34005701104","14000US34005701104","Census Tract 7011.04, Burlington County, New Jersey","Census Tract 7011.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004135",,,,,"34","005",,,,"701104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52813
"34005701105","14000US34005701105","Census Tract 7011.05, Burlington County, New Jersey","Census Tract 7011.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004136",,,,,"34","005",,,,"701105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84435
"34005701201","14000US34005701201","Census Tract 7012.01, Burlington County, New Jersey","Census Tract 7012.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004137",,,,,"34","005",,,,"701201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71083
"34005701203","14000US34005701203","Census Tract 7012.03, Burlington County, New Jersey","Census Tract 7012.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004138",,,,,"34","005",,,,"701203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58958
"34005701204","14000US34005701204","Census Tract 7012.04, Burlington County, New Jersey","Census Tract 7012.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004139",,,,,"34","005",,,,"701204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45024
"34005701205","14000US34005701205","Census Tract 7012.05, Burlington County, New Jersey","Census Tract 7012.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004140",,,,,"34","005",,,,"701205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43040
"34005701301","14000US34005701301","Census Tract 7013.01, Burlington County, New Jersey","Census Tract 7013.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004141",,,,,"34","005",,,,"701301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67348
"34005701302","14000US34005701302","Census Tract 7013.02, Burlington County, New Jersey","Census Tract 7013.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004142",,,,,"34","005",,,,"701302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77650
"34005701303","14000US34005701303","Census Tract 7013.03, Burlington County, New Jersey","Census Tract 7013.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004143",,,,,"34","005",,,,"701303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92688
"34005701401","14000US34005701401","Census Tract 7014.01, Burlington County, New Jersey","Census Tract 7014.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004144",,,,,"34","005",,,,"701401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117331
"34005701402","14000US34005701402","Census Tract 7014.02, Burlington County, New Jersey","Census Tract 7014.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004145",,,,,"34","005",,,,"701402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51911
"34005701502","14000US34005701502","Census Tract 7015.02, Burlington County, New Jersey","Census Tract 7015.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004146",,,,,"34","005",,,,"701502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58892
"34005701700","14000US34005701700","Census Tract 7017, Burlington County, New Jersey","Census Tract 7017, Burlington County, New Jersey","nj","140","00","ACSSF","0004147",,,,,"34","005",,,,"701700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66885
"34005702101","14000US34005702101","Census Tract 7021.01, Burlington County, New Jersey","Census Tract 7021.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004148",,,,,"34","005",,,,"702101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50645
"34005702203","14000US34005702203","Census Tract 7022.03, Burlington County, New Jersey","Census Tract 7022.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004149",,,,,"34","005",,,,"702203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55657
"34005702204","14000US34005702204","Census Tract 7022.04, Burlington County, New Jersey","Census Tract 7022.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004150",,,,,"34","005",,,,"702204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43571
"34005702206","14000US34005702206","Census Tract 7022.06, Burlington County, New Jersey","Census Tract 7022.06, Burlington County, New Jersey","nj","140","00","ACSSF","0004151",,,,,"34","005",,,,"702206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56173
"34005702207","14000US34005702207","Census Tract 7022.07, Burlington County, New Jersey","Census Tract 7022.07, Burlington County, New Jersey","nj","140","00","ACSSF","0004152",,,,,"34","005",,,,"702207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44076
"34005702208","14000US34005702208","Census Tract 7022.08, Burlington County, New Jersey","Census Tract 7022.08, Burlington County, New Jersey","nj","140","00","ACSSF","0004153",,,,,"34","005",,,,"702208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82212
"34005702209","14000US34005702209","Census Tract 7022.09, Burlington County, New Jersey","Census Tract 7022.09, Burlington County, New Jersey","nj","140","00","ACSSF","0004154",,,,,"34","005",,,,"702209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61214
"34005702210","14000US34005702210","Census Tract 7022.10, Burlington County, New Jersey","Census Tract 7022.10, Burlington County, New Jersey","nj","140","00","ACSSF","0004155",,,,,"34","005",,,,"702210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43777
"34005702300","14000US34005702300","Census Tract 7023, Burlington County, New Jersey","Census Tract 7023, Burlington County, New Jersey","nj","140","00","ACSSF","0004156",,,,,"34","005",,,,"702300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65833
"34005702400","14000US34005702400","Census Tract 7024, Burlington County, New Jersey","Census Tract 7024, Burlington County, New Jersey","nj","140","00","ACSSF","0004157",,,,,"34","005",,,,"702400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100586
"34005702500","14000US34005702500","Census Tract 7025, Burlington County, New Jersey","Census Tract 7025, Burlington County, New Jersey","nj","140","00","ACSSF","0004158",,,,,"34","005",,,,"702500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69375
"34005702601","14000US34005702601","Census Tract 7026.01, Burlington County, New Jersey","Census Tract 7026.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004159",,,,,"34","005",,,,"702601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73407
"34005702603","14000US34005702603","Census Tract 7026.03, Burlington County, New Jersey","Census Tract 7026.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004160",,,,,"34","005",,,,"702603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41806
"34005702700","14000US34005702700","Census Tract 7027, Burlington County, New Jersey","Census Tract 7027, Burlington County, New Jersey","nj","140","00","ACSSF","0004161",,,,,"34","005",,,,"702700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96032
"34005702801","14000US34005702801","Census Tract 7028.01, Burlington County, New Jersey","Census Tract 7028.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004162",,,,,"34","005",,,,"702801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82448
"34005702802","14000US34005702802","Census Tract 7028.02, Burlington County, New Jersey","Census Tract 7028.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004163",,,,,"34","005",,,,"702802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75024
"34005702803","14000US34005702803","Census Tract 7028.03, Burlington County, New Jersey","Census Tract 7028.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004164",,,,,"34","005",,,,"702803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67961
"34005702804","14000US34005702804","Census Tract 7028.04, Burlington County, New Jersey","Census Tract 7028.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004165",,,,,"34","005",,,,"702804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65250
"34005702805","14000US34005702805","Census Tract 7028.05, Burlington County, New Jersey","Census Tract 7028.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004166",,,,,"34","005",,,,"702805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66935
"34005702806","14000US34005702806","Census Tract 7028.06, Burlington County, New Jersey","Census Tract 7028.06, Burlington County, New Jersey","nj","140","00","ACSSF","0004167",,,,,"34","005",,,,"702806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65591
"34005702807","14000US34005702807","Census Tract 7028.07, Burlington County, New Jersey","Census Tract 7028.07, Burlington County, New Jersey","nj","140","00","ACSSF","0004168",,,,,"34","005",,,,"702807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54839
"34005702808","14000US34005702808","Census Tract 7028.08, Burlington County, New Jersey","Census Tract 7028.08, Burlington County, New Jersey","nj","140","00","ACSSF","0004169",,,,,"34","005",,,,"702808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61033
"34005702809","14000US34005702809","Census Tract 7028.09, Burlington County, New Jersey","Census Tract 7028.09, Burlington County, New Jersey","nj","140","00","ACSSF","0004170",,,,,"34","005",,,,"702809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61033
"34005702810","14000US34005702810","Census Tract 7028.10, Burlington County, New Jersey","Census Tract 7028.10, Burlington County, New Jersey","nj","140","00","ACSSF","0004171",,,,,"34","005",,,,"702810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98833
"34005702811","14000US34005702811","Census Tract 7028.11, Burlington County, New Jersey","Census Tract 7028.11, Burlington County, New Jersey","nj","140","00","ACSSF","0004172",,,,,"34","005",,,,"702811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90662
"34005702905","14000US34005702905","Census Tract 7029.05, Burlington County, New Jersey","Census Tract 7029.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004173",,,,,"34","005",,,,"702905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81875
"34005702906","14000US34005702906","Census Tract 7029.06, Burlington County, New Jersey","Census Tract 7029.06, Burlington County, New Jersey","nj","140","00","ACSSF","0004174",,,,,"34","005",,,,"702906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92083
"34005702907","14000US34005702907","Census Tract 7029.07, Burlington County, New Jersey","Census Tract 7029.07, Burlington County, New Jersey","nj","140","00","ACSSF","0004175",,,,,"34","005",,,,"702907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72679
"34005702908","14000US34005702908","Census Tract 7029.08, Burlington County, New Jersey","Census Tract 7029.08, Burlington County, New Jersey","nj","140","00","ACSSF","0004176",,,,,"34","005",,,,"702908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67143
"34005702909","14000US34005702909","Census Tract 7029.09, Burlington County, New Jersey","Census Tract 7029.09, Burlington County, New Jersey","nj","140","00","ACSSF","0004177",,,,,"34","005",,,,"702909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96104
"34005702910","14000US34005702910","Census Tract 7029.10, Burlington County, New Jersey","Census Tract 7029.10, Burlington County, New Jersey","nj","140","00","ACSSF","0004178",,,,,"34","005",,,,"702910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110602
"34005702913","14000US34005702913","Census Tract 7029.13, Burlington County, New Jersey","Census Tract 7029.13, Burlington County, New Jersey","nj","140","00","ACSSF","0004179",,,,,"34","005",,,,"702913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70089
"34005702914","14000US34005702914","Census Tract 7029.14, Burlington County, New Jersey","Census Tract 7029.14, Burlington County, New Jersey","nj","140","00","ACSSF","0004180",,,,,"34","005",,,,"702914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91741
"34005702915","14000US34005702915","Census Tract 7029.15, Burlington County, New Jersey","Census Tract 7029.15, Burlington County, New Jersey","nj","140","00","ACSSF","0004181",,,,,"34","005",,,,"702915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74135
"34005702917","14000US34005702917","Census Tract 7029.17, Burlington County, New Jersey","Census Tract 7029.17, Burlington County, New Jersey","nj","140","00","ACSSF","0004182",,,,,"34","005",,,,"702917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113826
"34005702918","14000US34005702918","Census Tract 7029.18, Burlington County, New Jersey","Census Tract 7029.18, Burlington County, New Jersey","nj","140","00","ACSSF","0004183",,,,,"34","005",,,,"702918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88977
"34005703000","14000US34005703000","Census Tract 7030, Burlington County, New Jersey","Census Tract 7030, Burlington County, New Jersey","nj","140","00","ACSSF","0004184",,,,,"34","005",,,,"703000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85804
"34005703102","14000US34005703102","Census Tract 7031.02, Burlington County, New Jersey","Census Tract 7031.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004185",,,,,"34","005",,,,"703102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136607
"34005703103","14000US34005703103","Census Tract 7031.03, Burlington County, New Jersey","Census Tract 7031.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004186",,,,,"34","005",,,,"703103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65382
"34005703104","14000US34005703104","Census Tract 7031.04, Burlington County, New Jersey","Census Tract 7031.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004187",,,,,"34","005",,,,"703104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96454
"34005703201","14000US34005703201","Census Tract 7032.01, Burlington County, New Jersey","Census Tract 7032.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004188",,,,,"34","005",,,,"703201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72097
"34005703202","14000US34005703202","Census Tract 7032.02, Burlington County, New Jersey","Census Tract 7032.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004189",,,,,"34","005",,,,"703202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85900
"34005703203","14000US34005703203","Census Tract 7032.03, Burlington County, New Jersey","Census Tract 7032.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004190",,,,,"34","005",,,,"703203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34877
"34005703600","14000US34005703600","Census Tract 7036, Burlington County, New Jersey","Census Tract 7036, Burlington County, New Jersey","nj","140","00","ACSSF","0004191",,,,,"34","005",,,,"703600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95088
"34005703700","14000US34005703700","Census Tract 7037, Burlington County, New Jersey","Census Tract 7037, Burlington County, New Jersey","nj","140","00","ACSSF","0004192",,,,,"34","005",,,,"703700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103500
"34005703801","14000US34005703801","Census Tract 7038.01, Burlington County, New Jersey","Census Tract 7038.01, Burlington County, New Jersey","nj","140","00","ACSSF","0004193",,,,,"34","005",,,,"703801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114157
"34005703802","14000US34005703802","Census Tract 7038.02, Burlington County, New Jersey","Census Tract 7038.02, Burlington County, New Jersey","nj","140","00","ACSSF","0004194",,,,,"34","005",,,,"703802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83125
"34005703803","14000US34005703803","Census Tract 7038.03, Burlington County, New Jersey","Census Tract 7038.03, Burlington County, New Jersey","nj","140","00","ACSSF","0004195",,,,,"34","005",,,,"703803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92368
"34005703804","14000US34005703804","Census Tract 7038.04, Burlington County, New Jersey","Census Tract 7038.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004196",,,,,"34","005",,,,"703804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133529
"34005703900","14000US34005703900","Census Tract 7039, Burlington County, New Jersey","Census Tract 7039, Burlington County, New Jersey","nj","140","00","ACSSF","0004197",,,,,"34","005",,,,"703900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102083
"34005704004","14000US34005704004","Census Tract 7040.04, Burlington County, New Jersey","Census Tract 7040.04, Burlington County, New Jersey","nj","140","00","ACSSF","0004198",,,,,"34","005",,,,"704004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58947
"34005704005","14000US34005704005","Census Tract 7040.05, Burlington County, New Jersey","Census Tract 7040.05, Burlington County, New Jersey","nj","140","00","ACSSF","0004199",,,,,"34","005",,,,"704005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84583
"34005704006","14000US34005704006","Census Tract 7040.06, Burlington County, New Jersey","Census Tract 7040.06, Burlington County, New Jersey","nj","140","00","ACSSF","0004200",,,,,"34","005",,,,"704006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97174
"34005704007","14000US34005704007","Census Tract 7040.07, Burlington County, New Jersey","Census Tract 7040.07, Burlington County, New Jersey","nj","140","00","ACSSF","0004201",,,,,"34","005",,,,"704007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62375
"34005704008","14000US34005704008","Census Tract 7040.08, Burlington County, New Jersey","Census Tract 7040.08, Burlington County, New Jersey","nj","140","00","ACSSF","0004202",,,,,"34","005",,,,"704008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102955
"34005704009","14000US34005704009","Census Tract 7040.09, Burlington County, New Jersey","Census Tract 7040.09, Burlington County, New Jersey","nj","140","00","ACSSF","0004203",,,,,"34","005",,,,"704009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73160
"34005704011","14000US34005704011","Census Tract 7040.11, Burlington County, New Jersey","Census Tract 7040.11, Burlington County, New Jersey","nj","140","00","ACSSF","0004204",,,,,"34","005",,,,"704011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106431
