g_yr,g_cy,Geo_FIPS,g_id,g_st,t_h,t_h_as,t_h_bl,t_h_hi,t_h_mr,t_h_n_hi,t_h_na,t_h_nf,t_h_nh,t_h_nw,t_h_or,t_h_or_fm,t_h_or_nf,t_h_wa,t_h_wh,t_h_wh_fm,t_h_wh_nf,t_p,t_p_as,t_p_bl,t_p_mr,t_p_na,t_p_nh,t_p_or,t_p_wh,t_u,t_u_oc,t_u_oc_oo,t_u_oc_ro,t_u_vc
1960,23,420450D0040B00,42,42,,,,,,,,147,,,35,23,12,,2246,2111,135,8553,,115,,,,8,8430,2391,2333,2145,188,33
1960,23,420450D0041A00,42,42,,,,,,,,64,,,0,0,0,,1762,1698,64,7231,,3,,,,0,7228,1858,1824,1500,324,21
1960,23,420450D0041B00,42,42,,,,,,,,390,,,128,72,56,,1883,1549,334,6512,,451,,,,2,6059,1968,1870,1257,613,69
1960,23,420450D0041C00,42,42,,,,,,,,40,,,4,4,0,,1160,1120,40,4647,,0,,,,6,4641,1209,1180,1044,136,12
1960,23,420450D0042000,42,42,,,,,,,,71,,,4,4,0,,279,208,71,947,,4,,,,0,943,286,280,227,53,6
1960,23,420450D0043000,42,42,,,,,,,,128,,,0,0,0,,845,717,128,3006,,0,,,,0,3006,950,909,552,357,27
1960,23,420450D0044000,42,42,,,,,,,,145,,,0,0,0,,624,479,145,1949,,1,,,,9,1939,622,622,447,175,5
1960,23,420450D0045000,42,42,,,,,,,,199,,,4,0,4,,1159,964,195,3914,,4,,,,2,3908,1266,1224,983,241,31
1960,23,420450D0046000,42,42,,,,,,,,83,,,0,0,0,,731,648,83,2535,,0,,,,0,2535,822,793,591,202,12
1960,23,420450D0047000,42,42,,,,,,,,819,,,144,87,57,,1731,969,762,4740,,551,,,,7,4182,1451,1365,802,563,44
1960,23,420450D0048000,42,42,,,,,,,,208,,,5,5,0,,1152,944,208,4204,,32,,,,3,4169,1278,1221,790,431,47
1960,23,420450D0049000,42,42,,,,,,,,1126,,,204,127,77,,2159,1110,1049,5873,,871,,,,2,5000,2312,2094,684,1410,169
1960,23,420450D0050000,42,42,,,,,,,,369,,,85,56,29,,1133,793,340,3646,,405,,,,4,3237,1276,1198,626,572,69
1960,23,420450D0051000,42,42,,,,,,,,233,,,387,334,53,,868,688,180,3299,,1695,,,,0,1604,974,915,624,291,53
1960,23,420450D0052000,42,42,,,,,,,,701,,,1299,950,349,,1324,972,352,5874,,5776,,,,9,89,1635,1575,485,1090,50
1960,23,420450D0053000,42,42,,,,,,,,150,,,5,5,0,,1194,1044,150,4927,,14,,,,8,4905,1280,1246,1058,188,30
1960,23,420450D0054000,42,42,,,,,,,,136,,,0,0,0,,1064,928,136,4234,,9,,,,1,4224,1296,1255,602,653,28
1960,23,420450D0055000,42,42,,,,,,,,170,,,28,24,4,,644,478,166,2399,,226,,,,0,2173,754,694,417,277,29
1960,23,420450D0056000,42,42,,,,,,,,34,,,68,51,17,,72,55,17,257,,245,,,,0,12,61,61,17,44,2
1960,23,420450D0057000,42,42,,,,,,,,1043,,,1084,602,482,,1332,771,561,4639,,3784,,,,5,850,1548,1428,577,851,84
1960,23,420450D0058A00,42,42,,,,,,,,646,,,808,496,312,,977,643,334,3416,,2838,,,,0,578,1066,983,343,640,46
1960,23,420450D0058B00,42,42,,,,,,,,954,,,1036,643,393,,1486,925,561,5586,,4212,,,,10,1364,1654,1537,422,1115,79
1960,23,420450D0059000,42,42,,,,,,,,44,,,26,4,22,,26,4,22,139,,139,,,,0,0,35,32,12,20,1
1960,23,420450D0060000,42,42,,,,,,,,408,,,122,72,50,,751,393,358,1875,,398,,,,5,1482,879,714,172,542,86
1960,23,420450D0061000,42,42,,,,,,,,82,,,0,0,0,,719,637,82,2426,,0,,,,0,2426,744,738,650,88,2
1960,23,420450D0062000,42,42,,,,,,,,92,,,0,0,0,,1380,1288,92,5280,,0,,,,4,5276,1422,1394,1326,68,13
1960,23,420450D0063000,42,42,,,,,,,,217,,,49,16,33,,1169,985,184,4343,,60,,,,6,4277,1221,1169,694,475,42
1960,23,420450D0064000,42,42,,,,,,,,240,,,521,421,100,,846,706,140,3602,,2416,,,,3,1183,1007,940,422,518,35
1960,23,420450D0065000,42,42,,,,,,,,133,,,33,16,17,,647,531,116,2358,,103,,,,1,2254,748,679,543,136,52
1960,23,420450D0066000,42,42,,,,,,,,275,,,9,9,0,,960,685,275,3175,,74,,,,1,3111,1028,986,569,417,34
1960,23,420450D0067000,42,42,,,,,,,,200,,,37,25,12,,1195,1007,188,4460,,158,,,,3,4299,1285,1232,993,239,39
1960,23,420450D0068A00,42,42,,,,,,,,50,,,0,0,0,,1107,1057,50,4263,,1,,,,2,4260,1142,1108,1016,92,16
1960,23,420450D0068B00,42,42,,,,,,,,230,,,238,176,62,,1439,1271,168,5419,,901,,,,7,4511,1496,1445,1181,264,30
1960,23,420450D0069A00,42,42,,,,,,,,295,,,0,0,0,,1056,761,295,3356,,10,,,,6,3340,991,944,787,157,15
1960,23,420450D0069B00,42,42,,,,,,,,99,,,3,3,0,,1796,1697,99,7239,,0,,,,9,7230,1867,1803,1700,103,46
1960,23,420450D0070000,42,42,,,,,,,,49,,,6,0,6,,147,104,43,534,,15,,,,0,519,205,126,92,34,0
1960,23,420450D0071A00,42,42,,,,,,,,50,,,0,0,0,,463,413,50,1669,,21,,,,6,1642,474,438,376,62,25
1960,23,420450D0071B00,42,42,,,,,,,,57,,,0,0,0,,895,838,57,3474,,5,,,,0,3469,945,912,879,33,9
1960,23,420450D0072A00,42,42,,,,,,,,144,,,27,15,12,,477,345,132,2025,,140,,,,0,1885,452,431,340,91,11
1960,23,420450D0072B00,42,42,,,,,,,,147,,,20,20,0,,845,698,147,4088,,86,,,,9,3993,752,739,601,138,4
1960,23,420450D0073000,42,42,,,,,,,,28,,,3,0,3,,198,173,25,626,,7,,,,2,617,194,186,161,25,5
1960,23,420450D0074A00,42,42,,,,,,,,106,,,8,0,8,,676,578,98,2250,,5,,,,14,2231,664,633,604,29,9
1960,23,420450D0074B00,42,42,,,,,,,,130,,,133,104,29,,331,230,101,1274,,612,,,,1,661,377,360,307,53,7
1960,23,420450D0074C00,42,42,,,,,,,,131,,,12,0,12,,1129,1010,119,4154,,6,,,,5,4143,1246,1139,930,209,17
1960,23,420450D0074D00,42,42,,,,,,,,32,,,4,0,4,,732,704,28,2702,,7,,,,5,2690,769,757,741,16,0
1960,23,420450D0075000,42,42,,,,,,,,481,,,193,149,44,,1823,1386,437,5803,,909,,,,19,4875,2013,1954,1091,863,45
1960,23,420450D0076000,42,42,,,,,,,,1219,,,69,37,32,,2373,1186,1187,5753,,142,,,,50,5561,1627,1581,1140,441,22
1960,23,420450D0077000,42,42,,,,,,,,135,,,213,162,51,,605,521,84,2207,,754,,,,18,1435,627,606,463,143,14
1960,23,420450D0078A00,42,42,,,,,,,,45,,,4,0,4,,1200,1159,41,4733,,2,,,,9,4722,1194,1176,1116,60,5
1960,23,420450D0078B00,42,42,,,,,,,,159,,,4,0,4,,1565,1410,155,5625,,3,,,,0,5622,1581,1548,1496,52,20
1960,23,420450D0078C00,42,42,,,,,,,,118,,,0,0,0,,1743,1625,118,6692,,1,,,,8,6683,1776,1763,1690,73,7
1960,23,420450D0078D00,42,42,,,,,,,,78,,,0,0,0,,1514,1436,78,6086,,1,,,,4,6081,1541,1524,1477,47,7
1960,23,420450D0078E00,42,42,,,,,,,,49,,,9,9,0,,938,889,49,3597,,57,,,,0,3540,980,958,863,95,18
1960,23,420450D0079A00,42,42,,,,,,,,77,,,10,0,10,,358,291,67,1144,,9,,,,0,1135,361,322,294,28,32
1960,23,420450D0079B00,42,42,,,,,,,,156,,,34,16,18,,658,520,138,2262,,114,,,,0,2148,644,623,522,101,16
1960,23,420450D0079C00,42,42,,,,,,,,71,,,10,10,0,,733,662,71,2653,,38,,,,18,2597,765,746,682,64,6
1960,23,420450D0080A00,42,42,,,,,,,,114,,,3,3,0,,1585,1471,114,5863,,9,,,,0,5854,1570,1547,1477,70,14
1960,23,420450D0080B00,42,42,,,,,,,,23,,,12,8,4,,543,524,19,1935,,49,,,,2,1884,553,536,507,29,9
1960,23,420450D0081A00,42,42,,,,,,,,105,,,16,0,16,,1118,1029,89,3998,,14,,,,0,3984,1145,1116,1062,54,17
1960,23,420450D0081B00,42,42,,,,,,,,65,,,7,0,7,,1191,1133,58,4255,,6,,,,0,4249,1167,1158,1080,78,6
1960,23,420450D0081C00,42,42,,,,,,,,35,,,9,4,5,,939,909,30,3671,,1,,,,14,3656,960,935,919,16,3
1960,23,420450D0082000,42,42,,,,,,,,151,,,101,67,34,,425,308,117,1458,,318,,,,4,1136,413,408,311,97,4
1960,23,420450D0083000,42,42,,,,,,,,595,,,61,28,33,,1264,702,562,3393,,124,,,,7,3262,879,859,615,244,3
1960,23,420450D0084000,42,42,,,,,,,,100,,,0,0,0,,328,228,100,885,,1,,,,0,884,233,229,202,27,3
1960,23,420450D0085000,42,42,,,,,,,,65,,,4,4,0,,1040,975,65,3818,,1,,,,3,3814,1095,1055,1010,45,33
1960,23,420450D0086000,42,42,,,,,,,,68,,,3,3,0,,1094,1026,68,4241,,0,,,,12,4229,1193,1171,1053,118,8
1960,23,420450D0087000,42,42,,,,,,,,319,,,8,0,8,,1675,1364,311,5761,,5,,,,0,5756,1621,1603,1466,137,10
1960,23,420450D0088000,42,42,,,,,,,,326,,,79,53,26,,1833,1533,300,6263,,202,,,,13,6048,1852,1818,1611,207,19
1960,23,420450D0089000,42,42,,,,,,,,79,,,7,0,7,,953,881,72,3635,,5,,,,0,3630,1053,1045,991,54,3
1960,23,420450D0090000,42,42,,,,,,,,156,,,0,0,0,,1190,1034,156,4361,,2,,,,1,4358,1283,1230,1100,130,7
1960,23,420450D0091000,42,42,,,,,,,,184,,,9,0,9,,1364,1189,175,4916,,3,,,,1,4912,1439,1424,1292,132,8
1960,23,420450D0092000,42,42,,,,,,,,116,,,0,0,0,,1418,1302,116,5470,,1,,,,3,5466,1485,1457,1391,66,21
1960,23,420450D0093000,42,42,,,,,,,,102,,,8,0,8,,745,651,94,2595,,2,,,,5,2588,780,769,716,53,5
1960,23,420450D0094000,42,42,,,,,,,,35,,,4,0,4,,759,728,31,2625,,1,,,,0,2624,756,751,723,28,4
1960,23,420450D0095000,42,42,,,,,,,,44,,,0,0,0,,1124,1080,44,4598,,1,,,,0,4597,1195,1181,1118,63,9
1960,23,420450D0096000,42,42,,,,,,,,608,,,126,67,59,,2042,1493,549,6462,,330,,,,7,6125,2052,1976,1162,814,55
1960,23,420450D0097000,42,42,,,,,,,,1941,,,62,7,55,,2679,793,1886,4910,,56,,,,13,4841,921,864,745,119,27
1960,23,420450D0098A00,42,42,,,,,,,,566,,,100,56,44,,2064,1542,522,6730,,259,,,,14,6457,2061,2004,1370,634,37
1960,23,420450D0098B00,42,42,,,,,,,,976,,,37,0,37,,1643,704,939,3595,,28,,,,5,3562,937,903,597,306,23
1960,23,420450D0099A00,42,42,,,,,,,,173,,,8,4,4,,1638,1469,169,6159,,15,,,,7,6137,1687,1600,1362,238,58
1960,23,420450D0099B00,42,42,,,,,,,,86,,,3,0,3,,807,724,83,3111,,0,,,,6,3105,854,823,732,91,11
1960,23,420450D0100000,42,42,,,,,,,,160,,,38,0,38,,417,295,122,1404,,117,,,,1,1286,365,333,257,76,9
1960,23,420450D0101000,42,42,,,,,,,,554,,,258,33,225,,698,369,329,2035,,557,,,,5,1473,468,410,321,89,9
1960,23,420450D0102000,42,42,,,,,,,,76,,,7,7,0,,291,215,76,1093,,57,,,,16,1020,339,305,217,88,20
1960,23,420450D0103000,42,42,,,,,,,,115,,,9,0,9,,773,667,106,3149,,217,,,,0,2932,938,775,600,175,29
1960,23,420450D0104000,42,42,,,,,,,,41,,,4,4,0,,499,458,41,1834,,3,,,,0,1831,505,485,413,72,9
1960,46,420910M0001A00,42,42,,,,,,,,29,,,0,0,0,,844,815,29,3072,,13,,,,0,3059,887,841,799,42,11
1960,46,420910M0001B00,42,42,,,,,,,,92,,,12,12,0,,778,686,92,2659,,72,,,,0,2587,839,792,668,124,18
1960,46,420910M0002000,42,42,,,,,,,,85,,,14,4,10,,277,202,75,1057,,15,,,,2,1040,258,258,183,75,1
1960,46,420910M0003A00,42,42,,,,,,,,57,,,0,0,0,,1141,1084,57,4319,,0,,,,1,4318,1163,1144,1009,135,8
1960,46,420910M0003B00,42,42,,,,,,,,34,,,18,18,0,,1182,1148,34,4623,,11,,,,6,4606,1216,1198,1093,105,12
1960,46,420910M0003C00,42,42,,,,,,,,327,,,8,4,4,,1730,1407,323,5585,,18,,,,15,5552,1805,1742,1311,431,43
1960,46,420910M0003D00,42,42,,,,,,,,154,,,27,11,16,,1744,1606,138,6505,,83,,,,17,6405,1752,1706,1598,108,18
1960,46,420910M0004000,42,42,,,,,,,,430,,,4,0,4,,2169,1743,426,7315,,5,,,,1,7309,2142,2112,1721,391,22
1960,46,420910M0005000,42,42,,,,,,,,519,,,27,19,8,,2727,2216,511,8933,,84,,,,3,8846,2561,2425,2109,316,47
1960,46,420910M0006000,42,42,,,,,,,,127,,,0,0,0,,842,715,127,2700,,1,,,,9,2690,867,816,686,130,20
1960,46,420910M0007000,42,42,,,,,,,,178,,,4,4,0,,1647,1469,178,5759,,3,,,,5,5751,1730,1659,1422,237,26
1960,46,420910M0008000,42,42,,,,,,,,90,,,0,0,0,,555,465,90,1941,,2,,,,1,1938,587,565,423,142,13
1960,46,420910M0009A00,42,42,,,,,,,,127,,,11,11,0,,867,740,127,2829,,12,,,,22,2795,899,874,624,250,12
1960,46,420910M0009B00,42,42,,,,,,,,155,,,0,0,0,,516,361,155,1513,,0,,,,1,1512,552,538,312,226,5
1960,46,420910M0009C00,42,42,,,,,,,,227,,,3,3,0,,742,515,227,2277,,0,,,,17,2260,740,712,462,250,16
1960,46,420910M0009D00,42,42,,,,,,,,264,,,8,8,0,,1275,1011,264,4050,,1,,,,1,4048,1272,1247,1037,210,11
1960,46,420910M0009E00,42,42,,,,,,,,110,,,0,0,0,,383,273,110,1081,,1,,,,1,1079,386,378,231,147,8
1960,46,420910M0009F00,42,42,,,,,,,,21,,,0,0,0,,214,193,21,862,,0,,,,0,862,197,197,185,12,0
1960,46,420910M0010A00,42,42,,,,,,,,103,,,19,12,7,,734,638,96,2701,,32,,,,2,2667,736,712,626,86,9
1960,46,420910M0010B00,42,42,,,,,,,,52,,,21,14,7,,541,496,45,1960,,86,,,,8,1866,581,553,471,82,10
1960,46,420910M0011000,42,42,,,,,,,,170,,,18,18,0,,1070,900,170,3673,,54,,,,6,3613,1161,1108,802,306,40
1960,46,420910M0012A00,42,42,,,,,,,,168,,,15,8,7,,487,326,161,1409,,45,,,,0,1364,425,395,321,74,9
1960,46,420910M0012B00,42,42,,,,,,,,183,,,165,112,53,,895,765,130,3137,,540,,,,4,2593,914,842,740,102,39
1960,46,420910M0013000,42,42,,,,,,,,364,,,164,117,47,,1884,1567,317,6765,,539,,,,7,6219,1989,1921,1319,602,44
1960,46,420910M0014A00,42,42,,,,,,,,119,,,12,4,8,,686,575,111,2407,,30,,,,0,2377,669,626,547,79,11
1960,46,420910M0014B00,42,42,,,,,,,,156,,,30,14,16,,901,761,140,3344,,128,,,,4,3212,952,902,729,173,35
1960,46,420910M0014C00,42,42,,,,,,,,252,,,218,128,90,,1198,1036,162,4433,,774,,,,1,3658,1178,1137,1023,114,25
1960,46,420910M0015000,42,42,,,,,,,,136,,,8,4,4,,964,832,132,3432,,27,,,,1,3404,884,864,844,20,9
1960,46,420910M0016A00,42,42,,,,,,,,604,,,545,371,174,,3413,2983,430,12808,,1878,,,,11,10919,3511,3386,3053,333,67
1960,46,420910M0016B00,42,42,,,,,,,,720,,,53,7,46,,3103,2429,674,9923,,43,,,,24,9856,2937,2878,2408,470,30
1960,46,420910M0017A00,42,42,,,,,,,,162,,,46,34,12,,1976,1826,150,7296,,165,,,,9,7122,2069,2021,1859,162,24
1960,46,420910M0017B00,42,42,,,,,,,,472,,,8,8,0,,2865,2393,472,9740,,41,,,,8,9691,3059,2971,2451,520,64
1960,46,420910M0018000,42,42,,,,,,,,183,,,8,0,8,,820,645,175,2544,,16,,,,1,2527,854,828,642,186,13
1960,46,420910M0019A00,42,42,,,,,,,,215,,,56,0,56,,1610,1451,159,5425,,42,,,,15,5368,1609,1564,1524,40,8
1960,46,420910M0019B00,42,42,,,,,,,,414,,,107,84,23,,1565,1174,391,4663,,398,,,,0,4265,1700,1559,1007,552,123
1960,46,420910M0020000,42,42,,,,,,,,171,,,0,0,0,,827,656,171,2587,,1,,,,0,2586,926,888,670,218,33
1960,46,420910M0021000,42,42,,,,,,,,1152,,,108,51,57,,2086,991,1095,5017,,233,,,,15,4769,1540,1489,1026,463,26
1960,46,420910M0022A00,42,42,,,,,,,,251,,,3,0,3,,1439,1191,248,4813,,6,,,,8,4799,1480,1423,1218,205,30
1960,46,420910M0022B00,42,42,,,,,,,,52,,,8,0,8,,846,802,44,3196,,5,,,,0,3191,846,846,842,4,3
1960,46,420910M0023000,42,42,,,,,,,,637,,,81,5,76,,2347,1786,561,7124,,84,,,,8,7032,2169,2129,1636,493,26
1960,46,420910M0024A00,42,42,,,,,,,,465,,,4,0,4,,1566,1105,461,3932,,1,,,,3,3928,1786,1755,16,1739,24
1960,46,420910M0024B00,42,42,,,,,,,,478,,,177,116,61,,1818,1401,417,5701,,569,,,,8,5124,1756,1714,1311,403,26
1960,46,420910M0025000,42,42,,,,,,,,150,,,28,4,24,,828,702,126,2894,,33,,,,9,2852,780,766,750,16,13
1960,46,420910M0026A00,42,42,,,,,,,,188,,,13,8,5,,1734,1551,183,6086,,72,,,,3,6011,1862,1818,1532,286,20
1960,46,420910M0026B00,42,42,,,,,,,,124,,,27,7,20,,614,510,104,2244,,61,,,,1,2182,645,630,531,99,9
1960,46,420910M0030000,42,42,,,,,,,,165,,,5,0,5,,633,473,160,1963,,11,,,,1,1951,595,563,429,134,13
1960,46,420910M0031A00,42,42,,,,,,,,157,,,9,0,9,,1762,1614,148,6783,,15,,,,0,6768,1802,1754,1586,168,29
1960,46,420910M0031B00,42,42,,,,,,,,83,,,4,4,0,,907,824,83,3540,,3,,,,0,3537,971,937,809,128,15
1960,46,420910M0032A00,42,42,,,,,,,,113,,,3,3,0,,718,605,113,2654,,1,,,,2,2651,732,690,587,103,16
1960,46,420910M0032B00,42,42,,,,,,,,229,,,128,68,60,,1245,1076,169,4677,,362,,,,6,4309,1274,1211,974,237,31
1960,46,420910M0033A00,42,42,,,,,,,,147,,,95,70,25,,1529,1407,122,5487,,373,,,,2,5112,1588,1553,1380,173,18
1960,46,420910M0033B00,42,42,,,,,,,,67,,,0,0,0,,657,590,67,2286,,2,,,,0,2284,625,608,563,45,10
1960,46,420910M0034000,42,42,,,,,,,,175,,,4,0,4,,2306,2135,171,8342,,2,,,,5,8335,2512,2386,2192,194,42
1960,46,420910M0035000,42,42,,,,,,,,184,,,322,262,60,,1206,1082,124,4714,,1228,,,,4,3482,1288,1237,974,263,28
1960,46,420910M0036000,42,42,,,,,,,,842,,,358,238,120,,2756,2034,722,9031,,1234,,,,25,7772,2754,2684,2012,672,29
1960,46,420910M0037000,42,42,,,,,,,,69,,,4,0,4,,97,32,65,4697,,452,,,,4,4241,44,44,4,40,0
1960,46,420910M0038000,42,42,,,,,,,,868,,,25,18,7,,3616,2755,861,12016,,141,,,,5,11870,3824,3698,2409,1289,80
1960,46,420910M0039000,42,42,,,,,,,,1271,,,477,257,220,,2639,1588,1051,8467,,1712,,,,3,6752,2628,2492,1192,1300,89
1960,46,420910M0040A00,42,42,,,,,,,,85,,,12,8,4,,1372,1291,81,5168,,9,,,,6,5153,1437,1410,1344,66,19
1960,46,420910M0040B00,42,42,,,,,,,,52,,,37,33,4,,612,564,48,2263,,125,,,,2,2136,633,611,483,128,13
1960,46,420910M0040C00,42,42,,,,,,,,54,,,11,11,0,,1068,1014,54,3999,,16,,,,1,3982,1092,1070,1010,60,9
1960,46,420910M0041A00,42,42,,,,,,,,194,,,4,4,0,,1555,1361,194,5830,,63,,,,0,5767,1738,1692,1430,262,32
1960,46,420910M0041B00,42,42,,,,,,,,255,,,87,84,3,,1156,904,252,4429,,495,,,,8,3926,1306,1230,782,448,51
1960,46,420910M0042000,42,42,,,,,,,,68,,,0,0,0,,538,470,68,2254,,22,,,,1,2231,625,605,472,133,8
1960,46,420910M0043000,42,42,,,,,,,,208,,,8,0,8,,699,499,200,2246,,12,,,,0,2234,733,712,433,279,13
1960,46,420910M0044000,42,42,,,,,,,,250,,,35,4,31,,1047,828,219,3588,,22,,,,7,3559,1068,1030,818,212,16
1960,46,420910M0045000,42,42,,,,,,,,478,,,53,12,41,,1655,1218,437,4971,,67,,,,14,4890,1572,1552,1179,373,6
1960,46,420910M0046000,42,42,,,,,,,,421,,,59,0,59,,1598,1236,362,5253,,57,,,,1,5195,1435,1402,1366,36,21
1960,46,420910M0047000,42,42,,,,,,,,172,,,39,6,33,,1277,1138,139,4769,,40,,,,14,4715,1299,1259,1140,119,15
1960,46,420910M0048000,42,42,,,,,,,,409,,,68,6,62,,1260,913,347,3796,,72,,,,2,3722,1092,1034,892,142,14
1960,46,420910M0049000,42,42,,,,,,,,936,,,113,12,101,,1741,906,835,4171,,121,,,,5,4045,1070,1018,884,134,31
1960,46,420910M0050000,42,42,,,,,,,,1354,,,252,65,187,,1617,450,1167,2955,,470,,,,21,2464,802,788,375,413,5
1960,46,420910M0051000,42,42,,,,,,,,945,,,87,26,61,,1382,498,884,2675,,92,,,,13,2570,909,821,351,470,73
1960,46,420910M0052000,42,42,,,,,,,,751,,,100,17,83,,1313,645,668,2938,,132,,,,8,2798,1126,1093,570,523,12
1960,46,420910M0053000,42,42,,,,,,,,437,,,275,156,119,,794,476,318,2265,,793,,,,3,1469,764,752,367,385,9
1960,46,420910M0054000,42,42,,,,,,,,1494,,,87,10,77,,2776,1359,1417,6185,,91,,,,10,6084,2148,2078,1125,953,52
1960,46,420910M0055000,42,42,,,,,,,,1358,,,298,144,154,,4444,3240,1204,13608,,824,,,,16,12768,4146,3986,3175,811,90
1960,46,420910M0056000,42,42,,,,,,,,441,,,4,0,4,,1624,1187,437,5109,,3,,,,3,5103,1773,1735,1119,616,22
1960,46,420910M0057000,42,42,,,,,,,,176,,,21,21,0,,1434,1258,176,5306,,70,,,,0,5236,1505,1440,1008,432,20
1960,46,420910M0058A00,42,42,,,,,,,,40,,,0,0,0,,101,61,40,257,,0,,,,0,257,89,89,21,68,0
1960,46,420910M0058B00,42,42,,,,,,,,68,,,5,0,5,,1915,1852,63,8045,,1,,,,9,8035,1981,1941,1757,184,22
1960,46,420910M0058C00,42,42,,,,,,,,81,,,0,0,0,,872,791,81,3327,,0,,,,4,3323,906,883,784,99,10
1960,46,420910M0059A00,42,42,,,,,,,,66,,,60,45,15,,713,662,51,2606,,160,,,,1,2445,781,727,677,50,43
1960,46,420910M0059B00,42,42,,,,,,,,78,,,8,4,4,,781,707,74,2861,,20,,,,5,2836,773,755,658,97,5
1960,46,420910M0060A00,42,42,,,,,,,,52,,,4,4,0,,589,537,52,2189,,0,,,,6,2183,715,620,453,167,28
1960,46,420910M0060B00,42,42,,,,,,,,260,,,0,0,0,,1417,1157,260,4877,,33,,,,4,4840,1420,1392,1211,181,9
1960,46,420910M0060C00,42,42,,,,,,,,101,,,4,0,4,,786,689,97,2889,,15,,,,2,2872,820,763,663,100,13
1960,46,420910M0061A00,42,42,,,,,,,,82,,,8,0,8,,644,570,74,2487,,27,,,,0,2460,648,620,509,111,10
1960,46,420910M0061B00,42,42,,,,,,,,86,,,12,12,0,,874,788,86,3120,,58,,,,3,3059,930,902,677,225,12
1960,46,420910M0062A00,42,42,,,,,,,,157,,,0,0,0,,641,484,157,2078,,0,,,,0,2078,678,664,512,152,6
1960,46,420910M0062B00,42,42,,,,,,,,141,,,0,0,0,,601,460,141,1891,,0,,,,0,1891,629,601,379,222,19
1960,46,420910M0063000,42,42,,,,,,,,898,,,3,0,3,,1254,359,895,2254,,7,,,,1,2246,519,489,309,180,9
1960,46,420910M0064000,42,42,,,,,,,,44,,,0,0,0,,389,345,44,1264,,0,,,,0,1264,399,386,319,67,4
1960,46,420910M0065000,42,42,,,,,,,,32,,,0,0,0,,539,507,32,1992,,0,,,,0,1992,592,523,421,102,22
1960,46,420910M0066000,42,42,,,,,,,,30,,,0,0,0,,190,160,30,620,,0,,,,3,617,196,190,108,82,3
1960,46,420910M0067A00,42,42,,,,,,,,48,,,0,0,0,,703,655,48,2721,,12,,,,5,2704,829,753,622,131,10
1960,46,420910M0067B00,42,42,,,,,,,,0,,,0,0,0,,0,0,0,2008,,1168,,,,3,837,0,0,0,0,0
1960,46,420910M0068000,42,42,,,,,,,,126,,,4,4,0,,940,814,126,3250,,0,,,,10,3240,999,933,767,166,14
1960,46,420910M0069000,42,42,,,,,,,,50,,,0,0,0,,970,920,50,3724,,0,,,,1,3723,1055,992,820,172,24
1960,46,420910M0070000,42,42,,,,,,,,44,,,8,8,0,,894,850,44,3389,,25,,,,0,3364,953,913,747,166,8
1960,46,420910M0071000,42,42,,,,,,,,85,,,3,3,0,,1021,936,85,3910,,4,,,,1,3905,1057,1018,826,192,14
1960,46,420910M0072A00,42,42,,,,,,,,95,,,0,0,0,,587,492,95,1952,,0,,,,0,1952,669,633,438,195,22
1960,46,420910M0072B00,42,42,,,,,,,,164,,,0,0,0,,1024,860,164,3429,,0,,,,0,3429,1081,1048,842,206,22
1960,46,420910M0073000,42,42,,,,,,,,40,,,8,3,5,,573,538,35,2183,,3,,,,0,2180,668,625,518,107,29
1960,46,420910M0074000,42,42,,,,,,,,24,,,0,0,0,,300,276,24,1068,,0,,,,1,1067,328,285,231,54,9
1960,46,420910M0075000,42,42,,,,,,,,41,,,0,0,0,,359,318,41,1273,,5,,,,1,1267,482,387,295,92,19
1960,46,420910M0076000,42,42,,,,,,,,166,,,7,3,4,,615,453,162,1875,,14,,,,5,1856,609,499,379,120,14
1960,46,420910M0077000,42,42,,,,,,,,18,,,0,0,0,,166,148,18,582,,0,,,,0,582,189,183,123,60,2
1960,46,420910M0078000,42,42,,,,,,,,52,,,0,0,0,,628,576,52,2293,,3,,,,2,2288,687,634,505,129,16
1960,46,420910M0079000,42,42,,,,,,,,45,,,0,0,0,,328,283,45,1086,,0,,,,0,1086,362,342,248,94,16
1960,46,420910M0080000,42,42,,,,,,,,134,,,0,0,0,,588,454,134,1698,,0,,,,0,1698,622,585,396,189,12
1960,46,420910M0081000,42,42,,,,,,,,106,,,0,0,0,,594,488,106,1931,,0,,,,5,1926,670,644,444,200,19
1960,46,420910M0082000,42,42,,,,,,,,61,,,0,0,0,,883,822,61,3083,,0,,,,0,3083,945,894,752,142,13
1960,46,420910M0083000,42,42,,,,,,,,78,,,3,3,0,,836,758,78,3218,,1,,,,6,3211,982,899,767,132,19
1960,46,420910M0084000,42,42,,,,,,,,30,,,0,0,0,,314,284,30,1157,,3,,,,1,1153,386,324,266,58,10
1960,46,420910M0085000,42,42,,,,,,,,65,,,0,0,0,,580,515,65,2108,,5,,,,3,2100,753,589,470,119,19
1960,46,420910M0086000,42,42,,,,,,,,177,,,8,4,4,,1403,1230,173,5110,,36,,,,0,5074,1516,1439,1148,291,31
1960,46,420910M0087000,42,42,,,,,,,,132,,,4,4,0,,1129,997,132,3824,,16,,,,3,3805,1201,1128,1008,120,21
1960,46,420910M0088A00,42,42,,,,,,,,227,,,0,0,0,,580,353,227,1708,,5,,,,5,1698,628,550,268,282,34
1960,46,420910M0088B00,42,42,,,,,,,,187,,,28,28,0,,1091,904,187,3655,,146,,,,4,3505,1195,1154,815,339,32
