g_yr,g_cy,Geo_FIPS,g_id,I,g_st,t_h,t_h_as,t_h_bl,t_h_hi,t_h_mr,t_h_n_hi,t_h_na,t_h_nf,t_h_nh,t_h_nw,t_h_or,t_h_or_fm,t_h_or_nf,t_h_wa,t_h_wh,t_h_wh_fm,t_h_wh_nf,t_p,t_p_as,t_p_bl,t_p_hi,t_p_mr,t_p_na,t_p_nh,t_p_or,t_p_wh,t_u,t_u_oc,t_u_oc_oo,t_u_oc_ro,t_u_vc
1940,7,3400700150000,34,,34,,,,,,,,,,,,,,,,,,4282,,1802,,,,,2,2478,1143,1118,354,764,25
1940,7,3400700160000,34,,34,,,,,,,,,,,,,,,,,,4106,,1688,,,,,6,2412,1131,1101,379,722,30
1940,7,3400700170000,34,,34,,,,,,,,,,,,,,,,,,4929,,1650,,,,,7,3272,1270,1244,371,873,26
1940,7,3400700180000,34,,34,,,,,,,,,,,,,,,,,,5467,,1533,,,,,4,3930,1321,1282,497,785,39
1940,7,3400700190000,34,,34,,,,,,,,,,,,,,,,,,4031,,345,,,,,1,3685,963,945,533,412,18
1940,7,3400700200000,34,,34,,,,,,,,,,,,,,,,,,5329,,26,,,,,0,5303,1457,1394,652,742,63
1940,7,3400700210000,34,,34,,,,,,,,,,,,,,,,,,4357,,3,,,,,0,4354,1052,1033,577,456,19
1940,7,3400700220000,34,,34,,,,,,,,,,,,,,,,,,4393,,6,,,,,0,4387,1062,1038,529,509,24
1940,7,3400700230000,34,,34,,,,,,,,,,,,,,,,,,2958,,0,,,,,0,2958,732,711,285,426,21
1940,7,3400700240000,34,,34,,,,,,,,,,,,,,,,,,6136,,31,,,,,0,6105,1752,1732,657,1075,20
1940,101,4210100101000,42,,42,,,,,,,,,,,,,,,,,,582,,1,,,,,0,581,159,135,32,103,24
1940,101,4210100102000,42,,42,,,,,,,,,,,,,,,,,,16378,,199,,,,,7,16172,4182,4034,1504,2530,148
1940,101,4210100103000,42,,42,,,,,,,,,,,,,,,,,,19667,,251,,,,,1,19415,4595,4462,2318,2144,133
1940,101,4210100201000,42,,42,,,,,,,,,,,,,,,,,,9818,,1669,,,,,2,8147,2495,2399,666,1733,96
1940,101,4210100202000,42,,42,,,,,,,,,,,,,,,,,,10876,,703,,,,,3,10170,2633,2518,952,1566,115
1940,101,4210100203000,42,,42,,,,,,,,,,,,,,,,,,1534,,710,,,,,0,824,410,388,84,304,22
1940,101,4210100301000,42,,42,,,,,,,,,,,,,,,,,,10776,,1253,,,,,3,9520,3004,2785,746,2039,219
1940,101,4210100302000,42,,42,,,,,,,,,,,,,,,,,,2274,,1306,,,,,1,967,857,824,120,704,33
1940,101,4210100401000,42,,42,,,,,,,,,,,,,,,,,,8588,,1367,,,,,2,7219,2457,2296,495,1801,161
1940,101,4210100402000,42,,42,,,,,,,,,,,,,,,,,,2175,,1787,,,,,2,386,1011,959,26,933,52
1940,101,4210100501000,42,,42,,,,,,,,,,,,,,,,,,7142,,759,,,,,12,6371,1829,1740,317,1423,89
1940,101,4210100601000,42,,42,,,,,,,,,,,,,,,,,,835,,207,,,,,1,627,257,234,27,207,23
1940,101,4210100701000,42,,42,,,,,,,,,,,,,,,,,,5015,,493,,,,,16,4506,1744,1555,107,1448,189
1940,101,4210100702000,42,,42,,,,,,,,,,,,,,,,,,5412,,3906,,,,,13,1493,2254,2062,86,1976,192
1940,101,4210100703000,42,,42,,,,,,,,,,,,,,,,,,3607,,196,,,,,7,3404,1381,1234,306,928,147
1940,101,4210100704000,42,,42,,,,,,,,,,,,,,,,,,5884,,3600,,,,,8,2276,1788,1691,215,1476,97
1940,101,4210100801000,42,,42,,,,,,,,,,,,,,,,,,2350,,55,,,,,1,2294,1040,798,25,773,242
1940,101,4210100802000,42,,42,,,,,,,,,,,,,,,,,,8255,,465,,,,,12,7778,3587,3071,223,2848,516
1940,101,4210100901000,42,,42,,,,,,,,,,,,,,,,,,243,,9,,,,,0,234,36,36,1,35,0
1940,101,4210100902000,42,,42,,,,,,,,,,,,,,,,,,985,,12,,,,,0,973,308,283,4,279,25
1940,101,4210101001000,42,,42,,,,,,,,,,,,,,,,,,4367,,314,,,,,270,3783,613,472,36,436,141
1940,101,4210101002000,42,,42,,,,,,,,,,,,,,,,,,4288,,111,,,,,35,4142,1309,1165,94,1071,144
1940,101,4210101101000,42,,42,,,,,,,,,,,,,,,,,,2544,,322,,,,,4,2218,803,720,125,595,83
1940,101,4210101102000,42,,42,,,,,,,,,,,,,,,,,,1196,,364,,,,,1,831,377,336,30,306,41
1940,101,4210101201000,42,,42,,,,,,,,,,,,,,,,,,3569,,549,,,,,25,2995,1193,1070,200,870,123
1940,101,4210101202000,42,,42,,,,,,,,,,,,,,,,,,2309,,294,,,,,0,2015,695,614,116,498,81
1940,101,4210101301000,42,,42,,,,,,,,,,,,,,,,,,5849,,2441,,,,,14,3394,1763,1689,234,1455,74
1940,101,4210101302000,42,,42,,,,,,,,,,,,,,,,,,4878,,1405,,,,,10,3463,1794,1628,118,1510,166
1940,101,4210101401000,42,,42,,,,,,,,,,,,,,,,,,7406,,3814,,,,,20,3572,2096,2024,244,1780,72
1940,101,4210101402000,42,,42,,,,,,,,,,,,,,,,,,2307,,303,,,,,41,1963,559,518,76,442,41
1940,101,4210101501000,42,,42,,,,,,,,,,,,,,,,,,15187,,1521,,,,,46,13620,6733,5865,624,5241,868
1940,101,4210101502000,42,,42,,,,,,,,,,,,,,,,,,2544,,209,,,,,10,2325,779,703,80,623,76
1940,101,4210101503000,42,,42,,,,,,,,,,,,,,,,,,9713,,2014,,,,,5,7694,2781,2526,592,1934,255
1940,101,4210101504000,42,,42,,,,,,,,,,,,,,,,,,10678,,47,,,,,1,10630,3231,2707,1057,1650,524
1940,101,4210101505000,42,,42,,,,,,,,,,,,,,,,,,5,,2,,,,,0,3,3,3,0,3,0
1940,101,4210101601000,42,,42,,,,,,,,,,,,,,,,,,8157,,290,,,,,4,7863,2379,2194,553,1641,185
1940,101,4210101701000,42,,42,,,,,,,,,,,,,,,,,,10218,,161,,,,,9,10048,2990,2767,634,2133,223
1940,101,4210101801000,42,,42,,,,,,,,,,,,,,,,,,4740,,7,,,,,2,4731,1254,1184,419,765,70
1940,101,4210101802000,42,,42,,,,,,,,,,,,,,,,,,7031,,3,,,,,0,7028,1844,1776,793,983,68
1940,101,4210101803000,42,,42,,,,,,,,,,,,,,,,,,4028,,0,,,,,1,4027,1082,1033,426,607,49
1940,101,4210101804000,42,,42,,,,,,,,,,,,,,,,,,4450,,0,,,,,0,4450,1064,1014,535,479,50
1940,101,4210101901000,42,,42,,,,,,,,,,,,,,,,,,17128,,507,,,,,25,16596,4652,4465,1641,2824,187
1940,101,4210101902000,42,,42,,,,,,,,,,,,,,,,,,10712,,135,,,,,13,10564,3207,3074,1189,1885,133
1940,101,4210101903000,42,,42,,,,,,,,,,,,,,,,,,12854,,161,,,,,14,12679,3435,3251,1163,2088,184
1940,101,4210102001000,42,,42,,,,,,,,,,,,,,,,,,14526,,2426,,,,,32,12068,4711,4309,890,3419,402
1940,101,4210102002000,42,,42,,,,,,,,,,,,,,,,,,11681,,9901,,,,,21,1759,3345,3143,327,2816,202
1940,101,4210102003000,42,,42,,,,,,,,,,,,,,,,,,2718,,1654,,,,,9,1055,867,814,95,719,53
1940,101,4210102004000,42,,42,,,,,,,,,,,,,,,,,,11440,,4939,,,,,11,6490,3376,3189,504,2685,187
1940,101,4210102101000,42,,42,,,,,,,,,,,,,,,,,,955,,27,,,,,0,928,493,373,38,335,120
1940,101,4210102102000,42,,42,,,,,,,,,,,,,,,,,,1039,,20,,,,,0,1019,257,246,135,111,11
1940,101,4210102103000,42,,42,,,,,,,,,,,,,,,,,,53,,0,,,,,0,53,15,14,1,13,1
1940,101,4210102104000,42,,42,,,,,,,,,,,,,,,,,,271,,0,,,,,0,271,71,69,40,29,2
1940,101,4210102105000,42,,42,,,,,,,,,,,,,,,,,,311,,3,,,,,0,308,84,84,43,41,0
1940,101,4210102106000,42,,42,,,,,,,,,,,,,,,,,,187,,0,,,,,1,186,51,48,12,36,3
1940,101,4210102107000,42,,42,,,,,,,,,,,,,,,,,,279,,0,,,,,0,279,77,71,26,45,6
1940,101,4210102108000,42,,42,,,,,,,,,,,,,,,,,,109,,19,,,,,0,90,27,27,10,17,0
1940,101,4210102109000,42,,42,,,,,,,,,,,,,,,,,,175,,0,,,,,0,175,49,48,15,33,1
1940,101,4210102110000,42,,42,,,,,,,,,,,,,,,,,,546,,0,,,,,0,546,158,152,99,53,6
1940,101,4210102111000,42,,42,,,,,,,,,,,,,,,,,,237,,4,,,,,0,233,56,53,38,15,3
1940,101,4210102112000,42,,42,,,,,,,,,,,,,,,,,,108,,0,,,,,0,108,27,26,13,13,1
1940,101,4210102113000,42,,42,,,,,,,,,,,,,,,,,,334,,0,,,,,0,334,78,78,30,48,0
1940,101,4210102114000,42,,42,,,,,,,,,,,,,,,,,,3769,,82,,,,,1,3686,848,838,449,389,10
1940,101,4210102115000,42,,42,,,,,,,,,,,,,,,,,,1609,,0,,,,,0,1609,427,422,233,189,5
1940,101,4210102116000,42,,42,,,,,,,,,,,,,,,,,,821,,4,,,,,0,817,216,212,148,64,4
1940,101,4210102117000,42,,42,,,,,,,,,,,,,,,,,,2058,,33,,,,,2,2023,564,555,325,230,9
1940,101,4210102118000,42,,42,,,,,,,,,,,,,,,,,,4985,,48,,,,,0,4937,1269,1250,747,503,19
1940,101,4210102119000,42,,42,,,,,,,,,,,,,,,,,,7232,,447,,,,,0,6785,1675,1628,877,751,47
1940,101,4210102120000,42,,42,,,,,,,,,,,,,,,,,,8202,,123,,,,,0,8079,1920,1888,1028,860,32
1940,101,4210102121000,42,,42,,,,,,,,,,,,,,,,,,1782,,1,,,,,0,1781,498,489,247,242,9
1940,101,4210102122000,42,,42,,,,,,,,,,,,,,,,,,4317,,7,,,,,0,4310,1135,1088,571,517,47
1940,101,4210102201000,42,,42,,,,,,,,,,,,,,,,,,6077,,420,,,,,1,5656,1502,1452,604,848,50
1940,101,4210102202000,42,,42,,,,,,,,,,,,,,,,,,706,,4,,,,,0,702,162,160,66,94,2
1940,101,4210102203000,42,,42,,,,,,,,,,,,,,,,,,758,,2,,,,,0,756,204,189,93,96,15
1940,101,4210102204000,42,,42,,,,,,,,,,,,,,,,,,2823,,23,,,,,1,2799,938,842,425,417,96
1940,101,4210102205000,42,,42,,,,,,,,,,,,,,,,,,2641,,36,,,,,3,2602,794,744,444,300,50
1940,101,4210102206000,42,,42,,,,,,,,,,,,,,,,,,2749,,35,,,,,2,2712,784,754,581,173,30
1940,101,4210102207000,42,,42,,,,,,,,,,,,,,,,,,2082,,46,,,,,0,2036,508,495,219,276,13
1940,101,4210102208000,42,,42,,,,,,,,,,,,,,,,,,2065,,14,,,,,3,2048,554,523,285,238,31
1940,101,4210102209000,42,,42,,,,,,,,,,,,,,,,,,867,,30,,,,,4,833,128,117,102,15,11
1940,101,4210102210000,42,,42,,,,,,,,,,,,,,,,,,541,,25,,,,,0,516,66,62,39,23,4
1940,101,4210102211000,42,,42,,,,,,,,,,,,,,,,,,26,,0,,,,,0,26,5,5,0,5,0
1940,101,4210102212000,42,,42,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,0,0
1940,101,4210102213000,42,,42,,,,,,,,,,,,,,,,,,30,,0,,,,,0,30,5,5,3,2,0
1940,101,4210102214000,42,,42,,,,,,,,,,,,,,,,,,105,,1,,,,,0,104,25,24,20,4,1
1940,101,4210102215000,42,,42,,,,,,,,,,,,,,,,,,1176,,39,,,,,0,1137,333,317,145,172,16
1940,101,4210102216000,42,,42,,,,,,,,,,,,,,,,,,1865,,104,,,,,0,1761,443,421,167,254,22
1940,101,4210102217000,42,,42,,,,,,,,,,,,,,,,,,106,,3,,,,,0,103,27,23,8,15,4
1940,101,4210102218000,42,,42,,,,,,,,,,,,,,,,,,1266,,56,,,,,0,1210,153,147,88,59,6
1940,101,4210102219000,42,,42,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,0,0
1940,101,4210102220000,42,,42,,,,,,,,,,,,,,,,,,574,,39,,,,,1,534,152,141,121,20,11
1940,101,4210102221000,42,,42,,,,,,,,,,,,,,,,,,4294,,31,,,,,3,4260,1290,1220,527,693,70
1940,101,4210102222000,42,,42,,,,,,,,,,,,,,,,,,2127,,55,,,,,4,2068,648,567,236,331,81
1940,101,4210102223000,42,,42,,,,,,,,,,,,,,,,,,2294,,83,,,,,0,2211,660,616,369,247,44
1940,101,4210102224000,42,,42,,,,,,,,,,,,,,,,,,3533,,395,,,,,0,3138,1082,980,323,657,102
1940,101,4210102225000,42,,42,,,,,,,,,,,,,,,,,,6539,,1676,,,,,8,4855,1740,1671,766,905,69
1940,101,4210102226000,42,,42,,,,,,,,,,,,,,,,,,8269,,170,,,,,0,8099,2398,2305,1186,1119,93
1940,101,4210102227000,42,,42,,,,,,,,,,,,,,,,,,5040,,909,,,,,3,4128,1676,1538,559,979,138
1940,101,4210102228000,42,,42,,,,,,,,,,,,,,,,,,1735,,67,,,,,1,1667,737,646,162,484,91
1940,101,4210102229000,42,,42,,,,,,,,,,,,,,,,,,2163,,150,,,,,0,2013,887,788,230,558,99
1940,101,4210102230000,42,,42,,,,,,,,,,,,,,,,,,1951,,533,,,,,0,1418,605,533,153,380,72
1940,101,4210102231000,42,,42,,,,,,,,,,,,,,,,,,7308,,1635,,,,,8,5665,1842,1754,611,1143,88
1940,101,4210102232000,42,,42,,,,,,,,,,,,,,,,,,3474,,219,,,,,0,3255,922,879,480,399,43
1940,101,4210102233000,42,,42,,,,,,,,,,,,,,,,,,7703,,343,,,,,4,7356,1800,1740,743,997,60
1940,101,4210102234000,42,,42,,,,,,,,,,,,,,,,,,7559,,855,,,,,1,6703,2025,1960,644,1316,65
1940,101,4210102235000,42,,42,,,,,,,,,,,,,,,,,,7984,,1541,,,,,3,6440,2550,2435,948,1487,115
1940,101,4210102236000,42,,42,,,,,,,,,,,,,,,,,,5284,,3,,,,,3,5278,1571,1524,759,765,47
1940,101,4210102237000,42,,42,,,,,,,,,,,,,,,,,,4369,,502,,,,,1,3866,1439,1352,586,766,87
1940,101,4210102301000,42,,42,,,,,,,,,,,,,,,,,,1229,,0,,,,,0,1229,303,295,145,150,8
1940,101,4210102302000,42,,42,,,,,,,,,,,,,,,,,,2309,,0,,,,,0,2309,729,676,175,501,53
1940,101,4210102303000,42,,42,,,,,,,,,,,,,,,,,,1659,,1,,,,,0,1658,486,477,254,223,9
1940,101,4210102304000,42,,42,,,,,,,,,,,,,,,,,,7652,,9,,,,,2,7641,2287,2236,1372,864,51
1940,101,4210102305000,42,,42,,,,,,,,,,,,,,,,,,6091,,18,,,,,4,6069,2038,1933,979,954,105
1940,101,4210102306000,42,,42,,,,,,,,,,,,,,,,,,5376,,40,,,,,0,5336,1363,1314,603,711,49
1940,101,4210102307000,42,,42,,,,,,,,,,,,,,,,,,8210,,1086,,,,,4,7120,2455,2402,964,1438,53
1940,101,4210102308000,42,,42,,,,,,,,,,,,,,,,,,5796,,25,,,,,1,5770,1494,1476,772,704,18
1940,101,4210102309000,42,,42,,,,,,,,,,,,,,,,,,6362,,163,,,,,5,6194,1695,1648,654,994,47
1940,101,4210102310000,42,,42,,,,,,,,,,,,,,,,,,936,,11,,,,,0,925,204,202,124,78,2
1940,101,4210102311000,42,,42,,,,,,,,,,,,,,,,,,5460,,1,,,,,0,5459,1273,1261,861,400,12
1940,101,4210102401000,42,,42,,,,,,,,,,,,,,,,,,566,,12,,,,,0,554,28,21,8,13,7
1940,101,4210102402000,42,,42,,,,,,,,,,,,,,,,,,8602,,282,,,,,2,8318,2526,2352,574,1778,174
1940,101,4210102403000,42,,42,,,,,,,,,,,,,,,,,,12711,,4392,,,,,14,8305,3524,3295,872,2423,229
1940,101,4210102404000,42,,42,,,,,,,,,,,,,,,,,,12156,,6648,,,,,10,5498,3271,3083,647,2436,188
1940,101,4210102405000,42,,42,,,,,,,,,,,,,,,,,,5092,,1233,,,,,6,3853,1358,1196,274,922,162
1940,101,4210102406000,42,,42,,,,,,,,,,,,,,,,,,9865,,3206,,,,,8,6651,3520,3095,458,2637,425
1940,101,4210102407000,42,,42,,,,,,,,,,,,,,,,,,4811,,2570,,,,,0,2241,1418,1340,286,1054,78
1940,101,4210102501000,42,,42,,,,,,,,,,,,,,,,,,11664,,3,,,,,17,11644,3318,3199,1304,1895,119
1940,101,4210102502000,42,,42,,,,,,,,,,,,,,,,,,11653,,434,,,,,0,11219,2836,2788,1399,1389,48
1940,101,4210102503000,42,,42,,,,,,,,,,,,,,,,,,16574,,0,,,,,10,16564,3850,3785,2297,1488,65
1940,101,4210102504000,42,,42,,,,,,,,,,,,,,,,,,1067,,13,,,,,0,1054,240,234,120,114,6
1940,101,4210102601000,42,,42,,,,,,,,,,,,,,,,,,3037,,1931,,,,,16,1090,828,807,219,588,21
1940,101,4210102602000,42,,42,,,,,,,,,,,,,,,,,,8700,,1339,,,,,5,7356,2115,2055,735,1320,60
1940,101,4210102603000,42,,42,,,,,,,,,,,,,,,,,,10841,,461,,,,,6,10374,2296,2230,1246,984,66
1940,101,4210102604000,42,,42,,,,,,,,,,,,,,,,,,15342,,2164,,,,,22,13156,3472,3423,1719,1704,49
1940,101,4210102605000,42,,42,,,,,,,,,,,,,,,,,,21148,,4,,,,,11,21133,5156,5069,2281,2788,87
1940,101,4210102606000,42,,42,,,,,,,,,,,,,,,,,,1435,,19,,,,,0,1416,204,202,39,163,2
1940,101,4210102701000,42,,42,,,,,,,,,,,,,,,,,,3470,,518,,,,,5,2947,1119,994,108,886,125
1940,101,4210102702000,42,,42,,,,,,,,,,,,,,,,,,5514,,824,,,,,5,4685,2204,1923,239,1684,281
1940,101,4210102703000,42,,42,,,,,,,,,,,,,,,,,,7289,,419,,,,,2,6868,3264,2904,424,2480,360
1940,101,4210102704000,42,,42,,,,,,,,,,,,,,,,,,2360,,900,,,,,1,1459,792,747,73,674,45
1940,101,4210102705000,42,,42,,,,,,,,,,,,,,,,,,2338,,343,,,,,8,1987,21,21,5,16,0
1940,101,4210102801000,42,,42,,,,,,,,,,,,,,,,,,11259,,520,,,,,26,10713,3380,3206,1177,2029,174
1940,101,4210102802000,42,,42,,,,,,,,,,,,,,,,,,10672,,5729,,,,,2,4941,2934,2796,660,2136,138
1940,101,4210102803000,42,,42,,,,,,,,,,,,,,,,,,17059,,3071,,,,,6,13982,4619,4397,1218,3179,222
1940,101,4210102804000,42,,42,,,,,,,,,,,,,,,,,,7315,,3,,,,,1,7311,2060,1966,749,1217,94
1940,101,4210102805000,42,,42,,,,,,,,,,,,,,,,,,3686,,230,,,,,11,3445,1263,1184,327,857,79
1940,101,4210102901000,42,,42,,,,,,,,,,,,,,,,,,11488,,3543,,,,,8,7937,3307,3161,968,2193,146
1940,101,4210102902000,42,,42,,,,,,,,,,,,,,,,,,12,,0,,,,,0,12,4,4,0,4,0
1940,101,4210102903000,42,,42,,,,,,,,,,,,,,,,,,10724,,128,,,,,7,10589,3110,2956,1252,1704,154
1940,101,4210102904000,42,,42,,,,,,,,,,,,,,,,,,8439,,5127,,,,,1,3311,2125,2046,396,1650,79
1940,101,4210103001000,42,,42,,,,,,,,,,,,,,,,,,16554,,15752,,,,,17,785,4741,4576,564,4012,165
1940,101,4210103002000,42,,42,,,,,,,,,,,,,,,,,,11051,,6433,,,,,14,4604,2802,2704,666,2038,98
1940,101,4210103101000,42,,42,,,,,,,,,,,,,,,,,,12901,,1,,,,,4,12896,3554,3407,1145,2262,147
1940,101,4210103102000,42,,42,,,,,,,,,,,,,,,,,,9855,,0,,,,,2,9853,2548,2465,1160,1305,83
1940,101,4210103103000,42,,42,,,,,,,,,,,,,,,,,,3484,,0,,,,,0,3484,878,856,421,435,22
1940,101,4210103201000,42,,42,,,,,,,,,,,,,,,,,,7437,,4548,,,,,87,2802,2656,2315,222,2093,341
1940,101,4210103202000,42,,42,,,,,,,,,,,,,,,,,,2301,,420,,,,,18,1863,960,858,123,735,102
1940,101,4210103203000,42,,42,,,,,,,,,,,,,,,,,,10846,,5646,,,,,2,5198,3837,3479,558,2921,358
1940,101,4210103204000,42,,42,,,,,,,,,,,,,,,,,,14170,,12678,,,,,6,1486,4027,3780,518,3262,247
1940,101,4210103205000,42,,42,,,,,,,,,,,,,,,,,,15297,,1683,,,,,6,13608,4423,4154,1249,2905,269
1940,101,4210103206000,42,,42,,,,,,,,,,,,,,,,,,11,,0,,,,,0,11,3,3,0,3,0
1940,101,4210103301000,42,,42,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,0,0
1940,101,4210103302000,42,,42,,,,,,,,,,,,,,,,,,7429,,46,,,,,11,7372,2110,2047,814,1233,63
1940,101,4210103303000,42,,42,,,,,,,,,,,,,,,,,,2234,,0,,,,,0,2234,643,616,303,313,27
1940,101,4210103304000,42,,42,,,,,,,,,,,,,,,,,,184,,0,,,,,0,184,45,43,29,14,2
1940,101,4210103305000,42,,42,,,,,,,,,,,,,,,,,,552,,49,,,,,0,503,43,43,22,21,0
1940,101,4210103306000,42,,42,,,,,,,,,,,,,,,,,,3290,,23,,,,,0,3267,921,908,403,505,13
1940,101,4210103307000,42,,42,,,,,,,,,,,,,,,,,,12114,,13,,,,,10,12091,3277,3218,1496,1722,59
1940,101,4210103308000,42,,42,,,,,,,,,,,,,,,,,,9230,,0,,,,,2,9228,2466,2423,1177,1246,43
1940,101,4210103309000,42,,42,,,,,,,,,,,,,,,,,,15431,,1,,,,,23,15407,4238,4136,1746,2390,102
1940,101,4210103310000,42,,42,,,,,,,,,,,,,,,,,,13703,,0,,,,,2,13701,3789,3700,1488,2212,89
1940,101,4210103311000,42,,42,,,,,,,,,,,,,,,,,,2622,,0,,,,,2,2620,773,749,230,519,24
1940,101,4210103401000,42,,42,,,,,,,,,,,,,,,,,,2167,,33,,,,,1,2133,517,451,221,230,66
1940,101,4210103402000,42,,42,,,,,,,,,,,,,,,,,,1445,,58,,,,,0,1387,427,393,209,184,34
1940,101,4210103403000,42,,42,,,,,,,,,,,,,,,,,,1454,,90,,,,,0,1364,414,377,202,175,37
1940,101,4210103404000,42,,42,,,,,,,,,,,,,,,,,,3499,,40,,,,,1,3458,904,881,591,290,23
1940,101,4210103405000,42,,42,,,,,,,,,,,,,,,,,,5175,,76,,,,,0,5099,1288,1247,707,540,41
1940,101,4210103406000,42,,42,,,,,,,,,,,,,,,,,,7679,,96,,,,,0,7583,1974,1897,818,1079,77
1940,101,4210103407000,42,,42,,,,,,,,,,,,,,,,,,11,,0,,,,,0,11,3,3,0,3,0
1940,101,4210103408000,42,,42,,,,,,,,,,,,,,,,,,15457,,1931,,,,,2,13524,3996,3845,1720,2125,151
1940,101,4210103409000,42,,42,,,,,,,,,,,,,,,,,,19999,,1927,,,,,16,18056,5816,5522,2612,2910,294
1940,101,4210103410000,42,,42,,,,,,,,,,,,,,,,,,2892,,102,,,,,0,2790,959,874,348,526,85
1940,101,4210103411000,42,,42,,,,,,,,,,,,,,,,,,101,,11,,,,,0,90,25,23,18,5,2
1940,101,4210103412000,42,,42,,,,,,,,,,,,,,,,,,5,,0,,,,,0,5,1,1,0,0,0
1940,101,4210103413000,42,,42,,,,,,,,,,,,,,,,,,12516,,8,,,,,2,12506,2977,2893,1507,1386,84
1940,101,4210103414000,42,,42,,,,,,,,,,,,,,,,,,90,,1,,,,,0,89,18,17,10,7,1
1940,101,4210103415000,42,,42,,,,,,,,,,,,,,,,,,1,,0,,,,,0,1,0,0,0,0,0
1940,101,4210103416000,42,,42,,,,,,,,,,,,,,,,,,13789,,4963,,,,,17,8809,3507,3352,1191,2161,155
1940,101,4210103417000,42,,42,,,,,,,,,,,,,,,,,,13333,,9947,,,,,5,3381,3207,3126,918,2208,81
1940,101,4210103501000,42,,42,,,,,,,,,,,,,,,,,,235,,15,,,,,0,220,34,32,17,15,2
1940,101,4210103502000,42,,42,,,,,,,,,,,,,,,,,,138,,0,,,,,0,138,36,36,18,18,0
1940,101,4210103503000,42,,42,,,,,,,,,,,,,,,,,,6060,,981,,,,,4,5075,10,9,5,4,1
1940,101,4210103504000,42,,42,,,,,,,,,,,,,,,,,,311,,0,,,,,0,311,92,84,57,27,8
1940,101,4210103505000,42,,42,,,,,,,,,,,,,,,,,,473,,0,,,,,0,473,133,128,89,39,5
1940,101,4210103506000,42,,42,,,,,,,,,,,,,,,,,,47,,8,,,,,0,39,9,9,7,2,0
1940,101,4210103507000,42,,42,,,,,,,,,,,,,,,,,,338,,1,,,,,0,337,100,96,46,50,4
1940,101,4210103508000,42,,42,,,,,,,,,,,,,,,,,,41,,0,,,,,0,41,7,7,0,7,0
1940,101,4210103509000,42,,42,,,,,,,,,,,,,,,,,,116,,1,,,,,0,115,30,29,14,15,1
1940,101,4210103510000,42,,42,,,,,,,,,,,,,,,,,,91,,0,,,,,0,91,22,21,11,10,1
1940,101,4210103511000,42,,42,,,,,,,,,,,,,,,,,,267,,6,,,,,0,261,70,63,42,21,7
1940,101,4210103512000,42,,42,,,,,,,,,,,,,,,,,,293,,4,,,,,0,289,71,68,48,20,3
1940,101,4210103513000,42,,42,,,,,,,,,,,,,,,,,,160,,1,,,,,0,159,35,35,19,16,0
1940,101,4210103514000,42,,42,,,,,,,,,,,,,,,,,,59,,4,,,,,0,55,12,12,4,8,0
1940,101,4210103515000,42,,42,,,,,,,,,,,,,,,,,,69,,5,,,,,0,64,20,18,11,7,2
1940,101,4210103516000,42,,42,,,,,,,,,,,,,,,,,,85,,0,,,,,0,85,19,19,8,11,0
