g_yr,g_cy,Geo_FIPS,g_id,I,g_st,t_h,t_h_as,t_h_bl,t_h_hi,t_h_mr,t_h_n_hi,t_h_na,t_h_nf,t_h_nh,t_h_nw,t_h_or,t_h_or_fm,t_h_or_nf,t_h_wa,t_h_wh,t_h_wh_fm,t_h_wh_nf,t_p,t_p_as,t_p_bl,t_p_mr,t_p_na,t_p_nh,t_p_or,t_p_wh,t_u,t_u_oc,t_u_oc_oo,t_u_oc_ro,t_u_vc
1990,5,34005700102,34,,34,1100.9999922355,1.9999999858955602,20.9999998519033,,,,0.0,289.999997954855,,,,,,,,,,2895.99997957677,6.99999995063445,30.999999781381103,,3.99999997179111,,7.99999994358222,2845.99997992938,1135.9999919886802,1100.9999922355,898.999993660052,201.999998575451,34.9999997531722
1990,5,34005700103,34,,34,1014.0000131915401,9.00000011708471,66.0000008586212,,,,3.0000000390282406,410.000005333859,,,,,,,,,,2266.0000294793304,23.0000002992165,147.000001912384,,10.000000130094099,,28.000000364263503,2058.00002677337,1129.00001468763,997.0000129703841,683.000008885429,314.000004084955,132.000001717242
1990,5,34005700104,34,,34,708.000005439855,2.0000000153668203,231.00000177486802,,,,3.00000002305023,217.00000166729998,,,,,,,,,,1894.00001455238,8.00000006146729,709.000005447539,,7.0000000537838805,,5.00000003841706,1165.00000895117,770.000005916227,725.000005570473,466.00000358047004,259.000001990004,45.0000003457535
1990,5,34005700200,34,,34,1054.0000024195301,4.00000000918226,21.0000000482069,,,,0.0,307.000000704738,,,,,,,,,,2775.00000637019,12.000000027546802,49.0000001124827,,1.0000000022955602,,7.00000001606895,2706.0000062117997,1084.00000248839,1054.0000024195301,804.000001845634,250.000000573891,30.000000068866896
1990,5,34005700303,34,,34,754.9999965228819,3.9999999815781804,188.999999129569,,,,0.0,149.999999309182,,,,,,,,,,2219.99998977589,21.99999989868,530.999997554504,,2.9999999861836404,,2.9999999861836404,1660.9999923503399,832.9999961636571,798.999996320242,730.9999966334129,67.9999996868291,33.9999998434146
1990,5,34005700304,34,,34,864.0000002514571,6.00000000174623,14.000000004074499,,,,1.00000000029104,134.000000038999,,,,,,,,,,2518.0000007328304,26.000000007567,33.0000000096043,,5.00000000145519,,13.0000000037835,2441.00000071042,838.0000002438901,820.000000238651,781.000000227301,39.0000000113505,18.0000000052387
1990,5,34005700305,34,,34,1496.82634106686,23.2246129516795,41.1647159596753,,,,0.9999999915100941,171.931671620463,,,,,,,,,,4717.8019097592,88.9284002602708,137.479173550371,,3.99999996604038,,28.9999997537927,4458.39433622872,1545.88623749004,1496.5867537101199,1432.31394641228,64.2728072978377,49.2994837799245
1990,5,34005700306,34,,34,903.0000006512699,16.0000000115397,10.0000000072123,,,,1.00000000072123,85.0000000613045,,,,,,,,,,2778.00000200357,59.0000000425525,29.000000020915603,,6.000000004327379,,0.0,2684.00000193578,874.000000630354,874.000000630354,858.000000618815,16.0000000115397,0.0
1990,5,34005700307,34,,34,758.9999936912891,14.999999875321901,11.9999999002575,,,,0.9999999916881279,65.9999994514165,,,,,,,,,,2379.99998021774,64.9999994597283,41.9999996509014,,0.9999999916881279,,18.9999998420744,2252.99998127335,796.999993375438,787.999993450245,770.999993591547,16.9999998586982,8.99999992519315
1990,5,34005700401,34,,34,753.000003807763,1.00000000505679,1.00000000505679,,,,1.00000000505679,189.000000955733,,,,,,,,,,2046.0000103461898,3.0000000151703703,7.000000035397531,,4.00000002022716,,8.00000004045432,2024.00001023494,746.000003772366,723.00000365606,651.000003291971,72.0000003640889,23.0000001163062
1990,5,34005700402,34,,34,1288.99999587337,3.9999999871943097,0.9999999967985791,,,,2.9999999903957404,307.999999013962,,,,,,,,,,3513.99998875021,19.9999999359716,25.999999916763002,,4.99999998399289,,7.99999997438863,3454.99998893909,1342.9999957004902,1318.99999577733,1233.9999960494501,84.9999997278792,23.9999999231659
1990,5,34005700403,34,,34,1620.00000263441,8.00000001300941,2.00000000325235,,,,4.00000000650471,454.000000738284,,,,,,,,,,4456.00000724624,41.0000000666732,34.00000005529,,6.00000000975706,,12.0000000195141,4363.00000709501,1644.0000026734301,1620.00000263441,1300.0000021140302,320.00000052037603,24.0000000390282
1990,5,34005700405,34,,34,675.000003624518,4.0000000214786295,5.00000002684828,,,,1.00000000536966,164.00000088062401,,,,,,,,,,1803.00000968149,7.0000000375876,9.00000004832691,,1.00000000536966,,3.00000001610897,1783.0000095741,675.000003624518,653.0000035063861,549.000002947942,104.000000558444,22.0000001181324
1990,5,34005700407,34,,34,2853.2167939052897,91.7056146905276,353.032140763535,,,,8.96370669907412,1642.42687363035,,,,,,,,,,5096.9015322735295,237.882985475429,690.2054158287069,,13.790317998575599,,66.1935263931628,4088.82928657766,3216.5916731677503,2868.38614370372,333.0361796656,2535.3499640381197,348.20552946403296
1990,5,34005700408,34,,34,1284.80643651289,41.294736757152705,158.968328133793,,,,4.03633234907227,739.5763685354649,,,,,,,,,,2295.18091940077,107.118420147428,310.796810149031,,6.209760092331179,,29.8065908024437,1841.2493382095397,1448.43362665676,1291.63868722975,149.98751590931002,1141.65117132044,156.794939427011
1990,5,34005700501,34,,34,2121.99999667229,21.9999999654997,40.999999935704004,,,,1.9999999968636102,614.999999035559,,,,,,,,,,5218.99999181558,82.99999986983971,92.99999985415769,,1.9999999968636102,,5.99999999059082,5034.99999210413,2205.9999965405605,2121.99999667229,1584.99999751441,536.9999991578791,83.9999998682715
1990,5,34005700502,34,,34,712.173646561751,14.775386858127598,10.8352836959602,,,,0.0,127.06832697989701,,,,,,,,,,2026.19805114457,61.0715990135941,31.520825297338902,,0.0,,0.0,1933.6056268336301,716.113749723918,696.4132339130811,612.686041717025,83.72719219605641,19.7005158108368
1990,5,34005700503,34,,34,1271.37265195845,11.0028257995073,279.00635854651796,,,,10.0007064640668,280.094664110279,,,,,,,,,,3514.05578817268,46.01236286868521,700.022607593884,,19.0021193706707,,19.0014129261763,2730.01728541326,1324.38819384106,1290.37335844013,1064.26315265667,226.110205783465,34.014835400928895
1990,5,34005700504,34,,34,1054.6273466346902,7.99717419249055,17.9936419331037,,,,1.99929354812264,267.905335448433,,,,,,,,,,2987.94420766928,34.9876370921461,63.9773935399244,,5.9978806443679105,,3.9985870962452696,2878.9827092965998,1098.61180469339,1056.62664018281,744.736846675682,311.889793507131,41.9851645105754
1990,5,34005700505,34,,34,658.999997644527,38.999999860601704,7.999999971405491,,,,0.9999999964256859,47.999999828433,,,,,,,,,,2337.9999916432503,163.99999941381202,34.999999874899004,,0.9999999964256859,,9.999999964256858,2127.9999923938603,689.999997533723,653.999997662399,616.9999977946479,36.9999998677504,35.999999871324704
1990,5,34005700602,34,,34,925.999995049174,17.9999999037636,20.9999998877242,,,,0.9999999946535351,112.99999939585,,,,,,,,,,2946.9999842439697,75.9999995936687,85.99999954020399,,4.99999997326768,,3.9999999786141403,2775.9999851582106,947.999994931552,925.999995049174,855.9999954234261,69.9999996257475,21.9999998823778
1990,5,34005700603,34,,34,1777.0901650351002,19.000298894889102,268.001992689409,,,,6.00009963149569,432.025305960924,,,,,,,,,,4908.25455428187,60.001394831291705,687.0058783921099,,16.0001992645994,,28.0029888837671,4117.2440929101,2008.0924565968899,1777.08827208251,1172.0633645683802,605.024907514135,231.004184514377
1990,5,34005700605,34,,34,1667.00004032293,37.0000008949901,50.000001209446104,,,,4.000000096755681,213.00000515224,,,,,,,,,,5323.00012875763,160.000003870227,142.000003434827,,13.000000314456,,13.000000314456,4995.00012082366,1700.00004112117,1667.00004032293,1343.0000324857199,324.00000783721003,33.0000007982344
1990,5,34005700701,34,,34,1238.00000302657,1.00000000244472,23.0000000562286,,,,0.0,340.000000831206,,,,,,,,,,3176.0000077644395,5.000000012223611,58.0000001417939,,0.0,,6.00000001466833,3107.00000759575,1251.00000305835,1238.00000302657,931.0000022760361,307.00000075053,13.000000031781399
1990,5,34005700702,34,,34,866.99999649261,2.9999999878637005,18.9999999231368,,,,0.9999999959545679,306.99999875805196,,,,,,,,,,2242.9999909261,15.999999935273099,57.9999997653649,,3.99999998381827,,19.999999919091398,2144.99999132255,928.999996241793,885.9999964157471,514.9999979166021,370.99999849914497,42.9999998260464
1990,5,34005700703,34,,34,904.90982995834,2.99970109378455,19.998007291897,,,,0.999900364594851,253.974692607092,,,,,,,,,,2554.74543153984,13.9986051043279,58.9941215110962,,1.9998007291897,,29.997010937845502,2449.75589325738,927.907538344021,885.911723031038,635.936631882325,249.975091148713,41.9958153129837
1990,5,34005700800,34,,34,1207.99999945039,1.99999999909005,4.99999999772513,,,,0.999999999545025,269.999999877156,,,,,,,,,,3315.9999984913,15.9999999927204,21.999999989990602,,1.99999999909005,,8.99999999590523,3266.9999985136,1235.99999943765,1207.99999945039,975.999999555945,231.99999989444598,27.9999999872607
1990,5,34005700900,34,,34,1030.7532786792501,4.96509286454361,217.47106746701002,,,,1.98603714581744,265.135958966629,,,,,,,,,,3020.76249878833,32.7696129059878,728.8756325150019,,5.958111437452331,,57.595077228705904,2195.56406470119,1085.36930018923,1034.72535297089,713.980353921371,320.744999049517,50.64394721834479
1990,5,34005701001,34,,34,1992.99994395846,15.999999550093,348.99999018640295,,,,9.999999718808109,729.999979472993,,,,,,,,,,4654.99986910518,55.999998425325394,758.999978657536,,23.9999993251395,,44.9999987346365,3770.9998939625398,2062.99994199011,1988.9999440709303,947.9999733430091,1040.9999707279198,73.99999791918
