Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_state,Geo_county,SE_T001_001,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T050_001,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T056_001,SE_T056_002,SE_T056_003
"32B","Census Tract 32B, Philadelphia County, Pennsylvania","140","4210103202000","42","101",2301,2301,1863,420,18,960,960,858,102,89,13,858,123,735
"32C","Census Tract 32C, Philadelphia County, Pennsylvania","140","4210103203000","42","101",10846,10846,5198,5646,2,3837,3837,3479,358,348,10,3479,558,2921
"32D","Census Tract 32D, Philadelphia County, Pennsylvania","140","4210103204000","42","101",14170,14170,1486,12678,6,4027,4027,3780,247,243,4,3780,518,3262
"32E","Census Tract 32E, Philadelphia County, Pennsylvania","140","4210103205000","42","101",15297,15297,13608,1683,6,4423,4423,4154,269,269,0,4154,1249,2905
"32F","Census Tract 32F, Philadelphia County, Pennsylvania","140","4210103206000","42","101",11,11,11,0,0,3,3,3,0,0,0,3,0,3
"33A","Census Tract 33A, Philadelphia County, Pennsylvania","140","4210103301000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33B","Census Tract 33B, Philadelphia County, Pennsylvania","140","4210103302000","42","101",7429,7429,7372,46,11,2110,2110,2047,63,62,1,2047,814,1233
"33C","Census Tract 33C, Philadelphia County, Pennsylvania","140","4210103303000","42","101",2234,2234,2234,0,0,643,643,616,27,26,1,616,303,313
"33D","Census Tract 33D, Philadelphia County, Pennsylvania","140","4210103304000","42","101",184,184,184,0,0,45,45,43,2,2,0,43,29,14
"33E","Census Tract 33E, Philadelphia County, Pennsylvania","140","4210103305000","42","101",552,552,503,49,0,43,43,43,0,0,0,43,22,21
"33F","Census Tract 33F, Philadelphia County, Pennsylvania","140","4210103306000","42","101",3290,3290,3267,23,0,921,921,908,13,13,0,908,403,505
"33G","Census Tract 33G, Philadelphia County, Pennsylvania","140","4210103307000","42","101",12114,12114,12091,13,10,3277,3277,3218,59,55,4,3218,1496,1722
"33H","Census Tract 33H, Philadelphia County, Pennsylvania","140","4210103308000","42","101",9230,9230,9228,0,2,2466,2466,2423,43,37,6,2423,1177,1246
"33I","Census Tract 33I, Philadelphia County, Pennsylvania","140","4210103309000","42","101",15431,15431,15407,1,23,4238,4238,4136,102,101,1,4136,1746,2390
"33J","Census Tract 33J, Philadelphia County, Pennsylvania","140","4210103310000","42","101",13703,13703,13701,0,2,3789,3789,3700,89,85,4,3700,1488,2212
"33K","Census Tract 33K, Philadelphia County, Pennsylvania","140","4210103311000","42","101",2622,2622,2620,0,2,773,773,749,24,22,2,749,230,519
"34A","Census Tract 34A, Philadelphia County, Pennsylvania","140","4210103401000","42","101",2167,2167,2133,33,1,517,517,451,66,66,0,451,221,230
"34B","Census Tract 34B, Philadelphia County, Pennsylvania","140","4210103402000","42","101",1445,1445,1387,58,0,427,427,393,34,34,0,393,209,184
"34C","Census Tract 34C, Philadelphia County, Pennsylvania","140","4210103403000","42","101",1454,1454,1364,90,0,414,414,377,37,37,0,377,202,175
"34D","Census Tract 34D, Philadelphia County, Pennsylvania","140","4210103404000","42","101",3499,3499,3458,40,1,904,904,881,23,23,0,881,591,290
"34E","Census Tract 34E, Philadelphia County, Pennsylvania","140","4210103405000","42","101",5175,5175,5099,76,0,1288,1288,1247,41,41,0,1247,707,540
"34F","Census Tract 34F, Philadelphia County, Pennsylvania","140","4210103406000","42","101",7679,7679,7583,96,0,1974,1974,1897,77,74,3,1897,818,1079
"34G","Census Tract 34G, Philadelphia County, Pennsylvania","140","4210103407000","42","101",11,11,11,0,0,3,3,3,0,0,0,3,0,3
"34H","Census Tract 34H, Philadelphia County, Pennsylvania","140","4210103408000","42","101",15457,15457,13524,1931,2,3996,3996,3845,151,139,12,3845,1720,2125
"34I","Census Tract 34I, Philadelphia County, Pennsylvania","140","4210103409000","42","101",19999,19999,18056,1927,16,5816,5816,5522,294,274,20,5522,2612,2910
"34J","Census Tract 34J, Philadelphia County, Pennsylvania","140","4210103410000","42","101",2892,2892,2790,102,0,959,959,874,85,81,4,874,348,526
"34K","Census Tract 34K, Philadelphia County, Pennsylvania","140","4210103411000","42","101",101,101,90,11,0,25,25,23,2,2,0,23,18,5
"34L","Census Tract 34L, Philadelphia County, Pennsylvania","140","4210103412000","42","101",5,5,5,0,0,1,1,1,0,0,0,1,0,0
"34M","Census Tract 34M, Philadelphia County, Pennsylvania","140","4210103413000","42","101",12516,12516,12506,8,2,2977,2977,2893,84,79,5,2893,1507,1386
"34N","Census Tract 34N, Philadelphia County, Pennsylvania","140","4210103414000","42","101",90,90,89,1,0,18,18,17,1,0,1,17,10,7
"34O","Census Tract 34O, Philadelphia County, Pennsylvania","140","4210103415000","42","101",1,1,1,0,0,0,0,0,0,0,0,0,0,0
"34P","Census Tract 34P, Philadelphia County, Pennsylvania","140","4210103416000","42","101",13789,13789,8809,4963,17,3507,3507,3352,155,150,5,3352,1191,2161
"34Q","Census Tract 34Q, Philadelphia County, Pennsylvania","140","4210103417000","42","101",13333,13333,3381,9947,5,3207,3207,3126,81,78,3,3126,918,2208
"35A","Census Tract 35A, Philadelphia County, Pennsylvania","140","4210103501000","42","101",235,235,220,15,0,34,34,32,2,1,1,32,17,15
"35B","Census Tract 35B, Philadelphia County, Pennsylvania","140","4210103502000","42","101",138,138,138,0,0,36,36,36,0,0,0,36,18,18
"35C","Census Tract 35C, Philadelphia County, Pennsylvania","140","4210103503000","42","101",6060,6060,5075,981,4,10,10,9,1,0,1,9,5,4
"35D","Census Tract 35D, Philadelphia County, Pennsylvania","140","4210103504000","42","101",311,311,311,0,0,92,92,84,8,4,4,84,57,27
"35E","Census Tract 35E, Philadelphia County, Pennsylvania","140","4210103505000","42","101",473,473,473,0,0,133,133,128,5,5,0,128,89,39
"35F","Census Tract 35F, Philadelphia County, Pennsylvania","140","4210103506000","42","101",47,47,39,8,0,9,9,9,0,0,0,9,7,2
"35G","Census Tract 35G, Philadelphia County, Pennsylvania","140","4210103507000","42","101",338,338,337,1,0,100,100,96,4,2,2,96,46,50
"35H","Census Tract 35H, Philadelphia County, Pennsylvania","140","4210103508000","42","101",41,41,41,0,0,7,7,7,0,0,0,7,0,7
"35I","Census Tract 35I, Philadelphia County, Pennsylvania","140","4210103509000","42","101",116,116,115,1,0,30,30,29,1,1,0,29,14,15
"35J","Census Tract 35J, Philadelphia County, Pennsylvania","140","4210103510000","42","101",91,91,91,0,0,22,22,21,1,0,1,21,11,10
"35K","Census Tract 35K, Philadelphia County, Pennsylvania","140","4210103511000","42","101",267,267,261,6,0,70,70,63,7,7,0,63,42,21
"35L","Census Tract 35L, Philadelphia County, Pennsylvania","140","4210103512000","42","101",293,293,289,4,0,71,71,68,3,2,1,68,48,20
"35M","Census Tract 35M, Philadelphia County, Pennsylvania","140","4210103513000","42","101",160,160,159,1,0,35,35,35,0,0,0,35,19,16
"35N","Census Tract 35N, Philadelphia County, Pennsylvania","140","4210103514000","42","101",59,59,55,4,0,12,12,12,0,0,0,12,4,8
"35O","Census Tract 35O, Philadelphia County, Pennsylvania","140","4210103515000","42","101",69,69,64,5,0,20,20,18,2,2,0,18,11,7
"35P","Census Tract 35P, Philadelphia County, Pennsylvania","140","4210103516000","42","101",85,85,85,0,0,19,19,19,0,0,0,19,8,11
"35Q","Census Tract 35Q, Philadelphia County, Pennsylvania","140","4210103517000","42","101",1037,1037,1037,0,0,289,289,278,11,8,3,278,157,121
"35R","Census Tract 35R, Philadelphia County, Pennsylvania","140","4210103518000","42","101",140,140,140,0,0,37,37,37,0,0,0,37,19,18
"35S","Census Tract 35S, Philadelphia County, Pennsylvania","140","4210103519000","42","101",462,462,435,27,0,106,106,96,10,9,1,96,65,31
"35T","Census Tract 35T, Philadelphia County, Pennsylvania","140","4210103520000","42","101",200,200,130,70,0,39,39,36,3,3,0,36,15,21
"35U","Census Tract 35U, Philadelphia County, Pennsylvania","140","4210103521000","42","101",218,218,218,0,0,51,51,50,1,1,0,50,24,26
"35V","Census Tract 35V, Philadelphia County, Pennsylvania","140","4210103522000","42","101",108,108,106,2,0,12,12,10,2,2,0,10,4,6
"35W","Census Tract 35W, Philadelphia County, Pennsylvania","140","4210103523000","42","101",631,631,630,1,0,74,74,71,3,3,0,71,37,34
"35X","Census Tract 35X, Philadelphia County, Pennsylvania","140","4210103524000","42","101",6,6,5,1,0,2,2,2,0,0,0,2,0,0
"35Y","Census Tract 35Y, Philadelphia County, Pennsylvania","140","4210103525000","42","101",1587,1587,1584,3,0,429,429,419,10,9,1,419,296,123
"35Z","Census Tract 35Z, Philadelphia County, Pennsylvania","140","4210103526000","42","101",1717,1717,1710,6,1,491,491,476,15,13,2,476,261,215
"35AA","Census Tract 35AA, Philadelphia County, Pennsylvania","140","4210103527000","42","101",333,333,333,0,0,89,89,86,3,2,1,86,53,33
"35BB","Census Tract 35BB, Philadelphia County, Pennsylvania","140","4210103528000","42","101",34,34,34,0,0,8,8,8,0,0,0,8,2,6
"35CC","Census Tract 35CC, Philadelphia County, Pennsylvania","140","4210103529000","42","101",896,896,896,0,0,258,258,245,13,12,1,245,184,61
"35DD","Census Tract 35DD, Philadelphia County, Pennsylvania","140","4210103530000","42","101",1340,1340,1340,0,0,379,379,366,13,13,0,366,303,63
"35EE","Census Tract 35EE, Philadelphia County, Pennsylvania","140","4210103531000","42","101",466,466,466,0,0,133,133,126,7,7,0,126,71,55
"35FF","Census Tract 35FF, Philadelphia County, Pennsylvania","140","4210103532000","42","101",1895,1895,1873,21,1,446,446,438,8,8,0,438,278,160
"35GG","Census Tract 35GG, Philadelphia County, Pennsylvania","140","4210103533000","42","101",4599,4599,4598,1,0,1381,1381,1311,70,66,4,1311,982,329
"35HH","Census Tract 35HH, Philadelphia County, Pennsylvania","140","4210103534000","42","101",486,486,486,0,0,120,120,110,10,10,0,110,59,51
"35II","Census Tract 35II, Philadelphia County, Pennsylvania","140","4210103535000","42","101",119,119,119,0,0,31,31,30,1,1,0,30,19,11
"35JJ","Census Tract 35JJ, Philadelphia County, Pennsylvania","140","4210103536000","42","101",627,627,627,0,0,150,150,144,6,6,0,144,103,41
"35KK","Census Tract 35KK, Philadelphia County, Pennsylvania","140","4210103537000","42","101",3915,3915,3914,0,1,1043,1043,1023,20,19,1,1023,715,308
"35LL","Census Tract 35LL, Philadelphia County, Pennsylvania","140","4210103538000","42","101",1168,1168,1168,0,0,313,313,305,8,8,0,305,199,106
"35MM","Census Tract 35MM, Philadelphia County, Pennsylvania","140","4210103539000","42","101",266,266,265,1,0,56,56,56,0,0,0,56,43,13
"35NN","Census Tract 35NN, Philadelphia County, Pennsylvania","140","4210103540000","42","101",2307,2307,2300,7,0,634,634,620,14,14,0,620,380,240
"35OO","Census Tract 35OO, Philadelphia County, Pennsylvania","140","4210103541000","42","101",912,912,912,0,0,271,271,268,3,3,0,268,247,21
"35PP","Census Tract 35PP, Philadelphia County, Pennsylvania","140","4210103542000","42","101",1501,1501,1501,0,0,443,443,437,6,6,0,437,355,82
"35QQ","Census Tract 35QQ, Philadelphia County, Pennsylvania","140","4210103543000","42","101",531,531,531,0,0,163,163,157,6,6,0,157,141,16
"35RR","Census Tract 35RR, Philadelphia County, Pennsylvania","140","4210103544000","42","101",4832,4832,4832,0,0,1443,1443,1388,55,54,1,1388,959,429
"35SS","Census Tract 35SS, Philadelphia County, Pennsylvania","140","4210103545000","42","101",2799,2799,2799,0,0,816,816,796,20,20,0,796,586,210
"35TT","Census Tract 35TT, Philadelphia County, Pennsylvania","140","4210103546000","42","101",2447,2447,2447,0,0,862,862,780,82,79,3,780,659,121
"35UU","Census Tract 35UU, Philadelphia County, Pennsylvania","140","4210103547000","42","101",971,971,971,0,0,237,237,233,4,4,0,233,156,77
"35VV","Census Tract 35VV, Philadelphia County, Pennsylvania","140","4210103548000","42","101",4958,4958,4957,0,1,1381,1381,1354,27,26,1,1354,778,576
"35WW","Census Tract 35WW, Philadelphia County, Pennsylvania","140","4210103549000","42","101",2438,2438,2438,0,0,702,702,667,35,33,2,667,463,204
"35XX","Census Tract 35XX, Philadelphia County, Pennsylvania","140","4210103550000","42","101",5361,5361,5361,0,0,1638,1638,1534,104,103,1,1534,927,607
"35YY","Census Tract 35YY, Philadelphia County, Pennsylvania","140","4210103551000","42","101",8658,8658,8657,1,0,2289,2289,2173,116,113,3,2173,1002,1171
"35ZZ","Census Tract 35ZZ, Philadelphia County, Pennsylvania","140","4210103552000","42","101",2931,2931,2927,4,0,900,900,862,38,38,0,862,597,265
"35AAA","Census Tract 35AAA, Philadelphia County, Pennsylvania","140","4210103553000","42","101",1602,1602,1601,1,0,416,416,398,18,16,2,398,106,292
"35BBB","Census Tract 35BBB, Philadelphia County, Pennsylvania","140","4210103554000","42","101",529,529,520,9,0,152,152,137,15,15,0,137,50,87
"35CCC","Census Tract 35CCC, Philadelphia County, Pennsylvania","140","4210103555000","42","101",2784,2784,2782,2,0,739,739,718,21,21,0,718,171,547
"35DDD","Census Tract 35DDD, Philadelphia County, Pennsylvania","140","4210103556000","42","101",2697,2697,2679,18,0,624,624,587,37,37,0,587,172,415
"35EEE","Census Tract 35EEE, Philadelphia County, Pennsylvania","140","4210103557000","42","101",1398,1398,1396,2,0,401,401,394,7,6,1,394,288,106
"36A","Census Tract 36A, Philadelphia County, Pennsylvania","140","4210103601000","42","101",2654,2654,287,2361,6,757,757,738,19,19,0,738,158,580
"36B","Census Tract 36B, Philadelphia County, Pennsylvania","140","4210103602000","42","101",15468,15468,5945,9503,20,3679,3679,3594,85,84,1,3594,1104,2490
"36C","Census Tract 36C, Philadelphia County, Pennsylvania","140","4210103603000","42","101",18043,18043,13477,4554,12,4075,4075,3973,102,97,5,3973,1519,2454
"36D","Census Tract 36D, Philadelphia County, Pennsylvania","140","4210103604000","42","101",14333,14333,12997,1330,6,3283,3283,3191,92,92,0,3191,1037,2154
"36E","Census Tract 36E, Philadelphia County, Pennsylvania","140","4210103605000","42","101",2167,2167,1498,669,0,484,484,457,27,25,2,457,173,284
"37A","Census Tract 37A, Philadelphia County, Pennsylvania","140","4210103701000","42","101",2284,2284,2278,0,6,727,727,684,43,43,0,684,238,446
"37B","Census Tract 37B, Philadelphia County, Pennsylvania","140","4210103702000","42","101",6751,6751,6739,0,12,2155,2155,2064,91,88,3,2064,818,1246
"37C","Census Tract 37C, Philadelphia County, Pennsylvania","140","4210103703000","42","101",958,958,927,4,27,321,321,292,29,24,5,292,85,207
"37D","Census Tract 37D, Philadelphia County, Pennsylvania","140","4210103704000","42","101",2526,2526,2221,277,28,734,734,687,47,47,0,687,195,492
"37E","Census Tract 37E, Philadelphia County, Pennsylvania","140","4210103705000","42","101",527,527,520,1,6,212,212,201,11,11,0,201,42,159
"37F","Census Tract 37F, Philadelphia County, Pennsylvania","140","4210103706000","42","101",7035,7035,5757,1268,10,2242,2242,2131,111,110,1,2131,647,1484
"38A","Census Tract 38A, Philadelphia County, Pennsylvania","140","4210103801000","42","101",6258,6258,6199,53,6,1551,1551,1503,48,47,1,1503,708,795
"38B","Census Tract 38B, Philadelphia County, Pennsylvania","140","4210103802000","42","101",575,575,283,292,0,125,125,121,4,4,0,121,53,68
"38C","Census Tract 38C, Philadelphia County, Pennsylvania","140","4210103803000","42","101",1069,1069,1021,48,0,370,370,315,55,54,1,315,170,145
"38D","Census Tract 38D, Philadelphia County, Pennsylvania","140","4210103804000","42","101",3055,3055,3034,21,0,795,795,763,32,26,6,763,429,334
"38E","Census Tract 38E, Philadelphia County, Pennsylvania","140","4210103805000","42","101",4915,4915,4914,0,1,1296,1296,1269,27,25,2,1269,634,635
"38F","Census Tract 38F, Philadelphia County, Pennsylvania","140","4210103806000","42","101",10050,10050,10044,2,4,2544,2544,2488,56,55,1,2488,1163,1325
"38G","Census Tract 38G, Philadelphia County, Pennsylvania","140","4210103807000","42","101",10438,10438,9937,495,6,3433,3433,3181,252,228,24,3181,1078,2103
"38H","Census Tract 38H, Philadelphia County, Pennsylvania","140","4210103808000","42","101",14518,14518,12504,1994,20,4789,4789,4534,255,244,11,4534,1449,3085
"38I","Census Tract 38I, Philadelphia County, Pennsylvania","140","4210103809000","42","101",7037,7037,6847,186,4,1806,1806,1734,72,69,3,1734,656,1078
"38J","Census Tract 38J, Philadelphia County, Pennsylvania","140","4210103810000","42","101",15218,15218,15092,117,9,3968,3968,3890,78,72,6,3890,1947,1943
"38K","Census Tract 38K, Philadelphia County, Pennsylvania","140","4210103811000","42","101",30,30,30,0,0,6,6,6,0,0,0,6,2,4
"39A","Census Tract 39A, Philadelphia County, Pennsylvania","140","4210103901000","42","101",332,332,318,5,9,0,0,0,0,0,0,0,0,0
"39B","Census Tract 39B, Philadelphia County, Pennsylvania","140","4210103902000","42","101",19634,19634,19241,391,2,4782,4782,4635,147,143,4,4635,2042,2593
"39C","Census Tract 39C, Philadelphia County, Pennsylvania","140","4210103903000","42","101",24995,24995,23832,1152,11,6127,6127,5952,175,149,26,5952,2526,3426
"39D","Census Tract 39D, Philadelphia County, Pennsylvania","140","4210103904000","42","101",19840,19840,19769,40,31,4501,4501,4432,69,64,5,4432,2243,2189
"39E","Census Tract 39E, Philadelphia County, Pennsylvania","140","4210103905000","42","101",6324,6324,6162,140,22,1623,1623,1583,40,39,1,1583,607,976
"39F","Census Tract 39F, Philadelphia County, Pennsylvania","140","4210103906000","42","101",75,75,75,0,0,21,21,18,3,3,0,18,1,17
"39G","Census Tract 39G, Philadelphia County, Pennsylvania","140","4210103907000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39H","Census Tract 39H, Philadelphia County, Pennsylvania","140","4210103908000","42","101",345,345,306,39,0,101,101,99,2,1,1,99,53,46
"39I","Census Tract 39I, Philadelphia County, Pennsylvania","140","4210103909000","42","101",124,124,123,1,0,40,40,38,2,2,0,38,16,22
"39J","Census Tract 39J, Philadelphia County, Pennsylvania","140","4210103910000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39K","Census Tract 39K, Philadelphia County, Pennsylvania","140","4210103911000","42","101",1726,1726,1684,22,20,0,0,0,0,0,0,0,0,0
"40A","Census Tract 40A, Philadelphia County, Pennsylvania","140","4210104001000","42","101",508,508,143,365,0,123,123,120,3,3,0,120,20,100
"40B","Census Tract 40B, Philadelphia County, Pennsylvania","140","4210104002000","42","101",9145,9145,6670,2473,2,2341,2341,2240,101,99,2,2240,709,1531
"40C","Census Tract 40C, Philadelphia County, Pennsylvania","140","4210104003000","42","101",5019,5019,5013,5,1,1459,1459,1382,77,77,0,1382,573,809
"40D","Census Tract 40D, Philadelphia County, Pennsylvania","140","4210104004000","42","101",9445,9445,9434,9,2,2893,2893,2758,135,132,3,2758,1214,1544
"40E","Census Tract 40E, Philadelphia County, Pennsylvania","140","4210104005000","42","101",12417,12417,12410,6,1,3261,3261,3156,105,102,3,3156,1358,1798
"40F","Census Tract 40F, Philadelphia County, Pennsylvania","140","4210104006000","42","101",8505,8505,8493,11,1,2230,2230,2161,69,68,1,2161,990,1171
"40G","Census Tract 40G, Philadelphia County, Pennsylvania","140","4210104007000","42","101",26,26,26,0,0,4,4,4,0,0,0,4,0,4
"40H","Census Tract 40H, Philadelphia County, Pennsylvania","140","4210104008000","42","101",1120,1120,1120,0,0,234,234,230,4,4,0,230,92,138
"40I","Census Tract 40I, Philadelphia County, Pennsylvania","140","4210104009000","42","101",10596,10596,10584,1,11,2442,2442,2379,63,60,3,2379,972,1407
"40J","Census Tract 40J, Philadelphia County, Pennsylvania","140","4210104010000","42","101",5936,5936,5927,8,1,1609,1609,1523,86,83,3,1523,623,900
"40K","Census Tract 40K, Philadelphia County, Pennsylvania","140","4210104011000","42","101",5625,5625,5225,399,1,1412,1412,1379,33,31,2,1379,577,802
"40L","Census Tract 40L, Philadelphia County, Pennsylvania","140","4210104012000","42","101",14118,14118,14107,3,8,3636,3636,3558,78,71,7,3558,1540,2018
"40M","Census Tract 40M, Philadelphia County, Pennsylvania","140","4210104013000","42","101",9,9,3,6,0,11,11,7,4,4,0,7,7,0
"40N","Census Tract 40N, Philadelphia County, Pennsylvania","140","4210104014000","42","101",8279,8279,8240,37,2,2113,2113,2055,58,58,0,2055,601,1454
"40O","Census Tract 40O, Philadelphia County, Pennsylvania","140","4210104015000","42","101",3886,3886,3329,555,2,757,757,737,20,18,2,737,288,449
"40P","Census Tract 40P, Philadelphia County, Pennsylvania","140","4210104016000","42","101",2497,2497,2358,139,0,596,596,584,12,12,0,584,239,345
"40Q","Census Tract 40Q, Philadelphia County, Pennsylvania","140","4210104017000","42","101",2078,2078,1708,362,8,467,467,452,15,14,1,452,252,200
"40R","Census Tract 40R, Philadelphia County, Pennsylvania","140","4210104018000","42","101",23,23,23,0,0,7,7,7,0,0,0,7,2,5
"40S","Census Tract 40S, Philadelphia County, Pennsylvania","140","4210104019000","42","101",168,168,158,10,0,21,21,16,5,5,0,16,8,8
"40T","Census Tract 40T, Philadelphia County, Pennsylvania","140","4210104020000","42","101",27,27,27,0,0,8,8,6,2,2,0,6,1,5
"40U","Census Tract 40U, Philadelphia County, Pennsylvania","140","4210104021000","42","101",2769,2769,1316,1449,4,652,652,634,18,18,0,634,224,410
"40V","Census Tract 40V, Philadelphia County, Pennsylvania","140","4210104022000","42","101",2476,2476,1755,717,4,543,543,535,8,8,0,535,225,310
"40W","Census Tract 40W, Philadelphia County, Pennsylvania","140","4210104023000","42","101",1071,1071,549,522,0,240,240,240,0,0,0,240,114,126
"40X","Census Tract 40X, Philadelphia County, Pennsylvania","140","4210104024000","42","101",1978,1978,1120,857,1,434,434,422,12,11,1,422,195,227
"40Y","Census Tract 40Y, Philadelphia County, Pennsylvania","140","4210104025000","42","101",708,708,514,193,1,173,173,168,5,5,0,168,92,76
"40Z","Census Tract 40Z, Philadelphia County, Pennsylvania","140","4210104026000","42","101",78,78,0,78,0,13,13,12,1,1,0,12,10,2
"40AA","Census Tract 40AA, Philadelphia County, Pennsylvania","140","4210104027000","42","101",5,5,5,0,0,1,1,1,0,0,0,1,0,0
"40BB","Census Tract 40BB, Philadelphia County, Pennsylvania","140","4210104028000","42","101",7,7,7,0,0,1,1,1,0,0,0,1,0,0
"41A","Census Tract 41A, Philadelphia County, Pennsylvania","140","4210104101000","42","101",94,94,94,0,0,0,0,0,0,0,0,0,0,0
"41B","Census Tract 41B, Philadelphia County, Pennsylvania","140","4210104102000","42","101",316,316,315,1,0,59,59,59,0,0,0,59,48,11
"41C","Census Tract 41C, Philadelphia County, Pennsylvania","140","4210104103000","42","101",498,498,493,5,0,135,135,128,7,6,1,128,86,42
"41D","Census Tract 41D, Philadelphia County, Pennsylvania","140","4210104104000","42","101",79,79,79,0,0,20,20,19,1,1,0,19,12,7
"41E","Census Tract 41E, Philadelphia County, Pennsylvania","140","4210104105000","42","101",2013,2013,1388,625,0,229,229,208,21,21,0,208,96,112
"41F","Census Tract 41F, Philadelphia County, Pennsylvania","140","4210104106000","42","101",23,23,7,16,0,6,6,6,0,0,0,6,0,6
"41G","Census Tract 41G, Philadelphia County, Pennsylvania","140","4210104107000","42","101",3030,3030,2658,372,0,741,741,718,23,21,2,718,314,404
"41H","Census Tract 41H, Philadelphia County, Pennsylvania","140","4210104108000","42","101",4229,4229,4214,15,0,1203,1203,1152,51,50,1,1152,645,507
"41I","Census Tract 41I, Philadelphia County, Pennsylvania","140","4210104109000","42","101",8213,8213,8100,112,1,2083,2083,2007,76,67,9,2007,1299,708
"41J","Census Tract 41J, Philadelphia County, Pennsylvania","140","4210104110000","42","101",3246,3246,3245,1,0,973,973,932,41,41,0,932,684,248
"41K","Census Tract 41K, Philadelphia County, Pennsylvania","140","4210104111000","42","101",4645,4645,4645,0,0,1210,1210,1192,18,17,1,1192,671,521
"41L","Census Tract 41L, Philadelphia County, Pennsylvania","140","4210104112000","42","101",4357,4357,4356,0,1,1193,1193,1164,29,28,1,1164,665,499
"41M","Census Tract 41M, Philadelphia County, Pennsylvania","140","4210104113000","42","101",3047,3047,3047,0,0,835,835,821,14,14,0,821,383,438
"41N","Census Tract 41N, Philadelphia County, Pennsylvania","140","4210104114000","42","101",6478,6478,6475,2,1,1688,1688,1653,35,33,2,1653,731,922
"41O","Census Tract 41O, Philadelphia County, Pennsylvania","140","4210104115000","42","101",629,629,629,0,0,141,141,137,4,2,2,137,65,72
"41P","Census Tract 41P, Philadelphia County, Pennsylvania","140","4210104116000","42","101",285,285,281,4,0,70,70,70,0,0,0,70,11,59
"41Q","Census Tract 41Q, Philadelphia County, Pennsylvania","140","4210104117000","42","101",1461,1461,1214,243,4,256,256,254,2,1,1,254,120,134
"41R","Census Tract 41R, Philadelphia County, Pennsylvania","140","4210104118000","42","101",1474,1474,1287,185,2,7,7,7,0,0,0,7,2,5
"41S","Census Tract 41S, Philadelphia County, Pennsylvania","140","4210104119000","42","101",814,814,507,305,2,0,0,0,0,0,0,0,0,0
"41T","Census Tract 41T, Philadelphia County, Pennsylvania","140","4210104120000","42","101",3,3,3,0,0,1,1,1,0,0,0,1,0,0
"41U","Census Tract 41U, Philadelphia County, Pennsylvania","140","4210104121000","42","101",553,553,553,0,0,170,170,152,18,11,7,152,38,114
"41V","Census Tract 41V, Philadelphia County, Pennsylvania","140","4210104122000","42","101",266,266,262,4,0,63,63,55,8,8,0,55,37,18
"42A","Census Tract 42A, Philadelphia County, Pennsylvania","140","4210104201000","42","101",1499,1499,1499,0,0,457,457,454,3,3,0,454,263,191
"42B","Census Tract 42B, Philadelphia County, Pennsylvania","140","4210104202000","42","101",6294,6294,6293,0,1,1772,1772,1738,34,31,3,1738,1134,604
"42C","Census Tract 42C, Philadelphia County, Pennsylvania","140","4210104203000","42","101",1691,1691,1643,47,1,492,492,441,51,49,2,441,252,189
"42D","Census Tract 42D, Philadelphia County, Pennsylvania","140","4210104204000","42","101",3659,3659,3616,42,1,1073,1073,992,81,77,4,992,467,525
"42E","Census Tract 42E, Philadelphia County, Pennsylvania","140","4210104205000","42","101",8227,8227,8215,11,1,2514,2514,2477,37,36,1,2477,1907,570
"42F","Census Tract 42F, Philadelphia County, Pennsylvania","140","4210104206000","42","101",6939,6939,6929,10,0,2152,2152,2059,93,90,3,2059,1416,643
"42G","Census Tract 42G, Philadelphia County, Pennsylvania","140","4210104207000","42","101",128,128,128,0,0,71,71,46,25,25,0,46,36,10
"42H","Census Tract 42H, Philadelphia County, Pennsylvania","140","4210104208000","42","101",19,19,19,0,0,3,3,3,0,0,0,3,2,1
"42I","Census Tract 42I, Philadelphia County, Pennsylvania","140","4210104209000","42","101",18,18,18,0,0,5,5,4,1,1,0,4,1,3
"42J","Census Tract 42J, Philadelphia County, Pennsylvania","140","4210104210000","42","101",139,139,139,0,0,41,41,39,2,2,0,39,27,12
"42K","Census Tract 42K, Philadelphia County, Pennsylvania","140","4210104211000","42","101",325,325,325,0,0,176,176,96,80,55,25,96,75,21
"42L","Census Tract 42L, Philadelphia County, Pennsylvania","140","4210104212000","42","101",3632,3632,3626,6,0,1314,1314,1110,204,202,2,1110,869,241
"42M","Census Tract 42M, Philadelphia County, Pennsylvania","140","4210104213000","42","101",5441,5441,5419,14,8,1550,1550,1487,63,62,1,1487,585,902
"42N","Census Tract 42N, Philadelphia County, Pennsylvania","140","4210104214000","42","101",9197,9197,9144,47,6,2486,2486,2401,85,84,1,2401,1212,1189
"42O","Census Tract 42O, Philadelphia County, Pennsylvania","140","4210104215000","42","101",1708,1708,1666,42,0,438,438,415,23,23,0,415,277,138
"42P","Census Tract 42P, Philadelphia County, Pennsylvania","140","4210104216000","42","101",3835,3835,3833,2,0,1129,1129,1082,47,46,1,1082,717,365
