Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T001_001,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T012_001,SE_T012_002,SE_T012_003,SE_T012_004,SE_T012_005,SE_T012_006,SE_T012_007,SE_T077_001,SE_T099_001,SE_T100_001,SE_T100_002,SE_T100_003,SE_T101_001,SE_T101_002,SE_T101_003
"34005700102","Census Tract 7001.02","Census Tract 7001.02, Burlington County, New Jersey","00","34","005","700102",3295,3251,3251,0,0,1028,803,65,11,54,31,129,11634.5086705202,1045,1028,878,150,1045,1028,17
"34005700103","Census Tract 7001.03","Census Tract 7001.03, Burlington County, New Jersey","00","34","005","700103",868.6464,815.6859,627.7235,186.071,1.891446,276.8604,193.8732,25.29808,8.038644,17.25944,21.75162,35.93747,11241.5598290598,282.7711,276.8603,196.001,80.8593,282.7711,276.8603,5.910783
"34005700104","Census Tract 7001.04","Census Tract 7001.04, Burlington County, New Jersey","00","34","005","700104",2805.354,2634.314,2027.277,600.9291,6.108555,894.1397,626.1269,81.70192,25.96136,55.74056,70.24838,116.0625,11241.5598290598,913.2289,894.1398,632.999,261.1407,913.2289,894.1398,19.0892
"34005700200","Census Tract 7002","Census Tract 7002, Burlington County, New Jersey","00","34","005","700200",3412,3359,3231,117,11,1052,756,109,28,81,56,131,13956.9239500568,1081,1052,800,252,1081,1052,29
"34005700303","Census Tract 7003.03","Census Tract 7003.03, Burlington County, New Jersey","00","34","005","700303",2792,2759,2069,680,10,730,594,77,14,63,23,36,15738.9639639639,730,730,276,53,730,730,0
"34005700304","Census Tract 7003.04","Census Tract 7003.04, Burlington County, New Jersey","00","34","005","700304",3152,3146,3072,74,0,854,735,46,24,22,36,37,12568.2051282051,878,854,792,62,878,854,24
"34005700305","Census Tract 7003.05","Census Tract 7003.05, Burlington County, New Jersey","00","34","005","700305",4255.619,4202.915,4047.855,107.0599,48,1015.727,923.5587,52.65886,12.20964,40.44923,23.13477,16.37436,17171.8918116102,1026.802,1015.727,975.978,39.74871,1026.802,1015.727,11.07479
"34005700306","Census Tract 7003.06","Census Tract 7003.06, Burlington County, New Jersey","00","34","005","700306",3484.781,3426.291,3347.278,28.732,50.281,812.1921,759.8588,26.67971,9.235286,17.44443,10.7745,14.87907,17881.5189048241,821.9404,812.1921,0,0,821.9404,812.1921,9.748369
"34005700307","Census Tract 7003.07","Census Tract 7003.07, Burlington County, New Jersey","00","34","005","700307",3307.219,3251.709,3176.722,27.268,47.719,770.8079,721.1412,25.32029,8.764714,16.55557,10.2255,14.12093,17881.518904824,780.0595,770.8079,0,0,780.0595,770.8079,9.251608
"34005700401","Census Tract 7004.01","Census Tract 7004.01, Burlington County, New Jersey","00","34","005","700401",2377,2360,2320,22,18,675,558,49,19,30,28,40,11264.2036124795,681,675,607,68,681,675,6
"34005700402","Census Tract 7004.02","Census Tract 7004.02, Burlington County, New Jersey","00","34","005","700402",4170,4164,4150,0,14,1232,1020,84,27,57,57,71,10899.7704315886,1237,1232,1174,58,1237,1232,5
"34005700403","Census Tract 7004.03","Census Tract 7004.03, Burlington County, New Jersey","00","34","005","700403",5012,4908,4861,0,47,1543,1105,193,44,149,74,171,11231.3622754491,1566,1543,1251,292,1566,1543,23
"34005700405","Census Tract 7004.05","Census Tract 7004.05, Burlington County, New Jersey","00","34","005","700405",1119.458,1093.583,1083.737,5.266419,4.579495,431.1595,307.2841,23.5844,4.80847,18.77593,55.86984,44.4211,12077.6483050847,456.1177,431.1595,142.1933,288.9661,456.1177,431.1595,24.95826
"34005700407","Census Tract 7004.07","Census Tract 7004.07, Burlington County, New Jersey","00","34","005","700407",2599.159,2539.085,2516.225,12.22759,10.63268,1001.067,713.4531,54.75832,11.16432,43.594,129.7187,103.137,12077.6483050848,1059.015,1001.067,330.1448,670.9224,1059.015,1001.067,57.94813
"34005700408","Census Tract 7004.08","Census Tract 7004.08, Burlington County, New Jersey","00","34","005","700408",1170.538,1143.483,1133.188,5.5067,4.788255,450.8093,321.2964,24.65847,5.027619,19.63086,58.41196,46.44255,12078.1639301909,476.9033,450.8093,148.6965,302.1129,476.9033,450.8093,26.09397
"34005700501","Census Tract 7005.01","Census Tract 7005.01, Burlington County, New Jersey","00","34","005","700501",5915,5756,5677,6,73,1881,1486,138,21,117,58,199,18000.7020757021,1912,1881,1444,437,1912,1881,31
"34005700502","Census Tract 7005.02","Census Tract 7005.02, Burlington County, New Jersey","00","34","005","700502",1948.381,1902.085,1898.145,3.940103,0,508.2733,431.4413,43.34113,13.79036,29.55077,8.865232,24.62564,14614.1327623126,513.1984,508.2733,459.022,49.25129,513.1984,508.2733,4.92511
"34005700503","Census Tract 7005.03","Census Tract 7005.03, Burlington County, New Jersey","00","34","005","700503",3136.277,3111.231,2188.228,920.0018,3.002119,949.3663,715.2589,93.03957,25.00883,68.03073,26.01448,115.0533,18690.6997940182,969.3744,949.3663,812.2603,137.106,969.3744,949.3663,20.00813
"34005700504","Census Tract 7005.04","Census Tract 7005.04, Burlington County, New Jersey","00","34","005","700504",3613.723,3484.769,3473.772,4.998234,5.99788,1036.634,732.7411,111.9604,24.99117,86.96927,40.98552,150.9467,15538.4302325581,1059.626,1036.634,736.7397,299.894,1059.626,1036.634,22.99187
"34005700505","Census Tract 7005.05","Census Tract 7005.05, Burlington County, New Jersey","00","34","005","700505",1031,1031,1011,0,20,243,187,32,27,5,0,24,24030.5555555555,249,243,206,37,249,243,6
"34005700602","Census Tract 7006.02","Census Tract 7006.02, Burlington County, New Jersey","00","34","005","700602",2783,2673,2668,0,5,737,637,48,5,43,23,29,13119.3181818182,764,737,651,86,764,737,27
"34005700603","Census Tract 7006.03","Census Tract 7006.03, Burlington County, New Jersey","00","34","005","700603",5628.718,5446.917,5410.513,28.92464,7.480105,1654.182,1354.72,123.7695,65.08134,58.68816,86.32407,89.36894,12448.0831038175,1735.661,1654.182,1167.571,486.6111,1735.661,1654.182,81.47906
"34005700605","Census Tract 7006.05","Census Tract 7006.05, Burlington County, New Jersey","00","34","005","700605",1586.529,1519.327,1485.726,24.08074,9.520293,586.8981,418.3329,44.24136,17.92055,26.32081,71.68221,52.64162,12070.186697783,666.4205,586.8981,130.484,456.4141,666.4205,586.8981,79.52247
"34005700701","Census Tract 7007.01","Census Tract 7007.01, Burlington County, New Jersey","00","34","005","700701",3850,3793,3732,61,0,1153,833,155,41,114,39,126,12147.238372093,1164,1153,901,252,1164,1153,11
"34005700702","Census Tract 7007.02","Census Tract 7007.02, Burlington County, New Jersey","00","34","005","700702",2278,2196,2100,96,0,801,489,127,33,94,54,131,9162.48073959939,818,801,501,300,818,801,17
"34005700703","Census Tract 7007.03","Census Tract 7007.03, Burlington County, New Jersey","00","34","005","700703",2477.753,2449.756,2391.762,53.99462,3.999601,807.9195,529.9472,108.9891,18.99811,89.99103,62.99372,105.9894,9608.71632329636,823.9179,807.9195,554.9447,252.9748,823.9179,807.9195,15.99841
"34005700800","Census Tract 7008","Census Tract 7008, Burlington County, New Jersey","00","34","005","700800",4208,4128,4081,36,11,1319,1050,110,31,79,28,131,11753.9983164983,1353,1319,973,346,1353,1319,34
"34005700900","Census Tract 7009","Census Tract 7009, Burlington County, New Jersey","00","34","005","700900",3127,3099,2477,622,0,946,636,145,16,129,50,115,10521.6010165184,963,946,642,304,963,946,17
"34005701001","Census Tract 7010.01","Census Tract 7010.01, Burlington County, New Jersey","00","34","005","701001",2375,2329,2174,135,20,814,626,61,21,40,47,80,10253.3823529412,843,814,379,435,843,814,29
"34005701002","Census Tract 7010.02","Census Tract 7010.02, Burlington County, New Jersey","00","34","005","701002",5049.688,4922.438,4725.185,185.2526,12,1319.574,1067.895,91.29903,41.0889,50.21013,75.19598,85.18386,13887.3232965555,1366.706,1319.574,993.3983,326.1759,1366.706,1319.574,47.13138
"34005701102","Census Tract 7011.02","Census Tract 7011.02, Burlington County, New Jersey","00","34","005","701102",1513.408,1492.346,1416.354,66.98337,9.009249,427.5683,305.2457,62.11991,4.049311,58.0706,7.084437,53.11824,11598.0258581107,440.6477,427.5683,229.2559,198.3125,440.6477,427.5683,13.07934
"34005701103","Census Tract 7011.03","Census Tract 7011.03, Burlington County, New Jersey","00","34","005","701103",3280,3205,2040,1158,7,878,657,121,23,98,19,81,10618.437900128,901,878,627,251,901,878,23
"34005701104","Census Tract 7011.04","Census Tract 7011.04, Burlington County, New Jersey","00","34","005","701104",2068.939,2024.592,1979.887,44.70483,0,632.6627,512.4961,52.93051,15.7361,37.19442,34.69094,32.54511,12867.053513862,655.9092,632.6627,424.517,208.1457,655.9092,632.6627,23.24649
"34005701105","Census Tract 7011.05","Census Tract 7011.05, Burlington County, New Jersey","00","34","005","701105",3731.217,3651.074,3566.947,83.92198,0.2048866,1138.484,922.8771,95.17747,28.2352,66.94228,62.10826,58.32129,12871.4091847858,1180.149,1138.484,764.7493,372.7908,1180.149,1138.484,41.66441
"34005701201","Census Tract 7012.01","Census Tract 7012.01, Burlington County, New Jersey","00","34","005","701201",3179,3150,2585,565,0,957,679,146,20,126,40,92,10856.7022538553,971,957,786,171,971,957,14
"34005701203","Census Tract 7012.03","Census Tract 7012.03, Burlington County, New Jersey","00","34","005","701203",2330,2303,2260,38,5,745.9999,547.9999,106,39,66.99999,53,39,10649.5502248876,758.9999,745.9999,470.9999,275,758.9999,745.9999,13.00001
"34005701204","Census Tract 7012.04","Census Tract 7012.04, Burlington County, New Jersey","00","34","005","701204",2016.716,1961.048,1323.653,634.6114,2.783383,661.2082,352.8712,136.3858,25.66898,110.7168,69.89384,102.0574,9698.19734345352,710.6906,661.2082,395.8589,265.3492,710.6906,661.2082,49.48236
"34005701205","Census Tract 7012.05","Census Tract 7012.05, Burlington County, New Jersey","00","34","005","701205",4504.284,4379.952,2956.347,1417.389,6.216617,1476.792,788.1289,304.6142,57.33102,247.2832,156.1062,227.9426,9698.19734345347,1587.31,1476.792,884.1411,592.6508,1587.31,1476.792,110.5176
"34005701301","Census Tract 7013.01","Census Tract 7013.01, Burlington County, New Jersey","00","34","005","701301",3952.011,3922.849,3329.849,585,8,1265.247,905.6058,156.2765,43.0771,113.1994,35.07178,168.2924,10673.5374673564,1317.292,1265.247,878.9222,386.3243,1317.292,1265.247,52.04521
"34005701302","Census Tract 7013.02","Census Tract 7013.02, Burlington County, New Jersey","00","34","005","701302",2629.235,2568.415,2568.415,0,0,842.5118,602.2214,103.6938,28.9146,74.77915,26.92049,109.6761,11394.0714285714,859.4617,842.5117,720.871,121.6407,859.4617,842.5117,16.94998
"34005701303","Census Tract 7013.03","Census Tract 7013.03, Burlington County, New Jersey","00","34","005","701303",1931.819,1931.8,1778.8,153.0007,0,602.2593,437.1867,87.03149,19.00864,68.02284,37.00863,41.03251,10033.1554332999,625.2647,602.2593,502.2202,100.0391,625.2647,602.2593,23.00535
"34005701401","Census Tract 7014.01","Census Tract 7014.01, Burlington County, New Jersey","00","34","005","701401",2449.224,2392.459,2366.114,26.34373,0.001218134,664.4147,525.5999,65.47428,13.09695,52.37733,34.05159,39.2889,11916.0334780485,681.8781,664.4147,504.6436,159.7711,681.8781,664.4147,17.46334
"34005701402","Census Tract 7014.02","Census Tract 7014.02, Burlington County, New Jersey","00","34","005","701402",243.9074,238.2554,235.6467,2.608636,0,66.17239,52.34662,6.521589,1.304318,5.217271,3.391226,3.912953,11915.8192090395,67.91148,66.17239,50.25971,15.91268,67.91148,66.17239,1.739094
"34005701502","Census Tract 7015.02","Census Tract 7015.02, Burlington County, New Jersey","00","34","005","701502",3226.124,3204.637,3120.759,83.85571,0.02213723,1114.692,883.2226,81.14168,31.06641,50.07526,71.16382,79.16382,11716.1630290086,1126.794,1114.692,602.0942,512.5977,1126.794,1114.692,12.10177
"34005701700","Census Tract 7017","Census Tract 7017, Burlington County, New Jersey","00","34","005","701700",4490,4432,3773,638,21,1526,982,235,60,175,109,200,11115.2208835341,1585,1526,860,666,1585,1526,59
"34005702101","Census Tract 7021.01","Census Tract 7021.01, Burlington County, New Jersey","00","34","005","702101",839.3223,822.6956,679.3708,132.1188,11.20604,90.81962,86.1777,3.090492,1.997987,1.092505,0.8930801,0.6583506,8613.34542174841,94.036,90.81962,9.078152,81.74147,94.036,90.81962,3.216382
"34005702203","Census Tract 7022.03","Census Tract 7022.03, Burlington County, New Jersey","00","34","005","702203",2309.251,2302.29,1731.441,543.9968,26.85176,678.2555,573.832,37.79136,9.945096,27.84627,39.78038,26.85176,9897.10743801652,724.003,678.2556,462.447,215.8086,724.003,678.2556,45.74745
"34005702204","Census Tract 7022.04","Census Tract 7022.04, Burlington County, New Jersey","00","34","005","702204",2694.075,2674.086,2157.038,495.5404,21.5077,646.9118,467.4102,99.26204,14.11295,85.14909,42.11756,38.12205,8902.93296938967,711.2305,646.9118,295.0552,351.8566,711.2305,646.9118,64.31867
"34005702206","Census Tract 7022.06","Census Tract 7022.06, Burlington County, New Jersey","00","34","005","702206",3815.335,3766.566,3360.381,332.6978,73.48746,1122.354,809.6981,129.6051,21.37817,108.227,82.17234,100.8782,9462.16768916156,1482.442,1122.354,742.8914,379.4625,1482.442,1122.354,360.0885
"34005702207","Census Tract 7022.07","Census Tract 7022.07, Burlington County, New Jersey","00","34","005","702207",1259.771,1235.698,1079.326,127.4844,28.88808,357.333,273.1808,42.70412,8.373356,34.33076,22.60806,18.84005,9741.69371702602,383.709,357.333,260.6207,96.71227,383.709,357.333,26.37606
"34005702208","Census Tract 7022.08","Census Tract 7022.08, Burlington County, New Jersey","00","34","005","702208",4751.309,4660.517,4070.734,480.8316,108.9517,1347.706,1030.323,161.0591,31.58031,129.4788,85.26782,71.05654,9741.69534894859,1447.188,1347.706,982.9464,364.7596,1447.188,1347.706,99.48204
"34005702209","Census Tract 7022.09","Census Tract 7022.09, Burlington County, New Jersey","00","34","005","702209",754.1188,744.1777,661.0471,68.84867,14.28196,213.7653,155.2993,24.30528,4.075186,20.23009,15.35146,18.80923,9443.25046361172,280.9763,213.7653,138.8762,74.88906,280.9763,213.7653,67.21102
"34005702210","Census Tract 7022.10","Census Tract 7022.10, Burlington County, New Jersey","00","34","005","702210",1256.222,1239.662,1101.182,114.6891,23.7911,356.0933,258.6999,40.48809,6.788505,33.69958,25.57269,31.33269,9443.25046361174,468.0544,356.0933,231.342,124.7513,468.0544,356.0933,111.9611
"34005702300","Census Tract 7023","Census Tract 7023, Burlington County, New Jersey","00","34","005","702300",1287.995,1272.887,1253.597,7.162591,12.12758,484.2906,363.0619,46.67818,0.09400483,46.58417,16.28873,58.26187,10076.9487072505,539.7271,484.2906,237.0211,247.2695,539.7271,484.2906,55.43645
"34005702400","Census Tract 7024","Census Tract 7024, Burlington County, New Jersey","00","34","005","702400",2329.782,2301.943,2280.674,15.26631,6.003287,672.1067,523.1141,60.58583,18.20831,42.37753,31.21609,57.19063,11162.7494231328,703.4362,672.1067,502.8793,169.2274,703.4362,672.1067,31.32945
"34005702500","Census Tract 7025","Census Tract 7025, Burlington County, New Jersey","00","34","005","702500",2606.111,2588.596,2503.057,77.41578,8.12281,828.2095,578.5863,132.4931,50.79389,81.69923,61.83155,55.29857,11232.9866900489,866.6501,828.2095,488.1562,340.0534,866.6501,828.2095,38.44057
"34005702601","Census Tract 7026.01","Census Tract 7026.01, Burlington County, New Jersey","00","34","005","702601",5664.892,5571.456,4940.657,563.2282,67.56997,1604,1210.321,208.6285,47.53769,161.0908,48.78696,136.2636,13163.959580386,1627.35,1604,1180.517,423.4822,1627.35,1604,23.3506
"34005702603","Census Tract 7026.03","Census Tract 7026.03, Burlington County, New Jersey","00","34","005","702603",2993.287,2870.209,2762.517,90.38515,17.3078,1028.852,579.8112,175.0011,32.6925,142.3085,88.46207,185.578,9031.80076628353,1096.16,1028.852,548.0802,480.7721,1096.16,1028.852,67.30806
"34005702700","Census Tract 7027","Census Tract 7027, Burlington County, New Jersey","00","34","005","702700",2680.919,2659.927,1836.313,750.6478,72.96611,677.7333,584.7654,37.98683,4.999063,32.98777,42.98219,11.9988,13162.1399116612,698.7258,677.7333,556.777,120.9562,698.7258,677.7333,20.99256
"34005702801","Census Tract 7028.01","Census Tract 7028.01, Burlington County, New Jersey","00","34","005","702801",2864.154,2835.153,2571.442,240.7394,22.97155,760.5776,726.5209,16.02379,5.006742,11.01705,12.01359,6.019299,14314.6666960676,772.5818,760.5776,0.3506977,0.1709539,772.5818,760.5776,12.00423
"34005702802","Census Tract 7028.02","Census Tract 7028.02, Burlington County, New Jersey","00","34","005","702802",4931,4876,4178,631,67,1123,1048,75,16,59,0,0,13532.4778761062,1134,1123,1070,53,1134,1123,11
"34005702803","Census Tract 7028.03","Census Tract 7028.03, Burlington County, New Jersey","00","34","005","702803",5491.111,5440.11,4983.076,422.0312,35.00303,1353.028,1258.024,64.00158,21.00021,43.00137,19.00179,12.0005,13218.6423451657,1372.029,1353.028,1307.023,46.00502,1372.029,1353.028,19.00097
"34005702804","Census Tract 7028.04","Census Tract 7028.04, Burlington County, New Jersey","00","34","005","702804",4202,4110,3902,191,17,1009,962,38,11,27,5,4,12984.9548645938,1014,1009,970,39,1014,1009,5
"34005702805","Census Tract 7028.05","Census Tract 7028.05, Burlington County, New Jersey","00","34","005","702805",5693,5470,4578,831,61,1255,1107,123,9,114,9,16,14049.5592948718,1266,1255,1158,97,1266,1255,11
"34005702806","Census Tract 7028.06","Census Tract 7028.06, Burlington County, New Jersey","00","34","005","702806",5920.096,5747.879,4903.715,805.3401,38.82357,1294.119,1157.739,105.5205,17.91857,87.60189,8.959285,21.90047,13381.6874027994,1309.051,1294.119,1189.594,104.525,1309.051,1294.119,14.93215
"34005702807","Census Tract 7028.07","Census Tract 7028.07, Burlington County, New Jersey","00","34","005","702807",3249.904,3242.864,2891.823,334.0411,17,731.5823,655.4717,57.04872,16.01449,41.03423,13.03193,6.029957,13379.1859213435,742.6038,731.5823,651.3907,80.19159,742.6038,731.5823,11.0214
"34005702808","Census Tract 7028.08","Census Tract 7028.08, Burlington County, New Jersey","00","34","005","702808",5256,5240,4301,864,75,1143,1053,85,8,77,0,5,13908.7131367292,1156,1143,1040,103,1156,1143,13
"34005702809","Census Tract 7028.09","Census Tract 7028.09, Burlington County, New Jersey","00","34","005","702809",1924,1918,1832,24,62,697,560,63,11,52,18,56,13666.8769716088,720,697,662,35,720,697,23
"34005702810","Census Tract 7028.10","Census Tract 7028.10, Burlington County, New Jersey","00","34","005","702810",2035,2015,1905,110,0,440,435,5,0,5,0,0,18977.2828507795,449,440,0,0,449,440,9
"34005702811","Census Tract 7028.11","Census Tract 7028.11, Burlington County, New Jersey","00","34","005","702811",1708.177,1660.175,1463.121,179.0494,18.0048,419.0446,408.0385,5.002501,0.0003290888,5.002172,6.00283,0.0007898131,18311.8657034231,457.046,419.0446,0.03666049,0.007963948,457.046,419.0446,38.00139
"34005702905","Census Tract 7029.05","Census Tract 7029.05, Burlington County, New Jersey","00","34","005","702905",1744.158,1701.409,1688.585,7.939096,4.885598,404.8939,377.7178,13.43539,4.580248,8.855146,6.106997,7.633747,17136.6274509804,408.5581,404.8939,390.2371,14.65679,408.5581,404.8939,3.66422
"34005702906","Census Tract 7029.06","Census Tract 7029.06, Burlington County, New Jersey","00","34","005","702906",3967.687,3870.44,3841.266,18.0602,11.11397,921.0702,859.2488,30.56342,10.41935,20.14407,13.89246,17.36558,17136.6274509803,929.4057,921.0702,887.7283,33.34191,929.4057,921.0702,8.335485
"34005702907","Census Tract 7029.07","Census Tract 7029.07, Burlington County, New Jersey","00","34","005","702907",328.1154,322.0249,299.9101,21.16873,0.9460886,91.35668,77.46101,6.149576,1.951308,4.198268,3.074788,4.671312,13192.6111908178,95.55495,91.35668,81.00883,10.34784,95.55495,91.35668,4.198265
"34005702908","Census Tract 7029.08","Census Tract 7029.08, Burlington County, New Jersey","00","34","005","702908",721.1165,707.7311,659.1282,46.52364,2.079269,200.7794,170.2401,13.51525,4.288492,9.226756,6.757624,10.26639,13192.6111908178,210.0062,200.7794,178.0374,22.742,210.0062,200.7794,9.226758
"34005702909","Census Tract 7029.09","Census Tract 7029.09, Burlington County, New Jersey","00","34","005","702909",702.5801,689.5389,642.1853,45.32775,2.025821,195.6184,165.8641,13.16784,4.178256,8.989581,6.583919,10.00249,13192.6111908178,204.6079,195.6184,173.4609,22.15742,204.6079,195.6184,8.989584
"34005702910","Census Tract 7029.10","Census Tract 7029.10, Burlington County, New Jersey","00","34","005","702910",2055.674,2017.516,1878.965,132.6241,5.927335,572.3583,485.3005,38.52768,12.22513,26.30255,19.26384,29.26622,13192.6111908178,598.6608,572.3583,507.528,64.83022,598.6608,572.3583,26.30256
"34005702913","Census Tract 7029.13","Census Tract 7029.13, Burlington County, New Jersey","00","34","005","702913",548.1146,537.9406,500.9979,35.36223,1.580435,152.6107,129.3981,10.27283,3.259647,7.013181,5.136414,7.803398,13192.6111908178,159.6239,152.6107,135.3248,17.28601,159.6239,152.6107,7.013179
"34005702914","Census Tract 7029.14","Census Tract 7029.14, Burlington County, New Jersey","00","34","005","702914",545.3727,535.2495,498.4916,35.18533,1.572529,151.8473,128.7508,10.22144,3.243341,6.978097,5.110719,7.764361,13192.6111908178,158.8254,151.8473,134.6478,17.19953,158.8254,151.8473,6.978088
"34005702915","Census Tract 7029.15","Census Tract 7029.15, Burlington County, New Jersey","00","34","005","702915",357.5943,350.9567,326.855,23.0706,1.031088,99.56447,84.42036,6.702075,2.12662,4.575455,3.351037,5.090999,13192.6111908178,104.1399,99.56447,88.28694,11.27753,104.1399,99.56447,4.575454
"34005702917","Census Tract 7029.17","Census Tract 7029.17, Burlington County, New Jersey","00","34","005","702917",157.7693,154.8409,144.2073,10.17867,0.4549125,43.92749,37.24596,2.956932,0.9382571,2.018674,1.478466,2.24613,13192.6111908178,45.94617,43.92749,38.95189,4.975606,45.94617,43.92749,2.018675
"34005702918","Census Tract 7029.18","Census Tract 7029.18, Burlington County, New Jersey","00","34","005","702918",133.5601,131.0831,122.1057,8.580651,0.3967945,37.21641,31.53684,2.511063,0.7962557,1.714807,1.25784,1.910665,13177.8266779499,38.92221,37.21641,32.92313,4.293279,38.92221,37.21641,1.705802
"34005703000","Census Tract 7030","Census Tract 7030, Burlington County, New Jersey","00","34","005","703000",3013.231,2953.228,2938.21,15.01095,0.007136885,920.0727,677.0603,103.0046,38.00079,65.00382,52.00341,88.00435,11184.8193676703,960.074,920.0727,781.0286,139.0441,960.074,920.0727,40.00128
"34005703102","Census Tract 7031.02","Census Tract 7031.02, Burlington County, New Jersey","00","34","005","703102",2004.534,1972.015,1890.715,49.79578,31.50345,622.9554,486.7792,54.87698,16.25985,38.61714,32.5197,48.77954,11201.7592592593,641.7559,622.9554,381.0902,241.8652,641.7559,622.9554,18.80046
"34005703103","Census Tract 7031.03","Census Tract 7031.03, Burlington County, New Jersey","00","34","005","703103",862.7626,848.766,813.7744,21.43238,13.55926,268.1234,209.5125,23.61936,6.998328,16.62103,13.99666,20.99498,11201.7592592593,276.2153,268.1234,164.0233,104.1001,276.2153,268.1234,8.091823
"34005703104","Census Tract 7031.04","Census Tract 7031.04, Burlington County, New Jersey","00","34","005","703104",1092.362,1074.763,1031.047,26.81997,16.89651,339.6878,264.8497,30.09524,8.863011,21.23223,17.86343,26.87949,11192.2168766797,350.2757,339.6878,208.312,131.3759,350.2757,339.6878,10.5879
"34005703201","Census Tract 7032.01","Census Tract 7032.01, Burlington County, New Jersey","00","34","005","703201",3034.747,2960.742,2897.182,36.72617,26.8336,877.7482,681.8328,77.88535,25.52558,52.35978,54.80888,63.22116,10440.0678248254,928.3661,877.7482,712.0064,165.7418,928.3661,877.7482,50.61792
"34005703202","Census Tract 7032.02","Census Tract 7032.02, Burlington County, New Jersey","00","34","005","703202",1607.547,1568.186,1536.227,17.75705,14.20139,464.9814,361.0794,41.30339,13.55198,27.75141,29.03901,33.5596,10443.7152601992,491.7586,464.9814,377.498,87.48336,491.7586,464.9814,26.77721
"34005703203","Census Tract 7032.03","Census Tract 7032.03, Burlington County, New Jersey","00","34","005","703203",354.772,346.0843,339.0345,3.916592,3.133274,102.6147,79.68484,9.114978,2.990852,6.124126,6.408969,7.405919,10443.4030571199,108.5252,102.6147,83.3166,19.29812,108.5252,102.6147,5.910494
"34005703600","Census Tract 7036","Census Tract 7036, Burlington County, New Jersey","00","34","005","703600",2040.89,1977.954,1843.15,134.7898,0.0149666,557.7573,428.8305,82.90606,16.9846,65.92146,20.00504,26.0157,10428.9676662638,585.7515,557.7573,476.7868,80.9705,585.7515,557.7573,27.99422
"34005703700","Census Tract 7037","Census Tract 7037, Burlington County, New Jersey","00","34","005","703700",1152.809,1136.746,1112.614,24.13015,0.002548604,381.4599,276.3694,25.07905,4.017536,21.06151,30.00725,50.00413,9718.10202934465,415.4736,381.4599,326.393,55.06683,415.4736,381.4599,34.01377
"34005703801","Census Tract 7038.01","Census Tract 7038.01, Burlington County, New Jersey","00","34","005","703801",3137.476,3081.463,3044.059,13.80782,23.59706,901.5197,749.1284,57.22385,17.98809,39.23575,36.55263,58.61472,13841.4539392289,942.4952,901.5197,773.4138,128.1059,942.4952,901.5197,40.97554
"34005703802","Census Tract 7038.02","Census Tract 7038.02, Burlington County, New Jersey","00","34","005","703802",1349.941,1325.683,1309.24,6.023613,10.41922,388.7672,322.8331,24.58285,7.814417,16.76844,15.79163,25.55966,13789.0204271124,406.3497,388.7673,332.7639,56.00332,406.3497,388.7673,17.58244
"34005703803","Census Tract 7038.03","Census Tract 7038.03, Burlington County, New Jersey","00","34","005","703803",655.9606,644.1736,636.1837,2.926983,5.06289,188.9091,156.8705,11.94526,3.797167,8.148088,7.673442,12.4199,13789.0204271124,197.4527,188.9091,161.696,27.21303,197.4527,188.9091,8.543628
"34005703804","Census Tract 7038.04","Census Tract 7038.04, Burlington County, New Jersey","00","34","005","703804",3209.811,3152.134,3113.036,14.32305,24.77402,924.386,767.6126,58.4515,18.58051,39.87099,37.54814,60.77369,13788.9994042829,966.192,924.386,791.2255,133.1605,966.192,924.386,41.806
"34005703900","Census Tract 7039","Census Tract 7039, Burlington County, New Jersey","00","34","005","703900",4726.954,4664.743,4659.657,4.97931,0.106457,1240.292,1061.596,89.75403,16.80016,72.95387,46.3881,42.55372,16012.0509865428,1308.336,1240.292,1166.937,73.35476,1308.336,1240.292,68.04442
"34005704004","Census Tract 7040.04","Census Tract 7040.04, Burlington County, New Jersey","00","34","005","704004",1180.687,1166.205,1161.073,2.566311,2.566311,367.899,285.7771,20.53049,2.383003,18.14749,34.46189,27.12958,12842.8571428572,379.4475,367.8991,198.3392,169.5599,379.4475,367.8991,11.54841
"34005704005","Census Tract 7040.05","Census Tract 7040.05, Burlington County, New Jersey","00","34","005","704005",987.5787,975.4659,971.1727,2.146577,2.146577,307.7271,239.0367,17.17262,1.99325,15.17937,28.82546,22.69238,12842.8571428571,317.3867,307.7271,165.8997,141.8274,317.3867,307.7271,9.659598
"34005704006","Census Tract 7040.06","Census Tract 7040.06, Burlington County, New Jersey","00","34","005","704006",314.7323,308.9619,304.0414,3.444342,1.476146,79.62245,69.1105,4.875756,1.118293,3.757464,2.326049,3.310147,12728.3523752255,81.54591,79.62244,70.9445,8.677952,81.54591,79.62244,1.92346
"34005704007","Census Tract 7040.07","Census Tract 7040.07, Burlington County, New Jersey","00","34","005","704007",327.0719,321.0753,315.9619,3.579382,1.534021,82.74417,71.82008,5.066918,1.162137,3.904781,2.417245,3.439926,12728.3523752255,84.74304,82.74416,73.72598,9.018185,84.74304,82.74416,1.998876
